"","human_gene","nematode_gene"
"4939","PDE7A","pde-6"
"4940","PDHA1","pdha-1"
"4941","PDHB","pdhb-1"
"4942","PDK3","pdhk-2"
"4943","P4HB","pdi-1"
"4944","P4HB","pdi-2"
"4945","PDIA3","pdi-3"
"4946","PDIA6","pdi-6"
"4947","PDPK1","pdk-1"
"4948","PDE6D","pdl-1"
"4949","PDP1","pdp-1"
"4950","PDXK","pdxk-1"
"4951","PDZD8","pdzd-8"
"4952","PPEF1","pef-1"
"4953","PELI1","peli-1"
"4954","PELO","pelo-1"
"4955","PSENEN","pen-2"
"4956","SLC15A3","pept-1"
"4957","EMC4","perm-3"
"4958","FOXL2","pes-1"
"4959","PCBP3","pes-4"
"4960","IQGAP1","pes-7"
"4961","PIEZO1","pezo-1"
"4962","PFAS","pfas-1"
"4963","PFDN1","pfd-1"
"4964","PFDN2","pfd-2"
"4965","VBP1","pfd-3"
"4966","PFDN4","pfd-4"
"4967","PFDN5","pfd-5"
"4968","PFDN6","pfd-6"
"4969","PFKL","pfk-1.1"
"4970","PFKFB1","pfkb-1.1"
"4971","PFKFB1","pfkb-1.2"
"4972","PFN4","pfn-3"
"4973","WDR33","pfs-2"
"4974","POFUT1","pfut-1"
"4975","PAM","pgal-1"
"4976","PGAM5","pgam-5"
"4977","PGAP1","pgap-1"
"4978","PGAP2","pgap-2"
"4979","PGAP3","pgap-3"
"4980","PTGES2","pges-2"
"4981","PGK1","pgk-1"
"4982","ABCB1","pgp-1"
"4983","ABCB1","pgp-12"
"4984","ABCB1","pgp-14"
"4985","ABCB5","pgp-5"
"4986","ABCB5","pgp-6"
"4987","ABCB1","pgp-7"
"4988","ABCB4","pgp-8"
"4989","ABCB1","pgp-9"
"4990","PGP","pgph-1"
"4991","PGP","pgph-2"
"4992","PGP","pgph-3"
"4993","PGS1","pgs-1"
"4994","FUT3","pha-1"
"4995","FOXA2","pha-4"
"4996","PHB1","phb-1"
"4997","PHB2","phb-2"
"4998","PHF10","phf-10"
"4999","PHF14","phf-14"
"5000","JADE3","phf-15"
"5001","INTS12","phf-30"
"5002","PHF5A","phf-5"
"5003","PHPT1","phip-1"
"5004","SAFB","phm-2"
"5005","ACP3","pho-10"
"5006","ACP3","pho-11"
"5007","ACP3","pho-12"
"5008","ACP2","pho-5"
"5009","ACP3","pho-7"
"5010","ACP3","pho-9"
"5011","P4HA3","phy-2"
"5012","P4HA1","phy-3"
"5013","CCDC85B","picc-1"
"5014","MDC1","picd-1"
"5015","XPNPEP1","pid-5"
"5016","PIF1","pif-1"
"5017","PI4KB","pifk-1"
"5018","MELK","pig-1"
"5019","PIGA","piga-1"
"5020","PIGB","pigb-1"
"5021","PIGC","pigc-1"
"5022","PIGG","pigg-1"
"5023","PIGK","pigk-1"
"5024","PIGL","pigl-1"
"5025","PIGM","pigm-1"
"5026","PIGN","pign-1"
"5027","PIGO","pigo-1"
"5028","PIGQ","pigq-1"
"5029","PIGS","pigs-1"
"5030","PIGT","pigt-1"
"5031","PIGU","pigu-1"
"5032","PIGV","pigv-1"
"5033","PIGW","pigw-1"
"5034","IRAK3","pik-1"
"5035","PIK3CB","piki-1"
"5036","LIMS1","pin-2"
"5037","PINK1","pink-1"
"5038","PIN1","pinn-1"
"5039","PIN4","pinn-4"
"5040","PAXIP1","pis-1"
"5041","CDIPT","pisy-1"
"5042","SLC20A2","pitr-2"
"5043","SLC20A1","pitr-3"
"5044","SLC20A2","pitr-5"
"5045","SLC20A1","pitr-6"
"5046","PRKCA","pkc-2"
"5047","PKD2L2","pkd-2"
"5048","PKN1","pkn-1"
"5049","PLCE1","plc-1"
"5050","PLCD1","plc-3"
"5051","PLCD1","plc-4"
"5052","PLD2","pld-1"
"5053","MFSD11","plep-1"
"5054","PLCL1","pll-1"
"5055","PURB","plp-1"
"5056","PURB","plp-2"
"5057","PLPP1","plpp-1.1"
"5058","PLRG1","plrg-1"
"5059","PLS3","plst-1"
"5060","PLXNB2","plx-1"
"5061","MAPK14","pmk-1"
"5062","MAPK14","pmk-2"
"5063","SNIP1","pmlr-1"
"5064","ABCD3","pmp-1"
"5065","ABCD3","pmp-2"
"5066","ABCD4","pmp-3"
"5067","ABCD2","pmp-4"
"5068","ABCD4","pmp-5"
"5069","ATP2C1","pmr-1"
"5070","PMS2","pms-2"
"5071","TMT1B","pmt-1"
"5072","NGLY1","png-1"
"5073","PANK4","pnk-1"
"5074","PNN","pnn-1"
"5075","PNO1","pno-1"
"5076","PNP","pnp-1"
"5077","CORO7","pod-1"
"5078","POLA1","pola-1"
"5079","POLE","pole-1"
"5080","POLE2","pole-2"
"5081","POLE4","pole-4"
"5082","POLG","polg-1"
"5083","POLH","polh-1"
"5084","POLK","polk-1"
"5085","POLQ","polq-1"
"5086","PON3","poml-1"
"5087","PON3","poml-2"
"5088","PON1","poml-3"
"5089","PON1","poml-4"
"5090","POP1","popl-1"
"5091","POP4","popl-4"
"5092","POP5","popl-5"
"5093","TMEM167A","popl-7"
"5094","ZFP36","pos-1"
"5095","DCLRE1B","pot-2"
"5096","DCLRE1B","pot-3"
"5097","PPP4R1","ppfr-1"
"5098","IGBP1C","ppfr-4"
"5099","SPG7","ppgn-1"
"5100","PPP4C","pph-4.1"
"5101","PPP4C","pph-4.2"
"5102","PPP5C","pph-5"
"5103","PPP6C","pph-6"
"5104","PIP5K1A","ppk-1"
"5105","PIP4K2A","ppk-2"
"5106","PIKFYVE","ppk-3"
"5107","PPM1N","ppm-1.A"
"5108","PPM1D","ppm-1.D"
"5109","PPM1N","ppm-1.G"
"5110","PPM1M","ppm-1.H"
"5111","PAPSS2","pps-1"
"5112","PPT1","ppt-1"
"5113","PPP2R5E","pptr-1"
"5114","PPP2R5D","pptr-2"
"5115","AGO3","ppw-1"
"5116","AGO1","ppw-2"
"5117","PQBP1","pqbp-1.1"
"5118","AEN","pqe-1"
"5119","LIMD2","pqn-22"
"5120","GTF2A1","pqn-51"
"5121","UBAP2","pqn-59"
"5122","MRTFB","pqn-62"
"5123","DTD1","pqn-68"
"5124","LGALS1","pqn-84"
"5125","ARL6IP5","praf-3"
"5126","PRCC","prcc-1"
"5127","PRODH","prdh-1"
"5128","PRDX3","prdx-3"
"5129","PIWIL1","prg-1"
"5130","PLEKHG6","prhg-1"
"5131","PRIM1","pri-1"
"5132","PRIM2","pri-2"
"5133","PRICKLE3","prkl-1"
"5134","PROM1","prmn-1"
"5135","PRMT8","prmt-1"
"5136","PRMT5","prmt-5"
"5137","PRMT7","prmt-7"
"5138","PRMT9","prmt-9"
"5139","WDR18","pro-1"
"5140","NOC2L","pro-2"
"5141","SDAD1","pro-3"
"5142","PROX2","pros-1"
"5143","CDC40","prp-17"
"5144","PRPF18","prp-18"
"5145","PRPF19","prp-19"
"5146","SF3A1","prp-21"
"5147","PRPF3","prp-3"
"5148","PRPF31","prp-31"
"5149","PRPF38A","prp-38"
"5150","PRPF4","prp-4"
"5151","PRPF40B","prp-40"
"5152","PRPF6","prp-6"
"5153","PRPF8","prp-8"
"5154","SF3A3","prp-9"
"5155","PRPF4B","prpf-4"
"5156","PEX1","prx-1"
"5157","WARS2","prx-10"
"5158","PEX11G","prx-11"
"5159","PEX12","prx-12"
"5160","PEX13","prx-13"
"5161","PEX14","prx-14"
"5162","PEX19","prx-19"
"5163","PEX2","prx-2"
"5164","PEX5","prx-5"
"5165","PEX6","prx-6"
"5166","PISD","psd-1"
"5167","GINS1","psf-1"
"5168","GINS2","psf-2"
"5169","GINS3","psf-3"
"5170","PSMD9","psmd-9"
"5171","JMJD6","psr-1"
"5172","PTDSS2","pssy-1"
"5173","PTDSS2","pssy-2"
"5174","SLC35B2","pst-1"
"5175","SLC35B3","pst-2"
"5176","PSTK","pstk-1"
"5177","PTBP1","ptb-1"
"5178","PTCH2","ptc-1"
"5179","PTCHD3","ptd-2"
"5180","PTS","ptps-1"
"5181","PTCHD3","ptr-17"
"5182","CAMSAP2","ptrn-1"
"5183","PUM2","puf-11"
"5184","PUM3","puf-12"
"5185","PUM2","puf-3"
"5186","PUM2","puf-5"
"5187","PUM2","puf-6"
"5188","PUM2","puf-7"
"5189","PUM2","puf-9"
"5190","MTPAP","pup-2"
"5191","PUS1","pus-1"
"5192","PDGFA","pvf-1"
"5193","PLXDC2","pxd-1"
"5194","LPXN","pxl-1"
"5195","PXMP4","pxmp-4"
"5196","EPX","pxn-1"
"5197","MPO","pxn-2"
"5198","PC","pyc-1"
"5199","PYCR1","pycr-1"
"5200","NOXRED1","pycr-4"
"5201","PYGM","pygl-1"
"5202","PKM","pyk-1"
"5203","PKM","pyk-2"
"5204","PPA1","pyp-1"
"5205","CAD","pyr-1"
"5206","QARS1","qars-1"
"5207","QDPR","qdpr-1"
"5208","NADSYN1","qns-1"
"5209","RAB11B","rab-11.1"
"5210","RAB14","rab-14"
"5211","RAB21","rab-21"
"5212","RAB30","rab-30"
"5213","RAB5C","rab-5"
"5214","RAB6A","rab-6.1"
"5215","RAB6B","rab-6.2"
"5216","RAB8B","rab-8"
"5217","RABEP2","rabn-5"
"5218","RBSN","rabs-5"
"5219","RABGEF1","rabx-5"
"5220","RAC1","rac-2"
"5221","RACK1","rack-1"
"5222","RAD23A","rad-23"
"5223","RAD54L2","rad-26"
"5224","RAD50","rad-50"
"5225","RAD51","rad-51"
"5226","RAD54B","rad-54.B"
"5227","RAD54L","rad-54.L"
"5228","RTN4IP1","rad-8"
"5229","RAE1","rae-1"
"5230","RRAGA","raga-1"
"5231","RRAGC","ragc-1"
"5232","RAN","ran-1"
"5233","RANGAP1","ran-2"
"5234","SERGEF","ran-3"
"5235","NUTF2","ran-4"
"5236","RAP2A","rap-2"
"5237","RARS1","rars-1"
"5238","RARS2","rars-2"
"5239","RRAS","ras-1"
"5240","MRAS","ras-2"
"5241","RBBP7","rba-1"
"5242","RBBP5","rbbp-5"
"5243","DMXL1","rbc-1"
"5244","WDR7","rbc-2"
"5245","RBM19","rbd-1"
"5246","RAB3GAP1","rbg-1"
"5247","RAB3GAP2","rbg-2"
"5248","RBM12","rbm-12"
"5249","RBM17","rbm-17"
"5250","RBM22","rbm-22"
"5251","RBM26","rbm-26"
"5252","RBM5","rbm-5"
"5253","RBM7","rbm-7"
"5254","RBMX2","rbmx-2"
"5255","KDM5B","rbr-2"
"5256","RBX1","rbx-1"
"5257","RNF7","rbx-2"
"5258","RCAN3","rcan-1"
"5259","RCOR1","rcor-1"
"5260","RECQL5","rcq-5"
"5261","ZXDB","ref-2"
"5262","ZC3H12D","rege-1"
"5263","SH3BP5L","rei-1"
"5264","SH3BP5","rei-2"
"5265","CHM","rep-1"
"5266","SF3A2","repo-1"
"5267","RER1","rer-1"
"5268","REV1","rev-1"
"5269","NEXMIF","rev-3"
"5270","RFC1","rfc-1"
"5271","RFC2","rfc-2"
"5272","RFC3","rfc-3"
"5273","RFC4","rfc-4"
"5274","RAB11FIP4","rfip-1"
"5275","RAB11FIP2","rfip-2"
"5276","RFK","rfk-1"
"5277","UBA3","rfl-1"
"5278","RNF20","rfp-1"
"5279","RAD51D","rfs-1"
"5280","SLC52A3","rft-1"
"5281","SLC52A3","rft-2"
"5282","RFT1","rfth-1"
"5283","ARHGAP11B","rga-3"
"5284","ARHGAP11B","rga-4"
"5285","RACGAP1","rga-5"
"5286","ARHGAP6","rga-6"
"5287","SH3BP1","rga-8"
"5288","TAGAP","rga-9"
"5289","MED14","rgr-1"
"5290","AKAP10","rgs-5"
"5291","DHX9","rha-1"
"5292","DHX37","rha-2"
"5293","ARHGEF1","rhgf-1"
"5294","PLEKHG5","rhgf-2"
"5295","ARHGDIB","rhi-1"
"5296","RHAG","rhr-1"
"5297","RHAG","rhr-2"
"5298","EXTL1","rib-1"
"5299","EXTL3","rib-2"
"5300","RPN1","ribo-1"
"5301","ICA1","ric-19"
"5302","RIC3","ric-3"
"5303","SNAP25","ric-4"
"5304","RIC8A","ric-8"
"5305","RICTOR","rict-1"
"5306","RIF1","rif-1.1"
"5307","RIF1","rif-1.2"
"5308","LSAMP","rig-5"
"5309","RILPL1","rilp-1"
"5310","RIMBP2","rimb-1"
"5311","RIN2","rin-1"
"5312","RIOK1","riok-1"
"5313","RIOK2","riok-2"
"5314","RIOK3","riok-3"
"5315","RPLP0","rla-0"
"5316","RPLP1","rla-1"
"5317","RALBP1","rlbp-1"
"5318","RMDN2","rmd-1"
"5319","RMDN2","rmd-2"
"5320","RMDN2","rmd-3"
"5321","RMDN2","rmd-6"
"5322","EHD1","rme-1"
"5323","EGF","rme-2"
"5324","DENND1B","rme-4"
"5325","GAPVD1","rme-6"
"5326","DNAJC13","rme-8"
"5327","RMI1","rmh-1"
"5328","RMI1","rmh-2"
"5329","UGP2","rml-1"
"5330","RNF113A","rnf-113"
"5331","RNF121","rnf-121"
"5332","DZIP3","rnf-145"
"5333","RNF185","rnf-5"
"5334","RNASEH1","rnh-1.0"
"5335","RNASEH2A","rnh-2"
"5336","SNRPB2","rnp-2"
"5337","SNRPB2","rnp-3"
"5338","RBM8A","rnp-4"
"5339","RNPS1","rnp-5"
"5340","PUF60","rnp-6"
"5341","SNRNP70","rnp-7"
"5342","RBM7","rnp-8"
"5343","RRM1","rnr-1"
"5344","RRM2B","rnr-2"
"5345","RNASET2","rnst-2"
"5346","RUNX3","rnt-1"
"5347","KNTC1","rod-1"
"5348","DOK5","rog-1"
"5349","RHBDL3","rom-2"
"5350","RHBDF1","rom-3"
"5351","RHBDF1","rom-4"
"5352","PARL","rom-5"
"5353","RO60","rop-1"
"5354","RPA1","rpa-1"
"5355","RPA4","rpa-2"
"5356","POLR1D","rpac-19"
"5357","POLR1C","rpac-40"
"5358","RPAP2","rpap-2"
"5359","POLR2L","rpb-10"
"5360","POLR2J","rpb-11"
"5361","POLR2K","rpb-12"
"5362","POLR2B","rpb-2"
"5363","POLR2C","rpb-3"
"5364","POLR2D","rpb-4"
"5365","POLR2E","rpb-5"
"5366","POLR2F","rpb-6"
"5367","POLR2G","rpb-7"
"5368","POLR2H","rpb-8"
"5369","POLR2I","rpb-9"
"5370","POLR3A","rpc-1"
"5371","POLR3K","rpc-11"
"5372","POLR3B","rpc-2"
"5373","POLR3H","rpc-25"
"5374","RP2","rpi-2"
"5375","RPIA","rpia-1"
"5376","RPL10","rpl-10"
"5377","RPL11","rpl-11.1"
"5378","RPL11","rpl-11.2"
"5379","RPL12","rpl-12"
"5380","RPL13","rpl-13"
"5381","RPL14","rpl-14"
"5382","RPL15","rpl-15"
"5383","RPL13A","rpl-16"
"5384","RPL17","rpl-17"
"5385","RPL18","rpl-18"
"5386","RPL19","rpl-19"
"5387","RPL8","rpl-2"
"5388","RPL18A","rpl-20"
"5389","RPL21","rpl-21"
"5390","RPL23","rpl-23"
"5391","RPL24","rpl-24.1"
"5392","RSL24D1","rpl-24.2"
"5393","RPL23A","rpl-25.1"
"5394","RPL23A","rpl-25.2"
"5395","RPL26","rpl-26"
"5396","RPL27","rpl-27"
"5397","RPL28","rpl-28"
"5398","RPL29","rpl-29"
"5399","RPL3","rpl-3"
"5400","RPL30","rpl-30"
"5401","RPL31","rpl-31"
"5402","RPL32","rpl-32"
"5403","RPL35A","rpl-33"
"5404","RPL35","rpl-35"
"5405","RPL38","rpl-38"
"5406","RPL4","rpl-4"
"5407","RPL5","rpl-5"
"5408","RPL6","rpl-6"
"5409","RPL7","rpl-7"
"5410","RPL7A","rpl-7A"
"5411","RPL9","rpl-9"
"5412","PSMD2","rpn-1"
"5413","PSMD4","rpn-10"
"5414","PSMD14","rpn-11"
"5415","PSMD8","rpn-12"
"5416","ADRM1","rpn-13"
"5417","PSMD1","rpn-2"
"5418","PSMD3","rpn-3"
"5419","PSMD11","rpn-6.1"
"5420","PSMD11","rpn-6.2"
"5421","PSMD6","rpn-7"
"5422","PSMD7","rpn-8"
"5423","PSMD13","rpn-9"
"5424","POLR1A","rpoa-1"
"5425","POLR1H","rpoa-12"
"5426","POLR1B","rpoa-2"
"5427","POLR1E","rpoa-49"
"5428","POLRMT","rpom-1"
"5429","RPSA","rps-0"
"5430","RPS3A","rps-1"
"5431","RPS11","rps-11"
"5432","RPS12","rps-12"
"5433","RPS13","rps-13"
"5434","RPS14","rps-14"
"5435","RPS15","rps-15"
"5436","RPS16","rps-16"
"5437","RPS17","rps-17"
"5438","RPS18","rps-18"
"5439","RPS2","rps-2"
"5440","RPS20","rps-20"
"5441","RPS21","rps-21"
"5442","RPS15A","rps-22"
"5443","RPS23","rps-23"
"5444","RPS24","rps-24"
"5445","RPS25","rps-25"
"5446","RPS26","rps-26"
"5447","RPS28","rps-28"
"5448","RPS29","rps-29"
"5449","RPS3","rps-3"
"5450","FAU","rps-30"
"5451","RPS4X","rps-4"
"5452","RPS5","rps-5"
"5453","RPS6","rps-6"
"5454","RPS7","rps-7"
"5455","RPS8","rps-8"
"5456","RPS9","rps-9"
"5457","PSMC2","rpt-1"
"5458","PSMC1","rpt-2"
"5459","PSMC4","rpt-3"
"5460","PSMC6","rpt-4"
"5461","PSMC3","rpt-5"
"5462","PSMC5","rpt-6"
"5463","RAPSN","rpy-1"
"5464","RRS1","rrbs-1"
"5465","ARHGAP33","rrc-1"
"5466","RRP1","rrp-1"
"5467","RRP8","rrp-8"
"5468","RASSF5","rsf-1"
"5469","RPS6KL1","rskd-1"
"5470","RPS6KA5","rskn-2"
"5471","RPS6KB2","rsks-1"
"5472","SRSF4","rsp-1"
"5473","SRSF2","rsp-4"
"5474","TRA2A","rsp-8"
"5475","RSU1","rsu-1"
"5476","PNISR","rsy-1"
"5477","RTCB","rtcb-1"
"5478","RTEL1","rtel-1"
"5479","RUNDC1","rund-1"
"5480","RUVBL1","ruvb-1"
"5481","RUVBL2","ruvb-2"
"5482","SACM1L","sac-1"
"5483","INPP5F","sac-2"
"5484","DDX41","sacy-1"
"5485","BRSK2","sad-1"
"5486","TRERF1","saeg-1"
"5487","DNTTIP1","saeg-2"
"5488","AGO3","sago-2"
"5489","SSBP2","sam-10"
"5490","BORCS5","sam-4"
"5491","MAT1A","sams-1"
"5492","MAT2A","sams-3"
"5493","MAT2A","sams-4"
"5494","MAT2A","sams-5"
"5495","MFSD10","samt-1"
"5496","BUB1B","san-1"
"5497","MON1B","sand-1"
"5498","U2SURP","sap-140"
"5499","SF3B4","sap-49"
"5500","PPP6R3","saps-1"
"5501","SARS1","sars-1"
"5502","SARS2","sars-2"
"5503","SART3","sart-3"
"5504","SAV1","sav-1"
"5505","STK38L","sax-1"
"5506","FRY","sax-2"
"5507","SBDS","sbds-1"
"5508","SBSPON","sbsp-1"
"5509","SCG5","sbt-1"
"5510","ATP2A3","sca-1"
"5511","SCARB2","scav-1"
"5512","CD36","scav-2"
"5513","SCARB2","scav-3"
"5514","SCARB1","scav-4"
"5515","SCARB1","scav-5"
"5516","SCARB1","scav-6"
"5517","RAD21","scc-1"
"5518","NIPBL","scc-2"
"5519","STAG3","scc-3"
"5520","CRISP2","scl-1"
"5521","CRISP2","scl-10"
"5522","CRISP2","scl-12"
"5523","CRISP2","scl-13"
"5524","GLIPR1L1","scl-14"
"5525","GLIPR1L1","scl-15"
"5526","GLIPR1L1","scl-17"
"5527","R3HDML","scl-19"
"5528","CRISP3","scl-2"
"5529","GLIPR1L1","scl-20"
"5530","CRISP2","scl-21"
"5531","CRISP2","scl-23"
"5532","CRISP2","scl-3"
"5533","GLIPR1L1","scl-5"
"5534","CRISP2","scl-6"
"5535","CRISP2","scl-7"
"5536","CRISP2","scl-8"
"5537","SCAMP4","scm-1"
"5538","SCO1","sco-1"
"5539","FBXW12","scp-1"
"5540","CTDSP1","scpl-1"
"5541","CTDSPL2","scpl-3"
"5542","TIMM50","scpl-4"
"5543","PLSCR2","scrm-1"
"5544","PLSCR2","scrm-2"
"5545","PLSCR2","scrm-3"
"5546","PLSCR2","scrm-4"
"5547","PLSCR2","scrm-5"
"5548","PLSCR2","scrm-6"
"5549","PLSCR2","scrm-7"
"5550","PLSCR2","scrm-8"
"5551","SCYL1","scyl-1"
"5552","CPA1","sdc-3"
"5553","SDE2","sde-2"
"5554","SDHA","sdha-1"
"5555","SDHA","sdha-2"
"5556","SDHD","sdhd-1"
"5557","SDC1","sdn-1"
"5558","PACSIN1","sdpn-1"
"5559","ZNF597","sdz-12"
"5560","KCTD10","sdz-35"
"5561","TBX20","sea-1"
"5562","EXOC5","sec-10"
"5563","SEC11A","sec-11"
"5564","PREB","sec-12"
"5565","EXOC6","sec-15"
"5566","SEC16B","sec-16A.2"
"5567","BNIP1","sec-20"
"5568","SEC22B","sec-22"
"5569","SEC23B","sec-23"
"5570","SEC24D","sec-24.1"
"5571","SEC24A","sec-24.2"
"5572","EXOC1","sec-3"
"5573","SEC31B","sec-31"
"5574","EXOC2","sec-5"
"5575","EXOC3","sec-6"
"5576","SEC61A2","sec-61.A"
"5577","SEC61B","sec-61.B"
"5578","SEC61G","sec-61.G"
"5579","EXOC4","sec-8"
"5580","SEPSECS","secs-1"
"5581","BSCL2","seip-1"
"5582","MAP3K2","sek-1"
"5583","MAP2K5","sek-4"
"5584","MAP2K5","sek-5"
"5585","MAP2K4","sek-6"
"5586","SEL1L","sel-1"
"5587","WDR86","sel-10"
"5588","SYVN1","sel-11"
"5589","PSEN2","sel-12"
"5590","ZNF830","sel-13"
"5591","TNNI3K","sel-15"
"5592","LRBA","sel-2"
"5593","SEPHS1","seld-1"
"5594","SELENOT","selt-1.1"
"5595","SELENOT","selt-1.2"
"5596","SALL2","sem-4"
"5597","GRB2","sem-5"
"5598","SELENBP1","semo-1"
"5599","ESPL1","sep-1"
"5600","HTR1D","ser-4"
"5601","ADRB3","ser-5"
"5602","HTR2B","ser-6"
"5603","SERP2","serp-1.1"
"5604","SERP2","serp-1.2"
"5605","SRR","serr-1"
"5606","SESN2","sesn-1"
"5607","SUV39H1","set-11"
"5608","SUV39H2","set-12"
"5609","SUV39H1","set-13"
"5610","SUV39H2","set-15"
"5611","KMT2C","set-16"
"5612","PRDM7","set-17"
"5613","SMYD2","set-18"
"5614","EZH1","set-19"
"5615","KMT2B","set-2"
"5616","SUV39H1","set-21"
"5617","SETD5","set-24"
"5618","SETD5","set-26"
"5619","SETD3","set-27"
"5620","SETD4","set-29"
"5621","CBX3","set-31"
"5622","SUV39H2","set-32"
"5623","SUV39H1","set-6"
"5624","SUV39H2","set-8"
"5625","SETD5","set-9"
"5626","RARG","sex-1"
"5627","SF1","sfa-1"
"5628","SFRP1","sfrp-1"
"5629","SURF1","sft-1"
"5630","SURF4","sft-4"
"5631","SF3B1","sftb-1"
"5632","SF3B2","sftb-2"
"5633","SF3B6","sftb-6"
"5634","SFT2D3","sftd-3"
"5635","SFXN1","sfxn-1.1"
"5636","SFXN1","sfxn-1.2"
"5637","SFXN1","sfxn-1.3"
"5638","SFXN3","sfxn-1.4"
"5639","SFXN1","sfxn-1.5"
"5640","SFXN2","sfxn-2"
"5641","SFXN5","sfxn-5"
"5642","SGCA","sgca-1"
"5643","SGCB","sgcb-1"
"5644","SGK2","sgk-1"
"5645","SGCD","sgn-1"
"5646","CELF3","sgnh-1"
"5647","SHC1","shc-1"
"5648","TNS4","shc-2"
"5649","SHANK2","shn-1"
"5650","SIAH1","siah-1"
"5651","PPIL4","sig-7"
"5652","SIN3A","sin-3"
"5653","MAPKAP1","sinh-1"
"5654","SIRT1","sir-2.1"
"5655","SIRT4","sir-2.2"
"5656","SIRT4","sir-2.3"
"5657","SIRT6","sir-2.4"
"5658","SKIC2","skih-2"
"5659","SNW1","skp-1"
"5660","SKP2","skpt-1"
"5661","SKP1","skr-1"
"5662","SKP1","skr-10"
"5663","SKP1","skr-12"
"5664","SKP1","skr-13"
"5665","SKP1","skr-14"
"5666","SKP1","skr-15"
"5667","SKP1","skr-16"
"5668","SKP1","skr-17"
"5669","SKP1","skr-18"
"5670","SKP1","skr-2"
"5671","SKP1","skr-20"
"5672","SKP1","skr-3"
"5673","SKP1","skr-4"
"5674","SKP1","skr-5"
"5675","SKP1","skr-6"
"5676","SKP1","skr-7"
"5677","SKP1","skr-8"
"5678","SKP1","skr-9"
"5679","SLC17A5","slc-17.2"
"5680","SLC25A10","slc-25A10"
"5681","SLC25A21","slc-25A21"
"5682","SLC25A26","slc-25A26"
"5683","SLC25A29","slc-25A29"
"5684","SLC25A32","slc-25A32"
"5685","SLC25A42","slc-25A42"
"5686","SLC25A46","slc-25A46"
"5687","SLC28A2","slc-28.1"
"5688","SLC28A2","slc-28.2"
"5689","SLC30A5","slc-30A5"
"5690","SLC30A9","slc-30A9"
"5691","SLC36A1","slc-36.1"
"5692","SLC36A1","slc-36.2"
"5693","SLC36A3","slc-36.3"
"5694","SLC36A4","slc-36.4"
"5695","SLC9B1","slc-9B.1"
"5696","SLC9B1","slc-9B.2"
"5697","SLC46A2","slcr-46.1"
"5698","SLC46A3","slcr-46.3"
"5699","GINS4","sld-5"
"5700","CBLC","sli-1"
"5701","KCNT2","slo-2"
"5702","SLU7","sluh-7"
"5703","SLX1A","slx-1"
"5704","SCFD1","sly-1"
"5705","SPTBN5","sma-1"
"5706","LRG1","sma-10"
"5707","SMAD9","sma-2"
"5708","BMPR1B","sma-6"
"5709","SMC3","smc-3"
"5710","SMC4","smc-4"
"5711","SMC5","smc-5"
"5712","SMC6","smc-6"
"5713","SMCR8","smcr-8"
"5714","AMD1","smd-1"
"5715","SLC11A1","smf-1"
"5716","SMG1","smg-1"
"5717","UPF1","smg-2"
"5718","UPF2","smg-3"
"5719","UPF3A","smg-4"
"5720","SMG6","smg-6"
"5721","SMG7","smg-7"
"5722","SMG8","smg-8"
"5723","SMG9","smg-9"
"5724","NBAS","smgl-1"
"5725","DHX34","smgl-2"
"5726","GEMIN2","smi-1"
"5727","PPP4R3B","smk-1"
"5728","SMN1","smn-1"
"5729","SMOC1","smoc-1"
"5730","SMNDC1","smr-1"
"5731","SGMS2","sms-1"
"5732","SMU1","smu-1"
"5733","SNAI1","snai-1"
"5734","NAPA","snap-1"
"5735","SNAP29","snap-29"
"5736","VAMP2","snb-1"
"5737","VAMP3","snb-2"
"5738","VAMP3","snb-5"
"5739","VAMP3","snb-6"
"5740","VAMP3","snb-7"
"5741","SLC6A14","snf-6"
"5742","SMARCB1","snfc-5"
"5743","SYNGR1","sng-1"
"5744","SYN1","snn-1"
"5745","SNAPC1","snpc-1.1"
"5746","SNAPC1","snpc-1.2"
"5747","SNAPC1","snpc-1.3"
"5748","SNAPC3","snpc-3.1"
"5749","SNAPC3","snpc-3.2"
"5750","SNAPC3","snpc-3.4"
"5751","SNAPC4","snpc-4"
"5752","SNAPIN","snpn-1"
"5753","SNRPD3","snr-1"
"5754","SNRPB","snr-2"
"5755","SNRPD1","snr-3"
"5756","SNRPD2","snr-4"
"5757","SNRPF","snr-5"
"5758","SNRPE","snr-6"
"5759","DDX60L","snrp-200"
"5760","SNRNP27","snrp-27"
"5761","SNRPC","snrp-3"
"5762","SNRNP40","snrp-40.1"
"5763","SNRNP40","snrp-40.2"
"5764","SYT12","snt-5"
"5765","SYT7","snt-6"
"5766","SNU13","snu-13"
"5767","SART1","snu-66"
"5768","SNX2","snx-1"
"5769","SNX13","snx-13"
"5770","SNX14","snx-14"
"5771","SNX17","snx-17"
"5772","SNX27","snx-27"
"5773","SNX12","snx-3"
"5774","SNX5","snx-6"
"5775","HEATR5B","soap-1"
"5776","GAB3","soc-1"
"5777","SOD2","sod-2"
"5778","SOD2","sod-3"
"5779","SOD1","sod-4"
"5780","VAT1","sodh-1"
"5781","PTGR3","sodh-2"
"5782","SORBS3","sorb-1"
"5783","WDR91","sorf-1"
"5784","MOV10","sosi-1"
"5785","SOX2","sox-2"
"5786","SOX15","sox-4"
"5787","SPAST","spas-1"
"5788","BORA","spat-1"
"5789","SPCS1","spcs-1"
