"","human_gene","Sheep_gene"
"9556","PARD3","PARD3"
"9557","PARD3B","PARD3B"
"9558","PARD6A","PARD6A"
"9559","PARD6B","PARD6B"
"9560","PARD6G","PARD6G"
"9561","PARG","PARG"
"9562","PARK7","PARK7"
"9563","PARL","PARL"
"9564","PARM1","PARM1"
"9565","PARN","PARN"
"9566","PARP1","PARP1"
"9567","PARP10","PARP10"
"9568","PARP11","PARP11"
"9569","PARP12","PARP12"
"9570","PARP14","PARP14"
"9571","PARP16","PARP16"
"9572","PARP2","PARP2"
"9573","PARP3","PARP3"
"9574","PARP4","PARP4"
"9575","PARP8","PARP8"
"9576","PARP9","PARP9"
"9577","PARPBP","PARPBP"
"9578","PARS2","PARS2"
"9579","PARVA","PARVA"
"9580","PARVB","PARVB"
"9581","PASK","PASK"
"9582","PATE2","PATE2"
"9583","PATE3","PATE3"
"9584","PATJ","PATJ"
"9585","PATL1","PATL1"
"9586","PATL2","PATL2"
"9587","PATZ1","PATZ1"
"9588","PAWR","PAWR"
"9589","PAX1","PAX1"
"9590","PAX2","PAX2"
"9591","PAX3","PAX3"
"9592","PAX4","PAX4"
"9593","PAX5","PAX5"
"9594","PAX6","PAX6"
"9595","PAX7","PAX7"
"9596","PAX8","PAX8"
"9597","PAX9","PAX9"
"9598","PAXBP1","PAXBP1"
"9599","PAXIP1","PAXIP1"
"9600","PAXX","PAXX"
"9601","PBDC1","PBDC1"
"9602","PBK","PBK"
"9603","PBLD","PBLD"
"9604","PBRM1","PBRM1"
"9605","PBX1","PBX1"
"9606","PBX2","PBX2"
"9607","PBX3","PBX3"
"9608","PBX4","PBX4"
"9609","PBXIP1","PBXIP1"
"9610","PC","PC"
"9611","PCARE","PCARE"
"9612","PCBD2","PCBD2"
"9613","PCBP1","PCBP1"
"9614","PCBP2","PCBP2"
"9615","PCBP3","PCBP3"
"9616","PCBP4","PCBP4"
"9617","PCCA","PCCA"
"9618","PCCB","PCCB"
"9619","PCDH1","PCDH1"
"9620","PCDH10","PCDH10"
"9621","PCDH11X","PCDH11X"
"9622","PCDH12","PCDH12"
"9623","PCDH15","PCDH15"
"9624","PCDH17","PCDH17"
"9625","PCDH18","PCDH18"
"9626","PCDH19","PCDH19"
"9627","PCDH20","PCDH20"
"9628","PCDH7","PCDH7"
"9629","PCDH8","PCDH8"
"9630","PCDH9","PCDH9"
"9631","PCDHAC2","PCDHAC2"
"9632","PCDHB4","PCDHB4"
"9633","PCDHB5","PCDHB5"
"9634","PCDHB6","PCDHB6"
"9635","PCDHGA2","PCDHGA2"
"9636","PCED1A","PCED1A"
"9637","PCED1B","PCED1B"
"9638","PCF11","PCF11"
"9639","PCGF1","PCGF1"
"9640","PCGF2","PCGF2"
"9641","PCGF3","PCGF3"
"9642","PCGF5","PCGF5"
"9643","PCGF6","PCGF6"
"9644","PCID2","PCID2"
"9645","PCIF1","PCIF1"
"9646","PCK1","PCK1"
"9647","PCK2","PCK2"
"9648","PCLAF","PCLAF"
"9649","PCLO","PCLO"
"9650","PCM1","PCM1"
"9651","PCMT1","PCMT1"
"9652","PCMTD1","PCMTD1"
"9653","PCMTD2","PCMTD2"
"9654","PCNA","PCNA"
"9655","PCNT","PCNT"
"9656","PCNX1","PCNX1"
"9657","PCNX2","PCNX2"
"9658","PCNX3","PCNX3"
"9659","PCNX4","PCNX4"
"9660","PCOLCE","PCOLCE"
"9661","PCOLCE2","PCOLCE2"
"9662","PCP2","PCP2"
"9663","PCP4","PCP4"
"9664","PCP4L1","PCP4L1"
"9665","PCSK1","PCSK1"
"9666","PCSK1N","PCSK1N"
"9667","PCSK2","PCSK2"
"9668","PCSK4","PCSK4"
"9669","PCSK5","PCSK5"
"9670","PCSK6","PCSK6"
"9671","PCSK7","PCSK7"
"9672","PCTP","PCTP"
"9673","PCYOX1","PCYOX1"
"9674","PCYOX1L","PCYOX1L"
"9675","PCYT1A","PCYT1A"
"9676","PCYT1B","PCYT1B"
"9677","PCYT2","PCYT2"
"9678","PDAP1","PDAP1"
"9679","PDC","PDC"
"9680","PDCD1","PDCD1"
"9681","PDCD10","PDCD10"
"9682","PDCD11","PDCD11"
"9683","PDCD2","PDCD2"
"9684","PDCD2L","PDCD2L"
"9685","PDCD4","PDCD4"
"9686","PDCD5","PDCD5"
"9687","PDCD6","PDCD6"
"9688","PDCD6IP","PDCD6IP"
"9689","PDCD7","PDCD7"
"9690","PDCL","PDCL"
"9691","PDCL2","PDCL2"
"9692","PDCL3","PDCL3"
"9693","PDE10A","PDE10A"
"9694","PDE11A","PDE11A"
"9695","PDE12","PDE12"
"9696","PDE1A","PDE1A"
"9697","PDE1B","PDE1B"
"9698","PDE1C","PDE1C"
"9699","PDE3A","PDE3A"
"9700","PDE3B","PDE3B"
"9701","PDE4A","PDE4A"
"9702","PDE4B","PDE4B"
"9703","PDE4C","PDE4C"
"9704","PDE4D","PDE4D"
"9705","PDE4DIP","PDE4DIP"
"9706","PDE5A","PDE5A"
"9707","PDE6A","PDE6A"
"9708","PDE6B","PDE6B"
"9709","PDE6C","PDE6C"
"9710","PDE6D","PDE6D"
"9711","PDE6G","PDE6G"
"9712","PDE6H","PDE6H"
"9713","PDE7A","PDE7A"
"9714","PDE7B","PDE7B"
"9715","PDE8A","PDE8A"
"9716","PDE8B","PDE8B"
"9717","PDE9A","PDE9A"
"9718","PDF","PDF"
"9719","PDGFB","PDGFB"
"9720","PDGFC","PDGFC"
"9721","PDGFD","PDGFD"
"9722","PDGFRA","PDGFRA"
"9723","PDGFRB","PDGFRB"
"9724","PDGFRL","PDGFRL"
"9725","PDHA1","PDHA1"
"9726","PDHB","PDHB"
"9727","PDHX","PDHX"
"9728","PDIA2","PDIA2"
"9729","PDIA3","PDIA3"
"9730","PDIA4","PDIA4"
"9731","PDIA5","PDIA5"
"9732","PDIA6","PDIA6"
"9733","PDILT","PDILT"
"9734","PDK1","PDK1"
"9735","PDK2","PDK2"
"9736","PDK3","PDK3"
"9737","PDK4","PDK4"
"9738","PDLIM1","PDLIM1"
"9739","PDLIM3","PDLIM3"
"9740","PDLIM4","PDLIM4"
"9741","PDLIM5","PDLIM5"
"9742","PDLIM7","PDLIM7"
"9743","PDP1","PDP1"
"9744","PDP2","PDP2"
"9745","PDPK1","PDPK1"
"9746","PDPN","PDPN"
"9747","PDPR","PDPR"
"9748","PDRG1","PDRG1"
"9749","PDS5A","PDS5A"
"9750","PDS5B","PDS5B"
"9751","PDSS1","PDSS1"
"9752","PDSS2","PDSS2"
"9753","PDX1","PDX1"
"9754","PDXDC1","PDXDC1"
"9755","PDXK","PDXK"
"9756","PDXP","PDXP"
"9757","PDYN","PDYN"
"9758","PDZD11","PDZD11"
"9759","PDZD4","PDZD4"
"9760","PDZD7","PDZD7"
"9761","PDZD8","PDZD8"
"9762","PDZD9","PDZD9"
"9763","PDZK1","PDZK1"
"9764","PDZK1IP1","PDZK1IP1"
"9765","PDZRN3","PDZRN3"
"9766","PDZRN4","PDZRN4"
"9767","PEAK1","PEAK1"
"9768","PEAK3","PEAK3"
"9769","PEAR1","PEAR1"
"9770","PEBP4","PEBP4"
"9771","PECAM1","PECAM1"
"9772","PECR","PECR"
"9773","PEF1","PEF1"
"9774","PELI1","PELI1"
"9775","PELI2","PELI2"
"9776","PELI3","PELI3"
"9777","PELP1","PELP1"
"9778","PEMT","PEMT"
"9779","PENK","PENK"
"9780","PEPD","PEPD"
"9781","PER1","PER1"
"9782","PER2","PER2"
"9783","PER3","PER3"
"9784","PERCC1","PERCC1"
"9785","PERM1","PERM1"
"9786","PERP","PERP"
"9787","PES1","PES1"
"9788","PET100","PET100"
"9789","PET117","PET117"
"9790","PEX1","PEX1"
"9791","PEX11A","PEX11A"
"9792","PEX11B","PEX11B"
"9793","PEX11G","PEX11G"
"9794","PEX12","PEX12"
"9795","PEX13","PEX13"
"9796","PEX14","PEX14"
"9797","PEX16","PEX16"
"9798","PEX19","PEX19"
"9799","PEX2","PEX2"
"9800","PEX26","PEX26"
"9801","PEX3","PEX3"
"9802","PEX5","PEX5"
"9803","PEX5L","PEX5L"
"9804","PEX6","PEX6"
"9805","PEX7","PEX7"
"9806","PFAS","PFAS"
"9807","PFDN1","PFDN1"
"9808","PFDN2","PFDN2"
"9809","PFDN5","PFDN5"
"9810","PFDN6","PFDN6"
"9811","PFKFB1","PFKFB1"
"9812","PFKFB2","PFKFB2"
"9813","PFKFB3","PFKFB3"
"9814","PFKFB4","PFKFB4"
"9815","PFKL","PFKL"
"9816","PFKM","PFKM"
"9817","PFKP","PFKP"
"9818","PFN2","PFN2"
"9819","PFN3","PFN3"
"9820","PFN4","PFN4"
"9821","PGAM2","PGAM2"
"9822","PGAP1","PGAP1"
"9823","PGAP2","PGAP2"
"9824","PGAP3","PGAP3"
"9825","PGAP4","PGAP4"
"9826","PGAP6","PGAP6"
"9827","PGBD1","PGBD1"
"9828","PGBD2","PGBD2"
"9829","PGBD5","PGBD5"
"9830","PGC","PGC"
"9831","PGD","PGD"
"9832","PGF","PGF"
"9833","PGGHG","PGGHG"
"9834","PGGT1B","PGGT1B"
"9835","PGK2","PGK2"
"9836","PGLS","PGLS"
"9837","PGLYRP1","PGLYRP1"
"9838","PGLYRP2","PGLYRP2"
"9839","PGLYRP3","PGLYRP3"
"9840","PGLYRP4","PGLYRP4"
"9841","PGM1","PGM1"
"9842","PGM2","PGM2"
"9843","PGM2L1","PGM2L1"
"9844","PGM3","PGM3"
"9845","PGM5","PGM5"
"9846","PGP","PGP"
"9847","PGPEP1","PGPEP1"
"9848","PGR","PGR"
"9849","PGRMC1","PGRMC1"
"9850","PGS1","PGS1"
"9851","PHACTR1","PHACTR1"
"9852","PHACTR2","PHACTR2"
"9853","PHACTR3","PHACTR3"
"9854","PHACTR4","PHACTR4"
"9855","PHAF1","PHAF1"
"9856","PHAX","PHAX"
"9857","PHB1","PHB"
"9858","PHB2","PHB2"
"9859","PHC1","PHC1"
"9860","PHC2","PHC2"
"9861","PHC3","PHC3"
"9862","PHETA1","PHETA1"
"9863","PHETA2","PHETA2"
"9864","PHEX","PHEX"
"9865","PHF1","PHF1"
"9866","PHF10","PHF10"
"9867","PHF11","PHF11"
"9868","PHF12","PHF12"
"9869","PHF13","PHF13"
"9870","PHF14","PHF14"
"9871","PHF19","PHF19"
"9872","PHF2","PHF2"
"9873","PHF20","PHF20"
"9874","PHF21A","PHF21A"
"9875","PHF21B","PHF21B"
"9876","PHF23","PHF23"
"9877","PHF24","PHF24"
"9878","PHF3","PHF3"
"9879","PHF6","PHF6"
"9880","PHF7","PHF7"
"9881","PHF8","PHF8"
"9882","PHGDH","PHGDH"
"9883","PHIP","PHIP"
"9884","PHKA1","PHKA1"
"9885","PHKA2","PHKA2"
"9886","PHKG1","PHKG1"
"9887","PHKG2","PHKG2"
"9888","PHLDA1","PHLDA1"
"9889","PHLDA2","PHLDA2"
"9890","PHLDA3","PHLDA3"
"9891","PHLDB1","PHLDB1"
"9892","PHLDB2","PHLDB2"
"9893","PHLDB3","PHLDB3"
"9894","PHLPP1","PHLPP1"
"9895","PHLPP2","PHLPP2"
"9896","PHOSPHO1","PHOSPHO1"
"9897","PHOSPHO2","PHOSPHO2"
"9898","PHOX2A","PHOX2A"
"9899","PHOX2B","PHOX2B"
"9900","PHPT1","PHPT1"
"9901","PHRF1","PHRF1"
"9902","PHTF1","PHTF1"
"9903","PHTF2","PHTF2"
"9904","PHYH","PHYH"
"9905","PHYHIP","PHYHIP"
"9906","PHYHIPL","PHYHIPL"
"9907","PHYKPL","PHYKPL"
"9908","PI15","PI15"
"9909","PI16","PI16"
"9910","PI4K2A","PI4K2A"
"9911","PI4K2B","PI4K2B"
"9912","PI4KA","PI4KA"
"9913","PI4KB","PI4KB"
"9914","PIANP","PIANP"
"9915","PIAS1","PIAS1"
"9916","PIAS2","PIAS2"
"9917","PIAS3","PIAS3"
"9918","PIAS4","PIAS4"
"9919","PIBF1","PIBF1"
"9920","PICALM","PICALM"
"9921","PICK1","PICK1"
"9922","PID1","PID1"
"9923","PIDD1","PIDD1"
"9924","PIERCE2","PIERCE2"
"9925","PIEZO1","PIEZO1"
"9926","PIEZO2","PIEZO2"
"9927","PIF1","PIF1"
"9928","CIMAP3","PIFO"
"9929","PIGA","PIGA"
"9930","PIGB","PIGB"
"9931","PIGC","PIGC"
"9932","PIGF","PIGF"
"9933","PIGG","PIGG"
"9934","PIGH","PIGH"
"9935","PIGK","PIGK"
"9936","PIGL","PIGL"
"9937","PIGN","PIGN"
"9938","PIGO","PIGO"
"9939","PIGP","PIGP"
"9940","PIGQ","PIGQ"
"9941","PIGR","PIGR"
"9942","PIGS","PIGS"
"9943","PIGT","PIGT"
"9944","PIGU","PIGU"
"9945","PIGW","PIGW"
"9946","PIGX","PIGX"
"9947","PIH1D1","PIH1D1"
"9948","PIH1D2","PIH1D2"
"9949","PIK3AP1","PIK3AP1"
"9950","PIK3C2A","PIK3C2A"
"9951","PIK3C2B","PIK3C2B"
"9952","PIK3C2G","PIK3C2G"
"9953","PIK3C3","PIK3C3"
"9954","PIK3CA","PIK3CA"
"9955","PIK3CB","PIK3CB"
"9956","PIK3CD","PIK3CD"
"9957","PIK3CG","PIK3CG"
"9958","PIK3R1","PIK3R1"
"9959","PIK3R2","PIK3R2"
"9960","PIK3R3","PIK3R3"
"9961","PIK3R4","PIK3R4"
"9962","PIK3R5","PIK3R5"
"9963","PIK3R6","PIK3R6"
"9964","PIKFYVE","PIKFYVE"
"9965","PIM1","PIM1"
"9966","PIM2","PIM2"
"9967","PIM3","PIM3"
"9968","PIMREG","PIMREG"
"9969","PIN1","PIN1"
"9970","PIN4","PIN4"
"9971","PINK1","PINK1"
"9972","PINX1","PINX1"
"9973","PIP","PIP"
"9974","PIP4K2A","PIP4K2A"
"9975","PIP4K2B","PIP4K2B"
"9976","PIP4K2C","PIP4K2C"
"9977","PIP4P1","PIP4P1"
"9978","PIP4P2","PIP4P2"
"9979","PIP5K1A","PIP5K1A"
"9980","PIP5K1B","PIP5K1B"
"9981","PIP5K1C","PIP5K1C"
"9982","PIP5KL1","PIP5KL1"
"9983","PIPOX","PIPOX"
"9984","PIR","PIR"
"9985","PIRT","PIRT"
"9986","PISD","PISD"
"9987","PITHD1","PITHD1"
"9988","PITPNA","PITPNA"
"9989","PITPNB","PITPNB"
"9990","PITPNC1","PITPNC1"
"9991","PITPNM1","PITPNM1"
"9992","PITPNM2","PITPNM2"
"9993","PITPNM3","PITPNM3"
"9994","PITRM1","PITRM1"
"9995","PITX1","PITX1"
"9996","PITX2","PITX2"
"9997","PITX3","PITX3"
"9998","PIWIL1","PIWIL1"
"9999","PIWIL2","PIWIL2"
"10000","PIWIL4","PIWIL4"
"10001","PJA1","PJA1"
"10002","PJA2","PJA2"
"10003","PJVK","PJVK"
"10004","PKD1","PKD1"
"10005","PKD1L3","PKD1L3"
"10006","PKD2","PKD2"
"10007","PKD2L1","PKD2L1"
"10008","PKD2L2","PKD2L2"
"10009","PKHD1","PKHD1"
"10010","PKHD1L1","PKHD1L1"
"10011","PKIB","PKIB"
"10012","PKIG","PKIG"
"10013","PKLR","PKLR"
"10014","PKM","PKM"
"10015","PKMYT1","PKMYT1"
"10016","PKN1","PKN1"
"10017","PKN2","PKN2"
"10018","PKN3","PKN3"
"10019","PKNOX1","PKNOX1"
"10020","PKNOX2","PKNOX2"
"10021","PKP1","PKP1"
"10022","PKP2","PKP2"
"10023","PKP3","PKP3"
"10024","PKP4","PKP4"
"10025","PLA1A","PLA1A"
"10026","PLA2G10","PLA2G10"
"10027","PLA2G12A","PLA2G12A"
"10028","PLA2G12B","PLA2G12B"
"10029","PLA2G15","PLA2G15"
"10030","PLA2G1B","PLA2G1B"
"10031","PLA2G2D","PLA2G2D"
"10032","PLA2G2E","PLA2G2E"
"10033","PLA2G2F","PLA2G2F"
"10034","PLA2G3","PLA2G3"
"10035","PLA2G4A","PLA2G4A"
"10036","PLA2G4B","PLA2G4B"
"10037","PLA2G4D","PLA2G4D"
"10038","PLA2G4E","PLA2G4E"
"10039","PLA2G4F","PLA2G4F"
"10040","PLA2G5","PLA2G5"
"10041","PLA2G6","PLA2G6"
"10042","PLA2G7","PLA2G7"
"10043","PLA2R1","PLA2R1"
"10044","PLAA","PLAA"
"10045","PLAAT1","PLAAT1"
"10046","PLAAT5","PLAAT5"
"10047","PLAC1","PLAC1"
"10048","PLAC8","PLAC8"
"10049","PLAC8L1","PLAC8L1"
"10050","PLAG1","PLAG1"
"10051","PLAGL1","PLAGL1"
"10052","PLAGL2","PLAGL2"
"10053","PLAT","PLAT"
"10054","PLAU","PLAU"
"10055","PLAUR","PLAUR"
"10056","PLB1","PLB1"
"10057","PLBD1","PLBD1"
"10058","PLBD2","PLBD2"
"10059","PLCB1","PLCB1"
"10060","PLCB2","PLCB2"
"10061","PLCB3","PLCB3"
"10062","PLCB4","PLCB4"
"10063","PLCD1","PLCD1"
"10064","PLCD3","PLCD3"
"10065","PLCD4","PLCD4"
"10066","PLCE1","PLCE1"
"10067","PLCG1","PLCG1"
"10068","PLCG2","PLCG2"
"10069","PLCH1","PLCH1"
"10070","PLCH2","PLCH2"
"10071","PLCL1","PLCL1"
"10072","PLCL2","PLCL2"
"10073","PLCXD3","PLCXD3"
"10074","PLCZ1","PLCZ1"
"10075","PLD1","PLD1"
"10076","PLD2","PLD2"
"10077","PLD3","PLD3"
"10078","PLD5","PLD5"
"10079","PLD6","PLD6"
"10080","PLEC","PLEC"
"10081","PLEK","PLEK"
"10082","PLEK2","PLEK2"
"10083","PLEKHA1","PLEKHA1"
"10084","PLEKHA2","PLEKHA2"
"10085","PLEKHA3","PLEKHA3"
"10086","PLEKHA4","PLEKHA4"
"10087","PLEKHA5","PLEKHA5"
"10088","PLEKHA6","PLEKHA6"
"10089","PLEKHA7","PLEKHA7"
"10090","PLEKHA8","PLEKHA8"
"10091","PLEKHB1","PLEKHB1"
"10092","PLEKHB2","PLEKHB2"
"10093","PLEKHD1","PLEKHD1"
"10094","PLEKHF1","PLEKHF1"
"10095","PLEKHF2","PLEKHF2"
"10096","PLEKHG1","PLEKHG1"
"10097","PLEKHG2","PLEKHG2"
"10098","PLEKHG3","PLEKHG3"
"10099","PLEKHG4","PLEKHG4"
"10100","PLEKHG5","PLEKHG5"
"10101","PLEKHG6","PLEKHG6"
"10102","PLEKHG7","PLEKHG7"
"10103","PLEKHH1","PLEKHH1"
"10104","PLEKHH2","PLEKHH2"
"10105","PLEKHH3","PLEKHH3"
"10106","PLEKHJ1","PLEKHJ1"
"10107","PLEKHM1","PLEKHM1"
"10108","PLEKHM2","PLEKHM2"
"10109","PLEKHM3","PLEKHM3"
"10110","PLEKHN1","PLEKHN1"
"10111","PLEKHO1","PLEKHO1"
"10112","PLEKHS1","PLEKHS1"
"10113","PLG","PLG"
"10114","PLGRKT","PLGRKT"
"10115","PLIN1","PLIN1"
"10116","PLIN2","PLIN2"
"10117","PLIN3","PLIN3"
"10118","PLIN4","PLIN4"
"10119","PLIN5","PLIN5"
"10120","PLK1","PLK1"
"10121","PLK2","PLK2"
"10122","PLK3","PLK3"
"10123","PLK4","PLK4"
"10124","PLLP","PLLP"
"10125","PLN","PLN"
"10126","PLOD1","PLOD1"
"10127","PLOD2","PLOD2"
"10128","PLOD3","PLOD3"
"10129","PLP1","PLP1"
"10130","PLPBP","PLPBP"
"10131","PLPP1","PLPP1"
"10132","PLPP2","PLPP2"
"10133","PLPP3","PLPP3"
"10134","PLPP4","PLPP4"
"10135","PLPP5","PLPP5"
"10136","PLPP6","PLPP6"
"10137","PLPP7","PLPP7"
"10138","PLPPR1","PLPPR1"
"10139","PLPPR3","PLPPR3"
"10140","PLPPR4","PLPPR4"
"10141","PLPPR5","PLPPR5"
"10142","PLRG1","PLRG1"
"10143","PLS1","PLS1"
"10144","PLS3","PLS3"
"10145","PLSCR1","PLSCR1"
"10146","PLSCR3","PLSCR3"
"10147","PLSCR4","PLSCR4"
"10148","PLSCR5","PLSCR5"
"10149","PLTP","PLTP"
"10150","PLVAP","PLVAP"
"10151","PLXDC1","PLXDC1"
"10152","PLXDC2","PLXDC2"
"10153","PLXNA1","PLXNA1"
"10154","PLXNA2","PLXNA2"
"10155","PLXNA3","PLXNA3"
"10156","PLXNA4","PLXNA4"
"10157","PLXNB1","PLXNB1"
"10158","PLXNB2","PLXNB2"
"10159","PLXNB3","PLXNB3"
"10160","PLXNC1","PLXNC1"
"10161","PLXND1","PLXND1"
"10162","PM20D1","PM20D1"
"10163","PM20D2","PM20D2"
"10164","PMAIP1","PMAIP1"
"10165","PMCH","PMCH"
"10166","PMEL","PMEL"
"10167","PMEPA1","PMEPA1"
"10168","PMF1","PMF1"
"10169","PMFBP1","PMFBP1"
"10170","PML","PML"
"10171","PMM1","PMM1"
"10172","PMM2","PMM2"
"10173","PMP2","PMP2"
"10174","PMP22","PMP22"
"10175","PMPCA","PMPCA"
"10176","PMPCB","PMPCB"
"10177","PMS1","PMS1"
"10178","PMS2","PMS2"
"10179","PMVK","PMVK"
"10180","PNCK","PNCK"
"10181","PNISR","PNISR"
"10182","PNKD","PNKD"
"10183","PNKP","PNKP"
"10184","PNLDC1","PNLDC1"
"10185","PNLIP","PNLIP"
"10186","PNLIPRP2","PNLIPRP2"
"10187","PNLIPRP3","PNLIPRP3"
"10188","PNMA1","PNMA1"
"10189","PNMA2","PNMA2"
"10190","PNMT","PNMT"
"10191","PNN","PNN"
"10192","PNO1","PNO1"
"10193","PNOC","PNOC"
"10194","PNPLA1","PNPLA1"
"10195","PNPLA2","PNPLA2"
"10196","PNPLA4","PNPLA4"
"10197","PNPLA5","PNPLA5"
"10198","PNPLA6","PNPLA6"
"10199","PNPLA7","PNPLA7"
"10200","PNPLA8","PNPLA8"
"10201","PNPO","PNPO"
"10202","PNRC1","PNRC1"
"10203","PNRC2","PNRC2"
"10204","POC1A","POC1A"
"10205","POC1B","POC1B"
"10206","POC5","POC5"
"10207","PODN","PODN"
"10208","PODNL1","PODNL1"
"10209","PODXL2","PODXL2"
"10210","POF1B","POF1B"
"10211","POFUT1","POFUT1"
"10212","POFUT2","POFUT2"
"10213","POGK","POGK"
"10214","POGLUT1","POGLUT1"
"10215","POGLUT2","POGLUT2"
"10216","POGLUT3","POGLUT3"
"10217","POGZ","POGZ"
"10218","POLA1","POLA1"
"10219","POLA2","POLA2"
"10220","POLD1","POLD1"
"10221","POLD2","POLD2"
"10222","POLD4","POLD4"
"10223","POLDIP2","POLDIP2"
"10224","POLDIP3","POLDIP3"
"10225","POLE","POLE"
"10226","POLE2","POLE2"
"10227","POLE3","POLE3"
"10228","POLE4","POLE4"
"10229","POLG","POLG"
"10230","POLG2","POLG2"
"10231","POLH","POLH"
"10232","POLI","POLI"
"10233","POLK","POLK"
"10234","POLL","POLL"
"10235","POLM","POLM"
"10236","POLN","POLN"
"10237","POLQ","POLQ"
"10238","POLR1A","POLR1A"
"10239","POLR1B","POLR1B"
"10240","POLR1C","POLR1C"
"10241","POLR1E","POLR1E"
"10242","POLR1F","POLR1F"
"10243","POLR1G","POLR1G"
"10244","POLR1H","POLR1H"
"10245","POLR2A","POLR2A"
"10246","POLR2B","POLR2B"
"10247","POLR2C","POLR2C"
"10248","POLR2E","POLR2E"
"10249","POLR2F","POLR2F"
"10250","POLR2G","POLR2G"
"10251","POLR2H","POLR2H"
"10252","POLR2I","POLR2I"
"10253","POLR2L","POLR2L"
"10254","POLR2M","POLR2M"
"10255","POLR3A","POLR3A"
"10256","POLR3B","POLR3B"
"10257","POLR3C","POLR3C"
"10258","POLR3D","POLR3D"
"10259","POLR3E","POLR3E"
"10260","POLR3F","POLR3F"
"10261","POLR3H","POLR3H"
"10262","POLR3K","POLR3K"
"10263","POLRMT","POLRMT"
"10264","POMC","POMC"
"10265","POMGNT1","POMGNT1"
"10266","POMGNT2","POMGNT2"
"10267","POMK","POMK"
"10268","POMP","POMP"
"10269","POMT1","POMT1"
"10270","POMT2","POMT2"
"10271","PON1","PON1"
"10272","PON2","PON2"
"10273","PON3","PON3"
"10274","POP1","POP1"
"10275","POP4","POP4"
"10276","POP5","POP5"
"10277","POP7","POP7"
"10278","POPDC2","POPDC2"
"10279","POPDC3","POPDC3"
"10280","POR","POR"
"10281","POSTN","POSTN"
"10282","POT1","POT1"
"10283","POU2AF1","POU2AF1"
"10284","POU2AF2","POU2AF2"
"10285","POU2AF3","POU2AF3"
"10286","POU2F1","POU2F1"
"10287","POU2F2","POU2F2"
"10288","POU2F3","POU2F3"
"10289","POU3F1","POU3F1"
"10290","POU3F2","POU3F2"
"10291","POU3F3","POU3F3"
"10292","POU3F4","POU3F4"
"10293","POU4F1","POU4F1"
"10294","POU4F2","POU4F2"
"10295","POU4F3","POU4F3"
"10296","POU5F1","POU5F1"
"10297","POU6F1","POU6F1"
"10298","POU6F2","POU6F2"
"10299","PP2D1","PP2D1"
"10300","PPA1","PPA1"
"10301","PPARA","PPARA"
"10302","PPARD","PPARD"
"10303","PPARG","PPARG"
"10304","PPARGC1A","PPARGC1A"
"10305","PPARGC1B","PPARGC1B"
"10306","PPAT","PPAT"
"10307","PPBP","PPBP"
"10308","PPCDC","PPCDC"
"10309","PPCS","PPCS"
"10310","PPDPF","PPDPF"
"10311","PPDPFL","PPDPFL"
"10312","PPEF1","PPEF1"
"10313","PPEF2","PPEF2"
"10314","PPFIA2","PPFIA2"
"10315","PPFIA3","PPFIA3"
"10316","PPFIA4","PPFIA4"
"10317","PPFIBP1","PPFIBP1"
"10318","PPFIBP2","PPFIBP2"
"10319","PPIB","PPIB"
"10320","PPIC","PPIC"
"10321","PPIE","PPIE"
"10322","PPIF","PPIF"
"10323","PPIG","PPIG"
"10324","PPIL2","PPIL2"
"10325","PPIL3","PPIL3"
"10326","PPIL4","PPIL4"
"10327","PPIL6","PPIL6"
"10328","PPIP5K1","PPIP5K1"
"10329","PPIP5K2","PPIP5K2"
"10330","PPL","PPL"
"10331","PPM1A","PPM1A"
"10332","PPM1B","PPM1B"
"10333","PPM1D","PPM1D"
"10334","PPM1E","PPM1E"
"10335","PPM1F","PPM1F"
"10336","PPM1G","PPM1G"
"10337","PPM1H","PPM1H"
"10338","PPM1J","PPM1J"
"10339","PPM1K","PPM1K"
"10340","PPM1L","PPM1L"
"10341","PPM1M","PPM1M"
"10342","PPM1N","PPM1N"
"10343","PPME1","PPME1"
"10344","PPOX","PPOX"
"10345","PPP1CA","PPP1CA"
"10346","PPP1CB","PPP1CB"
"10347","PPP1CC","PPP1CC"
"10348","PPP1R10","PPP1R10"
"10349","PPP1R11","PPP1R11"
"10350","PPP1R12A","PPP1R12A"
"10351","PPP1R12B","PPP1R12B"
"10352","PPP1R12C","PPP1R12C"
"10353","PPP1R13B","PPP1R13B"
"10354","PPP1R13L","PPP1R13L"
"10355","PPP1R14A","PPP1R14A"
"10356","PPP1R14C","PPP1R14C"
"10357","PPP1R14D","PPP1R14D"
"10358","PPP1R15A","PPP1R15A"
"10359","PPP1R15B","PPP1R15B"
"10360","PPP1R16A","PPP1R16A"
"10361","PPP1R16B","PPP1R16B"
"10362","PPP1R17","PPP1R17"
"10363","PPP1R18","PPP1R18"
"10364","PPP1R1B","PPP1R1B"
"10365","PPP1R1C","PPP1R1C"
"10366","PPP1R21","PPP1R21"
"10367","PPP1R26","PPP1R26"
"10368","PPP1R35","PPP1R35"
"10369","PPP1R36","PPP1R36"
"10370","PPP1R37","PPP1R37"
"10371","PPP1R3A","PPP1R3A"
"10372","PPP1R3B","PPP1R3B"
"10373","PPP1R3C","PPP1R3C"
"10374","PPP1R3D","PPP1R3D"
"10375","PPP1R3E","PPP1R3E"
"10376","PPP1R3F","PPP1R3F"
"10377","PPP1R3G","PPP1R3G"
"10378","PPP1R42","PPP1R42"
