"","human_gene","pig_gene"
"9967","PIK3CG","PIK3CG"
"9968","PIK3IP1","PIK3IP1"
"9969","PIK3R1","PIK3R1"
"9970","PIK3R2","PIK3R2"
"9971","PIK3R3","PIK3R3"
"9972","PIK3R4","PIK3R4"
"9973","PIK3R5","PIK3R5"
"9974","PIK3R6","PIK3R6"
"9975","PIKFYVE","PIKFYVE"
"9976","PIM1","PIM1"
"9977","PIM2","PIM2"
"9978","PIM3","PIM3"
"9979","PIMREG","PIMREG"
"9980","PIN1","PIN1"
"9981","PIN4","PIN4"
"9982","PINK1","PINK1"
"9983","PIP4K2A","PIP4K2A"
"9984","PIP4K2B","PIP4K2B"
"9985","PIP4K2C","PIP4K2C"
"9986","PIP4P1","PIP4P1"
"9987","PIP4P2","PIP4P2"
"9988","PIP5K1A","PIP5K1A"
"9989","PIP5K1B","PIP5K1B"
"9990","PIP5K1C","PIP5K1C"
"9991","PIP5KL1","PIP5KL1"
"9992","PIR","PIR"
"9993","PIRT","PIRT"
"9994","PISD","PISD"
"9995","PITHD1","PITHD1"
"9996","PITPNA","PITPNA"
"9997","PITPNB","PITPNB"
"9998","PITPNC1","PITPNC1"
"9999","PITPNM1","PITPNM1"
"10000","PITPNM2","PITPNM2"
"10001","PITPNM3","PITPNM3"
"10002","PITRM1","PITRM1"
"10003","PITX1","PITX1"
"10004","PITX2","PITX2"
"10005","PITX3","PITX3"
"10006","PIWIL1","PIWIL1"
"10007","PIWIL2","PIWIL2"
"10008","PIWIL3","PIWIL3"
"10009","PIWIL4","PIWIL4"
"10010","PJA1","PJA1"
"10011","PJA2","PJA2"
"10012","PJVK","PJVK"
"10013","PKD1","PKD1"
"10014","PKD1L2","PKD1L2"
"10015","PKD2","PKD2"
"10016","PKD2L1","PKD2L1"
"10017","PKD2L2","PKD2L2"
"10018","PKDCC","PKDCC"
"10019","PKHD1","PKHD1"
"10020","PKHD1L1","PKHD1L1"
"10021","PKIA","PKIA"
"10022","PKIB","PKIB"
"10023","PKIG","PKIG"
"10024","PKLR","PKLR"
"10025","PKM","PKM"
"10026","PKMYT1","PKMYT1"
"10027","PKN1","PKN1"
"10028","PKN2","PKN2"
"10029","PKN3","PKN3"
"10030","PKNOX1","PKNOX1"
"10031","PKNOX2","PKNOX2"
"10032","PKP1","PKP1"
"10033","PKP2","PKP2"
"10034","PKP3","PKP3"
"10035","PKP4","PKP4"
"10036","PLA1A","PLA1A"
"10037","PLA2G10","PLA2G10"
"10038","PLA2G12A","PLA2G12A"
"10039","PLA2G12B","PLA2G12B"
"10040","PLA2G15","PLA2G15"
"10041","PLA2G1B","PLA2G1B"
"10042","PLA2G2A","PLA2G2A"
"10043","PLA2G2D","PLA2G2D"
"10044","PLA2G2E","PLA2G2E"
"10045","PLA2G2F","PLA2G2F"
"10046","PLA2G3","PLA2G3"
"10047","PLA2G4A","PLA2G4A"
"10048","PLA2G4B","PLA2G4B"
"10049","PLA2G4D","PLA2G4D"
"10050","PLA2G4E","PLA2G4E"
"10051","PLA2G4F","PLA2G4F"
"10052","PLA2G5","PLA2G5"
"10053","PLA2G6","PLA2G6"
"10054","PLA2G7","PLA2G7"
"10055","PLA2R1","PLA2R1"
"10056","PLAA","PLAA"
"10057","PLAAT1","PLAAT1"
"10058","PLAAT3","PLAAT3"
"10059","PLAAT5","PLAAT5"
"10060","PLAC1","PLAC1"
"10061","PLAC8L1","PLAC8L1"
"10062","PLAC9","PLAC9"
"10063","PLAG1","PLAG1"
"10064","PLAGL1","PLAGL1"
"10065","PLAGL2","PLAGL2"
"10066","PLAT","PLAT"
"10067","PLAU","PLAU"
"10068","PLAUR","PLAUR"
"10069","PLB1","PLB1"
"10070","PLBD1","PLBD1"
"10071","PLBD2","PLBD2"
"10072","PLCB1","PLCB1"
"10073","PLCB2","PLCB2"
"10074","PLCB3","PLCB3"
"10075","PLCB4","PLCB4"
"10076","PLCD1","PLCD1"
"10077","PLCD3","PLCD3"
"10078","PLCD4","PLCD4"
"10079","PLCE1","PLCE1"
"10080","PLCG1","PLCG1"
"10081","PLCG2","PLCG2"
"10082","PLCH1","PLCH1"
"10083","PLCH2","PLCH2"
"10084","PLCL1","PLCL1"
"10085","PLCL2","PLCL2"
"10086","PLCXD2","PLCXD2"
"10087","PLCXD3","PLCXD3"
"10088","PLCZ1","PLCZ1"
"10089","PLD1","PLD1"
"10090","PLD2","PLD2"
"10091","PLD3","PLD3"
"10092","PLD4","PLD4"
"10093","PLD5","PLD5"
"10094","PLD6","PLD6"
"10095","PLEC","PLEC"
"10096","PLEK","PLEK"
"10097","PLEK2","PLEK2"
"10098","PLEKHA1","PLEKHA1"
"10099","PLEKHA2","PLEKHA2"
"10100","PLEKHA3","PLEKHA3"
"10101","PLEKHA4","PLEKHA4"
"10102","PLEKHA5","PLEKHA5"
"10103","PLEKHA6","PLEKHA6"
"10104","PLEKHA7","PLEKHA7"
"10105","PLEKHA8","PLEKHA8"
"10106","PLEKHB1","PLEKHB1"
"10107","PLEKHB2","PLEKHB2"
"10108","PLEKHD1","PLEKHD1"
"10109","PLEKHF1","PLEKHF1"
"10110","PLEKHF2","PLEKHF2"
"10111","PLEKHG1","PLEKHG1"
"10112","PLEKHG2","PLEKHG2"
"10113","PLEKHG3","PLEKHG3"
"10114","PLEKHG4","PLEKHG4"
"10115","PLEKHG5","PLEKHG5"
"10116","PLEKHG6","PLEKHG6"
"10117","PLEKHH1","PLEKHH1"
"10118","PLEKHH2","PLEKHH2"
"10119","PLEKHH3","PLEKHH3"
"10120","PLEKHJ1","PLEKHJ1"
"10121","PLEKHM1","PLEKHM1"
"10122","PLEKHM2","PLEKHM2"
"10123","PLEKHM3","PLEKHM3"
"10124","PLEKHN1","PLEKHN1"
"10125","PLEKHO1","PLEKHO1"
"10126","PLEKHO2","PLEKHO2"
"10127","PLEKHS1","PLEKHS1"
"10128","PLET1","PLET1"
"10129","PLG","PLG"
"10130","PLGRKT","PLGRKT"
"10131","PLIN1","PLIN1"
"10132","PLIN2","PLIN2"
"10133","PLIN3","PLIN3"
"10134","PLIN4","PLIN4"
"10135","PLIN5","PLIN5"
"10136","PLK1","PLK1"
"10137","PLK2","PLK2"
"10138","PLK3","PLK3"
"10139","PLK4","PLK4"
"10140","PLLP","PLLP"
"10141","PLN","PLN"
"10142","PLOD1","PLOD1"
"10143","PLOD2","PLOD2"
"10144","PLOD3","PLOD3"
"10145","PLP1","PLP1"
"10146","PLPP1","PLPP1"
"10147","PLPP2","PLPP2"
"10148","PLPP3","PLPP3"
"10149","PLPP4","PLPP4"
"10150","PLPP5","PLPP5"
"10151","PLPP6","PLPP6"
"10152","PLPP7","PLPP7"
"10153","PLPPR1","PLPPR1"
"10154","PLPPR2","PLPPR2"
"10155","PLPPR3","PLPPR3"
"10156","PLPPR4","PLPPR4"
"10157","PLPPR5","PLPPR5"
"10158","PLS1","PLS1"
"10159","PLS3","PLS3"
"10160","PLSCR1","PLSCR1"
"10161","PLSCR3","PLSCR3"
"10162","PLSCR4","PLSCR4"
"10163","PLSCR5","PLSCR5"
"10164","PLVAP","PLVAP"
"10165","PLXDC1","PLXDC1"
"10166","PLXDC2","PLXDC2"
"10167","PLXNA1","PLXNA1"
"10168","PLXNA2","PLXNA2"
"10169","PLXNA3","PLXNA3"
"10170","PLXNA4","PLXNA4"
"10171","PLXNB1","PLXNB1"
"10172","PLXNB2","PLXNB2"
"10173","PLXNB3","PLXNB3"
"10174","PLXNC1","PLXNC1"
"10175","PLXND1","PLXND1"
"10176","PM20D2","PM20D2"
"10177","PMAIP1","PMAIP1"
"10178","CAMP","PMAP-23"
"10179","CAMP","PMAP-36"
"10180","PMCH","PMCH"
"10181","PMEL","PMEL"
"10182","PMEPA1","PMEPA1"
"10183","PMFBP1","PMFBP1"
"10184","PML","PML"
"10185","PMM1","PMM1"
"10186","PMP2","PMP2"
"10187","PMP22","PMP22"
"10188","PMPCA","PMPCA"
"10189","PMPCB","PMPCB"
"10190","PMS1","PMS1"
"10191","PMS2","PMS2"
"10192","PMVK","PMVK"
"10193","PNCK","PNCK"
"10194","PNISR","PNISR"
"10195","PNKD","PNKD"
"10196","PNKP","PNKP"
"10197","PNLDC1","PNLDC1"
"10198","PNLIP","PNLIP"
"10199","PNLIPRP1","PNLIPRP1"
"10200","PNLIPRP2","PNLIPRP2"
"10201","PNLIPRP3","PNLIPRP3"
"10202","PNMA1","PNMA1"
"10203","PNMA2","PNMA2"
"10204","PNMA5","PNMA5"
"10205","PNMT","PNMT"
"10206","PNN","PNN"
"10207","PNO1","PNO1"
"10208","PNOC","PNOC"
"10209","PNP","PNP"
"10210","PNPLA1","PNPLA1"
"10211","PNPLA2","PNPLA2"
"10212","PNPLA3","PNPLA3"
"10213","PNPLA6","PNPLA6"
"10214","PNPLA7","PNPLA7"
"10215","PNPLA8","PNPLA8"
"10216","PNPO","PNPO"
"10217","PNPT1","PNPT1"
"10218","PNRC1","PNRC1"
"10219","PNRC2","PNRC2"
"10220","POC1A","POC1A"
"10221","POC1B","POC1B"
"10222","POC5","POC5"
"10223","PODN","PODN"
"10224","PODNL1","PODNL1"
"10225","PODXL2","PODXL2"
"10226","POF1B","POF1B"
"10227","POFUT1","POFUT1"
"10228","POGK","POGK"
"10229","POGLUT1","POGLUT1"
"10230","POGLUT2","POGLUT2"
"10231","POGLUT3","POGLUT3"
"10232","POGZ","POGZ"
"10233","POLA1","POLA1"
"10234","POLA2","POLA2"
"10235","POLB","POLB"
"10236","POLD1","POLD1"
"10237","POLD2","POLD2"
"10238","POLD4","POLD4"
"10239","POLDIP2","POLDIP2"
"10240","POLDIP3","POLDIP3"
"10241","POLE","POLE"
"10242","POLE2","POLE2"
"10243","POLE3","POLE3"
"10244","POLE4","POLE4"
"10245","POLG","POLG"
"10246","POLG2","POLG2"
"10247","POLH","POLH"
"10248","POLI","POLI"
"10249","POLK","POLK"
"10250","POLL","POLL"
"10251","POLM","POLM"
"10252","POLN","POLN"
"10253","POLQ","POLQ"
"10254","POLR1A","POLR1A"
"10255","POLR1B","POLR1B"
"10256","POLR1C","POLR1C"
"10257","POLR1D","POLR1D"
"10258","POLR1E","POLR1E"
"10259","POLR1F","POLR1F"
"10260","POLR1G","POLR1G"
"10261","POLR1H","POLR1H"
"10262","POLR2A","POLR2A"
"10263","POLR2B","POLR2B"
"10264","POLR2C","POLR2C"
"10265","POLR2D","POLR2D"
"10266","POLR2E","POLR2E"
"10267","POLR2F","POLR2F"
"10268","POLR2G","POLR2G"
"10269","POLR2H","POLR2H"
"10270","POLR2I","POLR2I"
"10271","POLR2K","POLR2K"
"10272","POLR2M","POLR2M"
"10273","POLR3A","POLR3A"
"10274","POLR3B","POLR3B"
"10275","POLR3C","POLR3C"
"10276","POLR3D","POLR3D"
"10277","POLR3E","POLR3E"
"10278","POLR3F","POLR3F"
"10279","POLR3H","POLR3H"
"10280","POLR3K","POLR3K"
"10281","POLRMT","POLRMT"
"10282","POMGNT1","POMGNT1"
"10283","POMGNT2","POMGNT2"
"10284","POMK","POMK"
"10285","POMP","POMP"
"10286","POMT1","POMT1"
"10287","POMT2","POMT2"
"10288","PON1","PON1"
"10289","PON2","PON2"
"10290","PON3","PON3"
"10291","POP1","POP1"
"10292","POP4","POP4"
"10293","POP5","POP5"
"10294","POP7","POP7"
"10295","POPDC2","POPDC2"
"10296","POPDC3","POPDC3"
"10297","POR","POR"
"10298","PORCN","PORCN"
"10299","POSTN","POSTN"
"10300","POT1","POT1"
"10301","POU1F1","POU1F1"
"10302","POU2AF1","POU2AF1"
"10303","POU2AF2","POU2AF2"
"10304","POU2AF3","POU2AF3"
"10305","POU2F1","POU2F1"
"10306","POU2F2","POU2F2"
"10307","POU2F3","POU2F3"
"10308","POU3F1","POU3F1"
"10309","POU3F2","POU3F2"
"10310","POU3F3","POU3F3"
"10311","POU3F4","POU3F4"
"10312","POU4F1","POU4F1"
"10313","POU4F2","POU4F2"
"10314","POU4F3","POU4F3"
"10315","POU6F1","POU6F1"
"10316","POU6F2","POU6F2"
"10317","PP2D1","PP2D1"
"10318","PPA1","PPA1"
"10319","PPA2","PPA2"
"10320","PPAN","PPAN"
"10321","PPARA","PPARA"
"10322","PPARD","PPARD"
"10323","PPARG","PPARG"
"10324","PPARGC1A","PPARGC1A"
"10325","PPARGC1B","PPARGC1B"
"10326","PPAT","PPAT"
"10327","PPBP","PPBP"
"10328","PPCDC","PPCDC"
"10329","PPCS","PPCS"
"10330","PPEF1","PPEF1"
"10331","PPEF2","PPEF2"
"10332","PPFIA1","PPFIA1"
"10333","PPFIA2","PPFIA2"
"10334","PPFIA3","PPFIA3"
"10335","PPFIA4","PPFIA4"
"10336","PPFIBP1","PPFIBP1"
"10337","PPFIBP2","PPFIBP2"
"10338","PPHLN1","PPHLN1"
"10339","PPIB","PPIB"
"10340","PPIC","PPIC"
"10341","PPID","PPID"
"10342","PPIE","PPIE"
"10343","PPIF","PPIF"
"10344","PPIG","PPIG"
"10345","PPIH","PPIH"
"10346","PPIL1","PPIL1"
"10347","PPIL2","PPIL2"
"10348","PPIL3","PPIL3"
"10349","PPIL4","PPIL4"
"10350","PPIL6","PPIL6"
"10351","PPIP5K1","PPIP5K1"
"10352","PPIP5K2","PPIP5K2"
"10353","PPL","PPL"
"10354","PPM1A","PPM1A"
"10355","PPM1B","PPM1B"
"10356","PPM1D","PPM1D"
"10357","PPM1E","PPM1E"
"10358","PPM1F","PPM1F"
"10359","PPM1G","PPM1G"
"10360","PPM1H","PPM1H"
"10361","PPM1J","PPM1J"
"10362","PPM1K","PPM1K"
"10363","PPM1L","PPM1L"
"10364","PPM1M","PPM1M"
"10365","PPM1N","PPM1N"
"10366","PPME1","PPME1"
"10367","PPOX","PPOX"
"10368","PPP1CA","PPP1CA"
"10369","PPP1CB","PPP1CB"
"10370","PPP1CC","PPP1CC"
"10371","PPP1R10","PPP1R10"
"10372","PPP1R11","PPP1R11"
"10373","PPP1R12A","PPP1R12A"
"10374","PPP1R12B","PPP1R12B"
"10375","PPP1R12C","PPP1R12C"
"10376","PPP1R13B","PPP1R13B"
"10377","PPP1R13L","PPP1R13L"
"10378","PPP1R14A","PPP1R14A"
"10379","PPP1R14B","PPP1R14B"
"10380","PPP1R14C","PPP1R14C"
"10381","PPP1R15A","PPP1R15A"
"10382","PPP1R15B","PPP1R15B"
"10383","PPP1R16B","PPP1R16B"
"10384","PPP1R18","PPP1R18"
"10385","PPP1R1B","PPP1R1B"
"10386","PPP1R1C","PPP1R1C"
"10387","PPP1R21","PPP1R21"
"10388","PPP1R26","PPP1R26"
"10389","PPP1R27","PPP1R27"
"10390","PPP1R35","PPP1R35"
"10391","PPP1R36","PPP1R36"
"10392","PPP1R37","PPP1R37"
"10393","PPP1R3A","PPP1R3A"
"10394","PPP1R3B","PPP1R3B"
"10395","PPP1R3C","PPP1R3C"
"10396","PPP1R3D","PPP1R3D"
"10397","PPP1R3E","PPP1R3E"
"10398","PPP1R3F","PPP1R3F"
"10399","PPP1R3G","PPP1R3G"
"10400","PPP1R42","PPP1R42"
"10401","PPP1R7","PPP1R7"
"10402","PPP1R8","PPP1R8"
"10403","PPP1R9A","PPP1R9A"
"10404","PPP1R9B","PPP1R9B"
"10405","PPP2CA","PPP2CA"
"10406","PPP2CB","PPP2CB"
"10407","PPP2R1A","PPP2R1A"
"10408","PPP2R1B","PPP2R1B"
"10409","PPP2R2A","PPP2R2A"
"10410","PPP2R2B","PPP2R2B"
"10411","PPP2R2C","PPP2R2C"
"10412","PPP2R3A","PPP2R3A"
"10413","PPP2R3B","PPP2R3B"
"10414","PPP2R3C","PPP2R3C"
"10415","PPP2R5A","PPP2R5A"
"10416","PPP2R5B","PPP2R5B"
"10417","PPP2R5C","PPP2R5C"
"10418","PPP2R5D","PPP2R5D"
"10419","PPP2R5E","PPP2R5E"
"10420","PPP3CA","PPP3CA"
"10421","PPP3CB","PPP3CB"
"10422","PPP3CC","PPP3CC"
"10423","PPP3R1","PPP3R1"
"10424","PPP4C","PPP4C"
"10425","PPP4R1","PPP4R1"
"10426","PPP4R2","PPP4R2"
"10427","PPP4R3A","PPP4R3A"
"10428","PPP4R3B","PPP4R3B"
"10429","PPP4R3C","PPP4R3C"
"10430","PPP4R4","PPP4R4"
"10431","PPP5C","PPP5C"
"10432","PPP6C","PPP6C"
"10433","PPP6R1","PPP6R1"
"10434","PPP6R2","PPP6R2"
"10435","PPP6R3","PPP6R3"
"10436","PPRC1","PPRC1"
"10437","PPT1","PPT1"
"10438","PPT2","PPT2"
"10439","PPTC7","PPTC7"
"10440","PPWD1","PPWD1"
"10441","PPY","PPY"
"10442","PQBP1","PQBP1"
"10443","PRADC1","PRADC1"
"10444","PRAM1","PRAM1"
"10445","PRAME","PRAME"
"10446","PRC1","PRC1"
"10447","PRCC","PRCC"
"10448","PRCD","PRCD"
"10449","PRCP","PRCP"
"10450","PRDM1","PRDM1"
"10451","PRDM10","PRDM10"
"10452","PRDM11","PRDM11"
"10453","PRDM12","PRDM12"
"10454","PRDM13","PRDM13"
"10455","PRDM14","PRDM14"
"10456","PRDM15","PRDM15"
"10457","PRDM16","PRDM16"
"10458","PRDM2","PRDM2"
"10459","PRDM4","PRDM4"
"10460","PRDM5","PRDM5"
"10461","PRDM6","PRDM6"
"10462","PRDM7","PRDM7"
"10463","PRDM8","PRDM8"
"10464","PRDX1","PRDX1"
"10465","PRDX2","PRDX2"
"10466","PRDX3","PRDX3"
"10467","PRDX4","PRDX4"
"10468","PRDX5","PRDX5"
"10469","PRDX6","PRDX6"
"10470","PREB","PREB"
"10471","PRELID1","PRELID1"
"10472","PRELID2","PRELID2"
"10473","PRELID3A","PRELID3A"
"10474","PRELP","PRELP"
"10475","PREP","PREP"
"10476","PREPL","PREPL"
"10477","PREX1","PREX1"
"10478","PREX2","PREX2"
"10479","PRF1","PRF1"
"10480","PRICKLE1","PRICKLE1"
"10481","PRICKLE2","PRICKLE2"
"10482","PRICKLE3","PRICKLE3"
"10483","PRICKLE4","PRICKLE4"
"10484","PRIM1","PRIM1"
"10485","PRIM2","PRIM2"
"10486","PRIMA1","PRIMA1"
"10487","PRIMPOL","PRIMPOL"
"10488","PRKAA1","PRKAA1"
"10489","PRKAA2","PRKAA2"
"10490","PRKAB1","PRKAB1"
"10491","PRKAB2","PRKAB2"
"10492","PRKACA","PRKACA"
"10493","PRKACB","PRKACB"
"10494","PRKAG1","PRKAG1"
"10495","PRKAG2","PRKAG2"
"10496","PRKAG3","PRKAG3"
"10497","PRKAR1A","PRKAR1A"
"10498","PRKAR1B","PRKAR1B"
"10499","PRKAR2A","PRKAR2A"
"10500","PRKAR2B","PRKAR2B"
"10501","PRKCA","PRKCA"
"10502","PRKCB","PRKCB"
"10503","PRKCD","PRKCD"
"10504","PRKCE","PRKCE"
"10505","PRKCG","PRKCG"
"10506","PRKCH","PRKCH"
"10507","PRKCI","PRKCI"
"10508","PRKCQ","PRKCQ"
"10509","PRKCSH","PRKCSH"
"10510","PRKCZ","PRKCZ"
"10511","PRKD1","PRKD1"
"10512","PRKD2","PRKD2"
"10513","PRKD3","PRKD3"
"10514","PRKDC","PRKDC"
"10515","PRKG1","PRKG1"
"10516","PRKG2","PRKG2"
"10517","PRKN","PRKN"
"10518","PRKRA","PRKRA"
"10519","PRKRIP1","PRKRIP1"
"10520","PRKX","PRKX"
"10521","PRL","PRL"
"10522","PRLHR","PRLHR"
"10523","PRLR","PRLR"
"10524","PRM2","PRM2"
"10525","PRMT1","PRMT1"
"10526","PRMT2","PRMT2"
"10527","PRMT3","PRMT3"
"10528","PRMT5","PRMT5"
"10529","PRMT6","PRMT6"
"10530","PRMT7","PRMT7"
"10531","PRMT8","PRMT8"
"10532","PRMT9","PRMT9"
"10533","PRND","PRND"
"10534","PRNP","PRNP"
"10535","PROB1","PROB1"
"10536","PROC","PROC"
"10537","PROCA1","PROCA1"
"10538","PROCR","PROCR"
"10539","PRODH2","PRODH2"
"10540","PROK1","PROK1"
"10541","PROK2","PROK2"
"10542","PROKR1","PROKR1"
"10543","PROKR2","PROKR2"
"10544","PROM1","PROM1"
"10545","PROM2","PROM2"
"10546","PROP1","PROP1"
"10547","PRORP","PRORP"
"10548","PROS1","PROS1"
"10549","PROSER1","PROSER1"
"10550","PROSER2","PROSER2"
"10551","PROSER3","PROSER3"
"10552","PROX1","PROX1"
"10553","PROX2","PROX2"
"10554","PRPF18","PRPF18"
"10555","PRPF19","PRPF19"
"10556","PRPF3","PRPF3"
"10557","PRPF31","PRPF31"
"10558","PRPF38A","PRPF38A"
"10559","PRPF39","PRPF39"
"10560","PRPF4","PRPF4"
"10561","PRPF40A","PRPF40A"
"10562","PRPF40B","PRPF40B"
"10563","PRPF4B","PRPF4B"
"10564","PRPF6","PRPF6"
"10565","PRPF8","PRPF8"
"10566","PRPH","PRPH"
"10567","PRPH2","PRPH2"
"10568","PRPS1","PRPS1"
"10569","PRPS2","PRPS2"
"10570","PRPSAP1","PRPSAP1"
"10571","PRPSAP2","PRPSAP2"
"10572","PRR11","PRR11"
"10573","PRR13","PRR13"
"10574","PRR14","PRR14"
"10575","PRR14L","PRR14L"
"10576","PRR15","PRR15"
"10577","PRR15L","PRR15L"
"10578","PRR16","PRR16"
"10579","PRR19","PRR19"
"10580","PRR29","PRR29"
"10581","PRR3","PRR3"
"10582","PRR32","PRR32"
"10583","PRR33","PRR33"
"10584","PRR35","PRR35"
"10585","PRR5","PRR5"
"10586","PRR5L","PRR5L"
"10587","PRR7","PRR7"
"10588","PRR9","PRR9"
"10589","PRRC1","PRRC1"
"10590","PRRC2A","PRRC2A"
"10591","PRRC2B","PRRC2B"
"10592","PRRC2C","PRRC2C"
"10593","PRRG1","PRRG1"
"10594","PRRG2","PRRG2"
"10595","PRRG3","PRRG3"
"10596","PRRG4","PRRG4"
"10597","PRRT1","PRRT1"
"10598","PRRT1B","PRRT1B"
"10599","PRRT2","PRRT2"
"10600","PRRT3","PRRT3"
"10601","PRRT4","PRRT4"
"10602","PRRX1","PRRX1"
"10603","PRRX2","PRRX2"
"10604","PRSS12","PRSS12"
"10605","PRSS16","PRSS16"
"10606","PRSS2","PRSS2"
"10607","PRSS21","PRSS21"
"10608","PRSS22","PRSS22"
"10609","PRSS23","PRSS23"
"10610","PRSS27","PRSS27"
"10611","PRSS33","PRSS33"
"10612","PRSS35","PRSS35"
"10613","PRSS36","PRSS36"
"10614","PRSS37","PRSS37"
"10615","PRSS48","PRSS48"
"10616","PRSS50","PRSS50"
"10617","PRSS51","PRSS51"
"10618","PRSS53","PRSS53"
"10619","PRSS54","PRSS54"
"10620","PRSS56","PRSS56"
"10621","PRSS57","PRSS57"
"10622","PRSS58","PRSS58"
"10623","PRSS8","PRSS8"
"10624","PRTFDC1","PRTFDC1"
"10625","PRTG","PRTG"
"10626","PRTN3","PRTN3"
"10627","PRUNE1","PRUNE1"
"10628","PRX","PRX"
"10629","PRXL2A","PRXL2A"
"10630","PRXL2B","PRXL2B"
"10631","PRXL2C","PRXL2C"
"10632","PSAP","PSAP"
"10633","PSAPL1","PSAPL1"
"10634","PSAT1","PSAT1"
"10635","PSCA","PSCA"
"10636","PSD","PSD"
"10637","PSD2","PSD2"
"10638","PSD3","PSD3"
"10639","PSEN1","PSEN1"
"10640","PSEN2","PSEN2"
"10641","PSENEN","PSENEN"
"10642","PSIP1","PSIP1"
"10643","PSKH1","PSKH1"
"10644","PSMA1","PSMA1"
"10645","PSMA2","PSMA2"
"10646","PSMA3","PSMA3"
"10647","PSMA4","PSMA4"
"10648","PSMA5","PSMA5"
"10649","PSMA6","PSMA6"
"10650","PSMA7","PSMA7"
"10651","PSMA8","PSMA8"
"10652","PSMB1","PSMB1"
"10653","PSMB10","PSMB10"
"10654","PSMB11","PSMB11"
"10655","PSMB2","PSMB2"
"10656","PSMB3","PSMB3"
"10657","PSMB4","PSMB4"
"10658","PSMB7","PSMB7"
"10659","PSMB8","PSMB8"
"10660","PSMB9","PSMB9"
"10661","PSMC2","PSMC2"
"10662","PSMC3","PSMC3"
"10663","PSMC3IP","PSMC3IP"
"10664","PSMC4","PSMC4"
"10665","PSMC5","PSMC5"
"10666","PSMC6","PSMC6"
"10667","PSMD1","PSMD1"
"10668","PSMD10","PSMD10"
"10669","PSMD11","PSMD11"
"10670","PSMD12","PSMD12"
"10671","PSMD13","PSMD13"
"10672","PSMD14","PSMD14"
"10673","PSMD2","PSMD2"
"10674","PSMD3","PSMD3"
"10675","PSMD4","PSMD4"
"10676","PSMD5","PSMD5"
"10677","PSMD6","PSMD6"
"10678","PSMD7","PSMD7"
"10679","PSMD8","PSMD8"
"10680","PSMD9","PSMD9"
"10681","PSME1","PSME1"
"10682","PSME2","PSME2"
"10683","PSME3","PSME3"
"10684","PSME3IP1","PSME3IP1"
"10685","PSME4","PSME4"
"10686","PSMF1","PSMF1"
"10687","PSMG1","PSMG1"
"10688","PSMG3","PSMG3"
"10689","PSORS1C2","PSORS1C2"
"10690","SPADH","PSP-I"
"10691","SPADH","PSP-II"
"10692","PSPC1","PSPC1"
"10693","PSPH","PSPH"
"10694","PSPN","PSPN"
"10695","PSRC1","PSRC1"
"10696","PSTK","PSTK"
"10697","PSTPIP1","PSTPIP1"
"10698","PSTPIP2","PSTPIP2"
"10699","PTAFR","PTAFR"
"10700","PTAR1","PTAR1"
"10701","PTBP1","PTBP1"
"10702","PTBP2","PTBP2"
"10703","PTBP3","PTBP3"
"10704","PTCD1","PTCD1"
"10705","PTCD2","PTCD2"
"10706","PTCD3","PTCD3"
"10707","PTCH1","PTCH1"
"10708","PTCH2","PTCH2"
"10709","PTCHD1","PTCHD1"
"10710","PTCHD3","PTCHD3"
"10711","PTCHD4","PTCHD4"
"10712","PTCRA","PTCRA"
"10713","PTDSS1","PTDSS1"
"10714","PTDSS2","PTDSS2"
"10715","PTER","PTER"
"10716","PTF1A","PTF1A"
"10717","PTGDR","PTGDR"
"10718","PTGDR2","PTGDR2"
"10719","PTGER1","PTGER1"
"10720","PTGER2","PTGER2"
"10721","PTGER3","PTGER3"
"10722","PTGER4","PTGER4"
"10723","PTGES","PTGES"
"10724","PTGES2","PTGES2"
"10725","PTGES3","PTGES3"
"10726","PTGES3L","PTGES3L"
"10727","PTGFR","PTGFR"
"10728","PTGFRN","PTGFRN"
"10729","PTGIR","PTGIR"
"10730","PTGIS","PTGIS"
"10731","PTGR1","PTGR1"
"10732","PTGR2","PTGR2"
"10733","PTGR3","PTGR3"
"10734","PTGS1","PTGS1"
"10735","PTGS2","PTGS2"
"10736","PTH","PTH"
"10737","PTH1R","PTH1R"
"10738","PTH2","PTH2"
"10739","PTH2R","PTH2R"
"10740","PTHLH","PTHLH"
"10741","PTK2","PTK2"
"10742","PTK2B","PTK2B"
"10743","PTK6","PTK6"
"10744","PTK7","PTK7"
"10745","PTMA","PTMA"
"10746","PTN","PTN"
"10747","PTOV1","PTOV1"
"10748","PTP4A1","PTP4A1"
"10749","PTP4A2","PTP4A2"
"10750","PTP4A3","PTP4A3"
"10751","PTPA","PTPA"
"10752","PTPDC1","PTPDC1"
"10753","PTPMT1","PTPMT1"
"10754","PTPN1","PTPN1"
"10755","PTPN11","PTPN11"
"10756","PTPN12","PTPN12"
"10757","PTPN13","PTPN13"
"10758","PTPN14","PTPN14"
"10759","PTPN18","PTPN18"
"10760","PTPN2","PTPN2"
"10761","PTPN20","PTPN20"
"10762","PTPN21","PTPN21"
"10763","PTPN22","PTPN22"
"10764","PTPN23","PTPN23"
"10765","PTPN3","PTPN3"
"10766","PTPN4","PTPN4"
"10767","PTPN5","PTPN5"
"10768","PTPN6","PTPN6"
"10769","PTPN7","PTPN7"
"10770","PTPN9","PTPN9"
"10771","PTPRA","PTPRA"
"10772","PTPRB","PTPRB"
