"","human_gene","dog_gene"
"8581","NR5A1","NR5A1"
"8582","NR5A2","NR5A2"
"8583","NR6A1","NR6A1"
"8584","NRAP","NRAP"
"8585","NRARP","NRARP"
"8586","NRAS","NRAS"
"8587","NRBF2","NRBF2"
"8588","NRBP1","NRBP1"
"8589","NRBP2","NRBP2"
"8590","NRCAM","NRCAM"
"8591","NRDC","NRDC"
"8592","NRDE2","NRDE2"
"8593","NREP","NREP"
"8594","NRF1","NRF1"
"8595","NRG1","NRG1"
"8596","NRG2","NRG2"
"8597","NRG3","NRG3"
"8598","NRIP2","NRIP2"
"8599","NRIP3","NRIP3"
"8600","NRK","NRK"
"8601","NRL","NRL"
"8602","NRM","NRM"
"8603","NRN1","NRN1"
"8604","NRN1L","NRN1L"
"8605","NRP1","NRP1"
"8606","NRP2","NRP2"
"8607","NRROS","NRROS"
"8608","NRSN1","NRSN1"
"8609","NRSN2","NRSN2"
"8610","NRTN","NRTN"
"8611","NRXN1","NRXN1"
"8612","NRXN2","NRXN2"
"8613","NRXN3","NRXN3"
"8614","NSD1","NSD1"
"8615","NSD2","NSD2"
"8616","NSD3","NSD3"
"8617","NSDHL","NSDHL"
"8618","NSF","NSF"
"8619","NSFL1C","NSFL1C"
"8620","NSL1","NSL1"
"8621","NSMAF","NSMAF"
"8622","NSMCE1","NSMCE1"
"8623","NSMCE2","NSMCE2"
"8624","NSMCE4A","NSMCE4A"
"8625","NSMF","NSMF"
"8626","NSRP1","NSRP1"
"8627","NSUN2","NSUN2"
"8628","NSUN3","NSUN3"
"8629","NSUN5","NSUN5"
"8630","NSUN6","NSUN6"
"8631","NSUN7","NSUN7"
"8632","NT5C","NT5C"
"8633","NT5C1A","NT5C1A"
"8634","RDH14","NT5C1B"
"8635","NT5C2","NT5C2"
"8636","NT5C3A","NT5C3A"
"8637","NT5C3B","NT5C3B"
"8638","NT5DC1","NT5DC1"
"8639","NT5DC2","NT5DC2"
"8640","NT5DC3","NT5DC3"
"8641","NT5E","NT5E"
"8642","NT5M","NT5M"
"8643","NTAQ1","NTAQ1"
"8644","NTF3","NTF3"
"8645","NTF4","NTF4"
"8646","NTHL1","NTHL1"
"8647","NTM","NTM"
"8648","NTMT1","NTMT1"
"8649","NTN1","NTN1"
"8650","NTN3","NTN3"
"8651","NTN4","NTN4"
"8652","NTNG1","NTNG1"
"8653","NTNG2","NTNG2"
"8654","NTRK1","NTRK1"
"8655","NTRK2","NTRK2"
"8656","NTRK3","NTRK3"
"8657","NTS","NTS"
"8658","NTSR1","NTSR1"
"8659","NTSR2","NTSR2"
"8660","NUAK1","NUAK1"
"8661","NUAK2","NUAK2"
"8662","NUB1","NUB1"
"8663","NUBP1","NUBP1"
"8664","NUBP2","NUBP2"
"8665","NUBPL","NUBPL"
"8666","NUCB1","NUCB1"
"8667","NUCB2","NUCB2"
"8668","NUCKS1","NUCKS1"
"8669","NUDC","NUDC"
"8670","NUDCD1","NUDCD1"
"8671","NUDCD2","NUDCD2"
"8672","NUDCD3","NUDCD3"
"8673","NUDT12","NUDT12"
"8674","NUDT13","NUDT13"
"8675","NUDT15","NUDT15"
"8676","NUDT16","NUDT16"
"8677","NUDT16L1","NUDT16L1"
"8678","NUDT17","NUDT17"
"8679","NUDT18","NUDT18"
"8680","NUDT19","NUDT19"
"8681","NUDT2","NUDT2"
"8682","NUDT21","NUDT21"
"8683","NUDT22","NUDT22"
"8684","NUDT3","NUDT3"
"8685","NUDT4B","NUDT4"
"8686","NUDT5","NUDT5"
"8687","NUDT7","NUDT7"
"8688","NUDT9","NUDT9"
"8689","NUF2","NUF2"
"8690","NUFIP1","NUFIP1"
"8691","NUFIP2","NUFIP2"
"8692","NUGGC","NUGGC"
"8693","NUMA1","NUMA1"
"8694","NUMB","NUMB"
"8695","NUMBL","NUMBL"
"8696","NUP107","NUP107"
"8697","NUP133","NUP133"
"8698","NUP153","NUP153"
"8699","NUP155","NUP155"
"8700","NUP160","NUP160"
"8701","NUP188","NUP188"
"8702","NUP205","NUP205"
"8703","NUP210L","NUP210L"
"8704","NUP214","NUP214"
"8705","NUP35","NUP35"
"8706","NUP37","NUP37"
"8707","NUP42","NUP42"
"8708","NUP43","NUP43"
"8709","NUP50","NUP50"
"8710","NUP54","NUP54"
"8711","NUP58","NUP58"
"8712","NUP62","NUP62"
"8713","NUP85","NUP85"
"8714","NUP88","NUP88"
"8715","NUP93","NUP93"
"8716","NUP98","NUP98"
"8717","NUPR1","NUPR1"
"8718","NUPR2","NUPR2"
"8719","NUS1","NUS1"
"8720","NUTF2","NUTF2"
"8721","NUTM1","NUTM1"
"8722","NVL","NVL"
"8723","NWD1","NWD1"
"8724","NWD2","NWD2"
"8725","NXF1","NXF1"
"8726","NXF3","NXF3"
"8727","NXNL1","NXNL1"
"8728","NXNL2","NXNL2"
"8729","NXPE3","NXPE3"
"8730","NXPE4","NXPE4"
"8731","NXPH1","NXPH1"
"8732","NXPH2","NXPH2"
"8733","NXPH3","NXPH3"
"8734","NXPH4","NXPH4"
"8735","NXT2","NXT2"
"8736","NYAP1","NYAP1"
"8737","NYAP2","NYAP2"
"8738","NYNRIN","NYNRIN"
"8739","NYX","NYX"
"8740","OAF","OAF"
"8741","OARD1","OARD1"
"8742","OAS1","OAS1"
"8743","OAS2","OAS2"
"8744","OAS3","OAS3"
"8745","OASL","OASL"
"8746","OAZ1","OAZ1"
"8747","OAZ2","OAZ2"
"8748","OAZ3","OAZ3"
"8749","OBI1","OBI1"
"8750","LCN1","OBP2B"
"8751","OBSL1","OBSL1"
"8752","OCA2","OCA2"
"8753","OCEL1","OCEL1"
"8754","OCIAD1","OCIAD1"
"8755","OCIAD2","OCIAD2"
"8756","OCLN","OCLN"
"8757","OCM2","OCM2"
"8758","OCRL","OCRL"
"8759","OCSTAMP","OCSTAMP"
"8760","ODAD4","ODAD4"
"8761","ODAM","ODAM"
"8762","ODAPH","ODAPH"
"8763","ODC1","ODC1"
"8764","ODF1","ODF1"
"8765","ODF2","ODF2"
"8766","ODF2L","ODF2L"
"8767","CIMAP1A","ODF3"
"8768","ODR4","ODR4"
"8769","OFD1","OFD1"
"8770","NPM3","OGA"
"8771","OGDH","OGDH"
"8772","OGDHL","OGDHL"
"8773","OGFOD1","OGFOD1"
"8774","OGFOD2","OGFOD2"
"8775","OGFOD3","OGFOD3"
"8776","OGFR","OGFR"
"8777","OGFRL1","OGFRL1"
"8778","OGG1","OGG1"
"8779","OGN","OGN"
"8780","OGT","OGT"
"8781","OIP5","OIP5"
"8782","OIT3","OIT3"
"8783","OLA1","OLA1"
"8784","OLFM2","OLFM2"
"8785","OLFM3","OLFM3"
"8786","OLFM4","OLFM4"
"8787","OLFML2A","OLFML2A"
"8788","OLFML2B","OLFML2B"
"8789","OLFML3","OLFML3"
"8790","OLIG1","OLIG1"
"8791","OLIG2","OLIG2"
"8792","OLR1","OLR1"
"8793","OMA1","OMA1"
"8794","OMD","OMD"
"8795","ONECUT1","ONECUT1"
"8796","ONECUT2","ONECUT2"
"8797","ONECUT3","ONECUT3"
"8798","OOEP","OOEP"
"8799","OPA1","OPA1"
"8800","OPA3","OPA3"
"8801","OPALIN","OPALIN"
"8802","OPCML","OPCML"
"8803","OPHN1","OPHN1"
"8804","OPLAH","OPLAH"
"8805","OPN1MW","OPN1LW"
"8806","OPN1SW","OPN1SW"
"8807","OPN3","OPN3"
"8808","OPN4","OPN4"
"8809","OPN5","OPN5"
"8810","OPRD1","OPRD1"
"8811","OPRK1","OPRK1"
"8812","OPRM1","OPRM1"
"8813","OPTC","OPTC"
"8814","OPTN","OPTN"
"8815","OR7G1","OR08C06"
"8816","OR10A4","OR10A4"
"8817","OR10A2","OR10A5D"
"8818","OR10A2","OR10A5E"
"8819","OR10A2","OR10A5F"
"8820","OR10A7","OR10A7"
"8821","OR10AG1","OR10AG1"
"8822","OR10C1","OR10C1"
"8823","OR10D3","OR10D3"
"8824","OR8U1","OR10G10"
"8825","OR10G6","OR10G6"
"8826","OR10G9","OR10G9"
"8827","OR10G9","OR10G9C"
"8828","OR10H4","OR10H1E"
"8829","OR10H4","OR10H4C"
"8830","OR10X1","OR10H4D"
"8831","OR10H5","OR10H5B"
"8832","OR10J4","OR10J4"
"8833","OR10J5","OR10J5"
"8834","OR10K1","OR10K1"
"8835","OR10K2","OR10K2"
"8836","OR10S1","OR10S1"
"8837","OR10T2","OR10T2"
"8838","OR10V1","OR10V1"
"8839","OR10W1","OR10W1"
"8840","OR10Z1","OR10Z1"
"8841","OR11G2","OR11G2"
"8842","OR11H4","OR11H4"
"8843","OR11H7","OR11H7"
"8844","OR13A1","OR13A1"
"8845","OR2S2","OR13C11B"
"8846","OR2S2","OR13C11C"
"8847","OR13C9","OR13C2"
"8848","OR13C2","OR13C2B"
"8849","OR13C3","OR13C3"
"8850","OR13C4","OR13C4"
"8851","OR13C7","OR13C7G"
"8852","OR13C7","OR13C7H"
"8853","OR13C8","OR13C8"
"8854","OR13D1","OR13D1"
"8855","OR13D1","OR13D1B"
"8856","OR13D1","OR13D3"
"8857","OR13F1","OR13F1B"
"8858","OR13J1","OR13J1"
"8859","OR14I1","OR14I2"
"8860","OR14J1","OR14J1"
"8861","OR1A1","OR1A1"
"8862","OR1N2","OR1F15"
"8863","OR1I1","OR1I1"
"8864","OR1K1","OR1K1"
"8865","OR1L4","OR1L6"
"8866","OR1L8","OR1L8"
"8867","OR1M1","OR1M1B"
"8868","OR2A12","OR2A12"
"8869","OR2A14","OR2A14"
"8870","OR2A25","OR2A25"
"8871","OR2A5","OR2A5"
"8872","OR2A7","OR2A7"
"8873","OR2A42","OR2A9"
"8874","OR2A42","OR2A9B"
"8875","OR2AE1","OR2AE1"
"8876","OR2AG2","OR2AG1C"
"8877","OR2AG1","OR2AG1D"
"8878","OR2AG2","OR2AG2"
"8879","OR2AG1","OR2AG2C"
"8880","OR2AJ1","OR2AJ7"
"8881","OR2AT4","OR2AT2B"
"8882","OR2B11","OR2B11"
"8883","OR2C1","OR2C1"
"8884","OR2C3","OR2C3"
"8885","OR2D2","OR2D2"
"8886","OR2D3","OR2D3"
"8887","OR2D3","OR2D3F"
"8888","OR2F1","OR2F1"
"8889","OR2H2","OR2H10"
"8890","OR2L3","OR2L17"
"8891","OR2L3","OR2L3"
"8892","OR2L5","OR2L3B"
"8893","OR2L5","OR2L5"
"8894","OR2L5","OR2L5C"
"8895","OR2M3","OR2M9"
"8896","OR2T1","OR2T1"
"8897","OR2T11","OR2T11"
"8898","OR2T8","OR2T24"
"8899","OR2T27","OR2T27"
"8900","OR2T6","OR2T6"
"8901","OR2W1","OR2W1"
"8902","OR2W3","OR2W3"
"8903","OR2Z1","OR2Z1"
"8904","OR3A1","OR3A1"
"8905","OR3A2","OR3A2"
"8906","OR4A15","OR4A15"
"8907","OR4A5","OR4A39"
"8908","OR4A47","OR4A47"
"8909","OR4A47","OR4A47C"
"8910","OR4A47","OR4A47D"
"8911","OR4B1","OR4B1E"
"8912","OR4C46","OR4C10"
"8913","OR4C46","OR4C10C"
"8914","OR4C46","OR4C10E"
"8915","OR4C46","OR4C10F"
"8916","OR4C11","OR4C11I"
"8917","OR4C11","OR4C11J"
"8918","OR4C11","OR4C11L"
"8919","OR4C12","OR4C12C"
"8920","OR4C16","OR4C137"
"8921","OR4C16","OR4C146"
"8922","OR4C3","OR4C26"
"8923","OR4C6","OR4C59"
"8924","OR4C6","OR4C6"
"8925","OR4D1","OR4D1"
"8926","OR4D11","OR4D11"
"8927","OR4D2","OR4D2"
"8928","OR4D2","OR4D2C"
"8929","OR4D6","OR4D6"
"8930","OR4D9","OR4D9"
"8931","OR4D10","OR4D9C"
"8932","OR4E1","OR4E1"
"8933","OR4E2","OR4E2"
"8934","OR4K14","OR4K14"
"8935","OR4K1","OR4K1B"
"8936","OR4K2","OR4K2"
"8937","OR4K5","OR4K5"
"8938","OR4L1","OR4L1"
"8939","OR4N2","OR4N2"
"8940","OR4N4","OR4N2B"
"8941","OR4N5","OR4N5"
"8942","OR4Q2","OR4Q2"
"8943","OR4Q3","OR4Q3"
"8944","OR4Q3","OR4Q3B"
"8945","OR4S1","OR4S1B"
"8946","OR4S2","OR4S2"
"8947","OR4X1","OR4X1"
"8948","OR4X2","OR4X2"
"8949","OR51A4","OR51A4"
"8950","OR51B2","OR51B18"
"8951","OR51B4","OR51B4"
"8952","OR51B6","OR51B6"
"8953","OR51E2","OR51E2"
"8954","OR51F1","OR51F1"
"8955","OR51C1P","OR51F23"
"8956","OR51G2","OR51G2"
"8957","OR51I1","OR51I1"
"8958","OR51L1","OR51L1"
"8959","OR51M1","OR51M1"
"8960","OR51S1","OR51S1"
"8961","OR51T1","OR51T1"
"8962","OR51V1","OR51V1B"
"8963","OR52B2","OR52B2"
"8964","OR52B4","OR52B4"
"8965","OR52B6","OR52B6"
"8966","OR52E1","OR52E1"
"8967","OR52E2","OR52E2"
"8968","OR52E4","OR52E4B"
"8969","OR52E8","OR52E8"
"8970","OR52H1","OR52H1"
"8971","OR52H1","OR52H1B"
"8972","OR52H1","OR52H1C"
"8973","OR52H1","OR52H2"
"8974","OR52I2","OR52I1"
"8975","OR52J3","OR52J3"
"8976","OR52K1","OR52K1"
"8977","OR52K1","OR52K1B"
"8978","OR52L1","OR52L1"
"8979","OR52L1","OR52L2"
"8980","OR52N1","OR52N1"
"8981","OR52N2","OR52N2"
"8982","OR52N2","OR52N2G"
"8983","OR52N4","OR52N4"
"8984","OR52N4","OR52N4K"
"8985","OR52P1","OR52P1"
"8986","OR52R1","OR52R1"
"8987","OR52W1","OR52W1"
"8988","OR56A1","OR56A1"
"8989","OR56A3","OR56A3C"
"8990","OR56A3","OR56A3D"
"8991","OR56A4","OR56A4"
"8992","OR56B1","OR56B1"
"8993","OR56B2P","OR56B2"
"8994","OR56B2P","OR56B2C"
"8995","OR56B4","OR56B6"
"8996","OR5A1","OR5A1"
"8997","OR5AC2","OR5AC2"
"8998","OR5AK3P","OR5AK7"
"8999","OR5AN1","OR5AN1"
"9000","OR5AP2","OR5AP2"
"9001","OR5AR1","OR5AR1"
"9002","OR5AS1","OR5AS1"
"9003","OR5B12","OR5B12"
"9004","OR5B2","OR5B2"
"9005","OR5B21","OR5B21"
"9006","OR5B3","OR5B3"
"9007","OR5B17","OR5B31"
"9008","OR5B3","OR5B3B"
"9009","OR5BS1P","OR5BS1P"
"9010","OR5C1","OR5C1"
"9011","OR5D13","OR5D13"
"9012","OR5D14","OR5D14"
"9013","OR5D18","OR5D18"
"9014","OR5D3P","OR5D3"
"9015","OR5F1","OR5F1"
"9016","OR5G3","OR5G5"
"9017","OR5H2","OR5H11"
"9018","OR5H2","OR5H9"
"9019","OR5I1","OR5I1"
"9020","OR5I1","OR5I1B"
"9021","OR5J2","OR5J2"
"9022","OR5J2","OR5J2B"
"9023","OR5K1","OR5K1"
"9024","OR5K3","OR5K18"
"9025","OR5K3","OR5K5"
"9026","OR5K3","OR5K6"
"9027","OR5L1","OR5L1"
"9028","OR5L1","OR5L1C"
"9029","OR5M11","OR5M11"
"9030","OR5M3","OR5M3"
"9031","OR5M8","OR5M8"
"9032","OR5M9","OR5M9"
"9033","OR5P2","OR5P6"
"9034","OR5T3","OR5T8"
"9035","OR5W2","OR5W2"
"9036","OR5W2","OR5W2B"
"9037","OR6A2","OR6A2"
"9038","OR6B1","OR6B1"
"9039","OR6B2","OR6B2"
"9040","OR6B2","OR6B2C"
"9041","OR6B2","OR6B2D"
"9042","OR6C1","OR6C1K"
"9043","OR6C1","OR6C1L"
"9044","OR6C3","OR6C3I"
"9045","OR6C4","OR6C4B"
"9046","OR6C6","OR6C6"
"9047","OR6C6","OR6C6J"
"9048","OR6C74","OR6C74"
"9049","OR6C75","OR6C75"
"9050","OR6C75","OR6C75C"
"9051","OR6K3","OR6K3"
"9052","OR6K6","OR6K6"
"9053","OR6M1","OR6M1"
"9054","OR6N1","OR6N1"
"9055","OR6N2","OR6N2"
"9056","OR6P1","OR6P1"
"9057","OR6Q1","OR6Q1"
"9058","OR6T1","OR6T1"
"9059","OR6V1","OR6V1"
"9060","OR6X1","OR6X1"
"9061","OR6Y1","OR6Y1"
"9062","OR7A17","OR7A17"
"9063","OR7A10","OR7A26"
"9064","OR7A17","OR7A58"
"9065","OR7A17","OR7A60"
"9066","OR7A10","OR7A74"
"9067","OR7C1","OR7C1"
"9068","OR7D2","OR7D2"
"9069","OR7G1","OR7G14"
"9070","OR7G3","OR7G3"
"9071","OR7G2","OR7G6"
"9072","OR7G1","OR7G8"
"9073","OR8A1","OR8A1"
"9074","OR8B12","OR8B12"
"9075","OR8D1","OR8D1"
"9076","OR8D2","OR8D2"
"9077","OR8D4","OR8D4"
"9078","OR8G2P","OR8G3"
"9079","OR8G5","OR8G5"
"9080","OR8J2","OR8J2"
"9081","OR8J2","OR8J2B"
"9082","OR8J2","OR8J2C"
"9083","OR8J1","OR8J3"
"9084","OR8K1","OR8K1"
"9085","OR8K5","OR8K5"
"9086","OR8K3","OR8K7"
"9087","OR8K3","OR8K86"
"9088","OR8K3","OR8K87"
"9089","OR8S1","OR8S1"
"9090","OR8U3","OR8U3"
"9091","OR9A4","OR9A4"
"9092","OR9A4","OR9A4C"
"9093","OR9A2","OR9A8"
"9094","OR9G1","OR9G1"
"9095","OR9I1","OR9I1"
"9096","OR9K2","OR9K2"
"9097","OR9K2","OR9K2C"
"9098","OR9K2","OR9K2D"
"9099","OR9Q2","OR9Q4"
"9100","ORAI1","ORAI1"
"9101","ORAI2","ORAI2"
"9102","ORAI3","ORAI3"
"9103","ORC1","ORC1"
"9104","ORC2","ORC2"
"9105","ORC3","ORC3"
"9106","ORC4","ORC4"
"9107","ORC5","ORC5"
"9108","ORC6","ORC6"
"9109","ORMDL1","ORMDL1"
"9110","ORMDL2","ORMDL2"
"9111","ORMDL3","ORMDL3"
"9112","OS9","OS9"
"9113","OSBP","OSBP"
"9114","OSBP2","OSBP2"
"9115","OSBPL10","OSBPL10"
"9116","OSBPL1A","OSBPL1A"
"9117","OSBPL2","OSBPL2"
"9118","OSBPL3","OSBPL3"
"9119","OSBPL5","OSBPL5"
"9120","OSBPL6","OSBPL6"
"9121","OSBPL7","OSBPL7"
"9122","OSBPL8","OSBPL8"
"9123","OSBPL9","OSBPL9"
"9124","OSCAR","OSCAR"
"9125","OSCP1","OSCP1"
"9126","OSER1","OSER1"
"9127","OSGEP","OSGEP"
"9128","OSGEPL1","OSGEPL1"
"9129","OSGIN1","OSGIN1"
"9130","OSGIN2","OSGIN2"
"9131","OSM","OSM"
"9132","OSMR","OSMR"
"9133","OSR1","OSR1"
"9134","OSR2","OSR2"
"9135","OSTF1","OSTF1"
"9136","OSTM1","OSTM1"
"9137","OSTN","OSTN"
"9138","OTC","OTC"
"9139","OTOF","OTOF"
"9140","OTOG","OTOG"
"9141","OTOGL","OTOGL"
"9142","OTOP2","OTOP2"
"9143","OTOP3","OTOP3"
"9144","OTOR","OTOR"
"9145","OTP","OTP"
"9146","OTUB1","OTUB1"
"9147","OTUB2","OTUB2"
"9148","OTUD1","OTUD1"
"9149","OTUD3","OTUD3"
"9150","OTUD4","OTUD4"
"9151","OTUD5","OTUD5"
"9152","OTUD6A","OTUD6A"
"9153","OTUD6B","OTUD6B"
"9154","OTUD7A","OTUD7A"
"9155","OTUD7B","OTUD7B"
"9156","OTULIN","OTULIN"
"9157","OTULINL","OTULINL"
"9158","OTX1","OTX1"
"9159","OTX2","OTX2"
"9160","OVCH2","OVCH2"
"9161","OVOL1","OVOL1"
"9162","OVOL2","OVOL2"
"9163","OVOL3","OVOL3"
"9164","OXA1L","OXA1L"
"9165","OXCT1","OXCT1"
"9166","OXGR1","OXGR1"
"9167","OXLD1","OXLD1"
"9168","OXNAD1","OXNAD1"
"9169","OXR1","OXR1"
"9170","OXSM","OXSM"
"9171","OXSR1","OXSR1"
"9172","OXTR","OXTR"
"9173","P2RX1","P2RX1"
"9174","P2RX2","P2RX2"
"9175","P2RX3","P2RX3"
"9176","P2RX4","P2RX4"
"9177","P2RX5","P2RX5"
"9178","P2RX6","P2RX6"
"9179","P2RX7","P2RX7"
"9180","P2RY1","P2RY1"
"9181","P2RY10","P2RY10"
"9182","P2RY11","P2RY11"
"9183","P2RY12","P2RY12"
"9184","P2RY14","P2RY14"
"9185","P2RY2","P2RY2"
"9186","P2RY6","P2RY6"
"9187","P2RY8","P2RY8"
"9188","P3H1","P3H1"
"9189","P3H2","P3H2"
"9190","P3H3","P3H3"
"9191","P3H4","P3H4"
"9192","P3R3URF","P3R3URF"
"9193","P4HA1","P4HA1"
"9194","P4HA2","P4HA2"
"9195","P4HA3","P4HA3"
"9196","P4HB","P4HB"
"9197","P4HTM","P4HTM"
"9198","PA2G4","PA2G4"
"9199","PAAF1","PAAF1"
"9200","PABIR2","PABIR2"
"9201","PABIR3","PABIR3"
"9202","PABPC1L","PABPC1L"
"9203","PABPC4","PABPC4"
"9204","PABPC4L","PABPC4L"
"9205","PABPC5","PABPC5"
"9206","PABPN1","PABPN1"
"9207","PACC1","PACC1"
"9208","PACRG","PACRG"
"9209","PACRGL","PACRGL"
"9210","PACS1","PACS1"
"9211","PACS2","PACS2"
"9212","PACSIN1","PACSIN1"
"9213","PACSIN2","PACSIN2"
"9214","PACSIN3","PACSIN3"
"9215","PADI1","PADI1"
"9216","PADI2","PADI2"
"9217","PADI4","PADI4"
"9218","PADI6","PADI6"
"9219","PAF1","PAF1"
"9220","PAFAH1B1","PAFAH1B1"
"9221","PAFAH1B2","PAFAH1B2"
"9222","PAFAH1B3","PAFAH1B3"
"9223","PAFAH2","PAFAH2"
"9224","PAG1","PAG1"
"9225","PAGR1","PAGR1"
"9226","PAH","PAH"
"9227","CRACD","PAICS"
"9228","PAIP1","PAIP1"
"9229","PAIP2","PAIP2"
"9230","PAIP2B","PAIP2B"
"9231","PAK1","PAK1"
"9232","PAK1IP1","PAK1IP1"
"9233","PAK2","PAK2"
"9234","PAK3","PAK3"
"9235","PAK4","PAK4"
"9236","PAK5","PAK5"
"9237","PAK6","PAK6"
"9238","PALB2","PALB2"
"9239","PALD1","PALD1"
"9240","PALM","PALM"
"9241","PALM3","PALM3"
"9242","PALMD","PALMD"
"9243","PALS1","PALS1"
"9244","PAM","PAM"
"9245","PAMR1","PAMR1"
"9246","PAN2","PAN2"
"9247","PAN3","PAN3"
"9248","PANK1","PANK1"
"9249","PANK2","PANK2"
"9250","PANK3","PANK3"
"9251","PANK4","PANK4"
"9252","PANX2","PANX"
"9253","PANX1","PANX1"
"9254","PANX3","PANX3"
"9255","PAOX","PAOX"
"9256","PAPLN","PAPLN"
"9257","PAPOLA","PAPOLA"
"9258","PAPOLB","PAPOLB"
"9259","PAPOLG","PAPOLG"
"9260","PAPPA","PAPPA"
"9261","PAPPA2","PAPPA2"
"9262","PAPSS1","PAPSS1"
"9263","PAQR3","PAQR3"
"9264","PAQR4","PAQR4"
"9265","PAQR5","PAQR5"
"9266","PAQR6","PAQR6"
"9267","PAQR7","PAQR7"
"9268","PAQR8","PAQR8"
"9269","PAQR9","PAQR9"
"9270","PARD3","PARD3"
"9271","PARD3B","PARD3B"
"9272","PARD6A","PARD6A"
"9273","PARD6B","PARD6B"
"9274","PARK7","PARK7"
"9275","PARL","PARL"
"9276","PARN","PARN"
"9277","PARP1","PARP1"
"9278","PARP11","PARP11"
"9279","PARP12","PARP12"
"9280","PARP14","PARP14"
"9281","PARP15","PARP15"
"9282","PARP16","PARP16"
"9283","PARP2","PARP2"
"9284","PARP3","PARP3"
"9285","PARP4","PARP4"
"9286","PARP6","PARP6"
"9287","PARP8","PARP8"
"9288","PARP9","PARP9"
"9289","PARPBP","PARPBP"
"9290","PARS2","PARS2"
"9291","PARVA","PARVA"
"9292","PARVB","PARVB"
"9293","PARVG","PARVG"
"9294","PASD1","PASD1"
"9295","PASK","PASK"
"9296","PATE1","PATE1"
"9297","PATE2","PATE2"
"9298","PATE3","PATE3"
"9299","PATJ","PATJ"
"9300","PATL1","PATL1"
"9301","PATL2","PATL2"
"9302","PATZ1","PATZ1"
"9303","PAWR","PAWR"
"9304","PAX1","PAX1"
"9305","PAX2","PAX2"
"9306","PAX3","PAX3"
"9307","PAX4","PAX4"
"9308","PAX5","PAX5"
"9309","PAX6","PAX6"
"9310","PAX7","PAX7"
"9311","PAX8","PAX8"
"9312","PAX9","PAX9"
"9313","PAXIP1","PAXIP1"
"9314","PAXX","PAXX"
"9315","PBK","PBK"
"9316","PBLD","PBLD"
"9317","PBRM1","PBRM1"
"9318","PBX1","PBX1"
"9319","PBX2","PBX2"
"9320","PBX3","PBX3"
"9321","PBX4","PBX4"
"9322","PBXIP1","PBXIP1"
"9323","PC","PC"
"9324","PCARE","PCARE"
"9325","PCBD1","PCBD1"
"9326","PCBD2","PCBD2"
"9327","PCBP1","PCBP1"
"9328","PCBP3","PCBP3"
"9329","PCBP4","PCBP4"
"9330","PCCA","PCCA"
"9331","PCCB","PCCB"
"9332","PCDH1","PCDH1"
"9333","PCDH10","PCDH10"
"9334","PCDH12","PCDH12"
"9335","PCDH17","PCDH17"
"9336","PCDH18","PCDH18"
"9337","PCDH19","PCDH19"
"9338","PCDH7","PCDH7"
"9339","PCDH8","PCDH8"
"9340","PCDH9","PCDH9"
"9341","PCDHB1","PCDHB1"
"9342","PCDHB14","PCDHB14"
"9343","PCDHB15","PCDHB15"
"9344","PCDHB16","PCDHB16"
"9345","PCDHB4","PCDHB4"
"9346","PCDHB5","PCDHB5"
"9347","PCDHB6","PCDHB6"
"9348","PCDHB7","PCDHB7"
"9349","PCDHGB1","PCDHGB1"
"9350","PCDHGB5","PCDHGB5"
"9351","PCDHGC5","PCDHGC5"
"9352","PCED1A","PCED1A"
"9353","PCED1B","PCED1B"
"9354","PCF11","PCF11"
"9355","PCGF1","PCGF1"
"9356","PCGF2","PCGF2"
"9357","PCGF3","PCGF3"
"9358","PCGF5","PCGF5"
"9359","PCGF6","PCGF6"
"9360","PCID2","PCID2"
"9361","PCIF1","PCIF1"
"9362","PCK1","PCK1"
"9363","PCK2","PCK2"
"9364","PCLAF","PCLAF"
"9365","PCM1","PCM1"
"9366","PCMT1","PCMT1"
"9367","PCMTD1","PCMTD1"
"9368","PCMTD2","PCMTD2"
"9369","PCNA","PCNA"
"9370","PCNP","PCNP"
"9371","PCNT","PCNT"
"9372","PCNX1","PCNX1"
"9373","PCNX2","PCNX2"
"9374","PCNX3","PCNX3"
"9375","PCNX4","PCNX4"
"9376","PCOLCE","PCOLCE"
"9377","PCOLCE2","PCOLCE2"
"9378","PCP2","PCP2"
"9379","PCP4","PCP4"
"9380","PCSK1","PCSK1"
"9381","PCSK1N","PCSK1N"
"9382","PCSK2","PCSK2"
"9383","PCSK4","PCSK4"
"9384","PCSK5","PCSK5"
"9385","PCSK6","PCSK6"
"9386","PCSK7","PCSK7"
"9387","PCTP","PCTP"
"9388","PCYOX1","PCYOX1"
"9389","PCYOX1L","PCYOX1L"
"9390","PCYT1A","PCYT1A"
"9391","PCYT1B","PCYT1B"
"9392","PCYT2","PCYT2"
"9393","PDAP1","PDAP1"
"9394","PDC","PDC"
"9395","PDCD1","PDCD1"
"9396","PDCD10","PDCD10"
"9397","PDCD11","PDCD11"
"9398","PDCD1LG2","PDCD1LG2"
"9399","PDCD2","PDCD2"
"9400","PDCD2L","PDCD2L"
"9401","PDCD4","PDCD4"
"9402","PDCD6","PDCD6"
"9403","PDCD7","PDCD7"
"9404","PDCL","PDCL"
"9405","PDCL2","PDCL2"
"9406","PDE10A","PDE10A"
"9407","PDE11A","PDE11A"
"9408","PDE12","PDE12"
"9409","PDE1A","PDE1A"
"9410","PDE1B","PDE1B"
"9411","PDE1C","PDE1C"
"9412","PDE2A","PDE2A"
