"","human_gene","fruit_fly_gene"
"5229","TACR2","TkR86C"
"5230","TACR2","TkR99D"
"5231","TLK2","Tlk"
"5232","TPM3","Tm1"
"5233","TPM1","Tm2"
"5234","TMC1","Tmc"
"5235","TMEM131","Tmem131"
"5236","TMEM18","Tmem18"
"5237","SLC51A","Tmep"
"5238","LHFPL3","Tmhs"
"5239","TMTC3","Tmtc3"
"5240","TMX3","Tmx3"
"5241","TNKS2","Tnks"
"5242","TNPO2","Tnpo"
"5243","TNPO3","Tnpo-SR"
"5244","TOB1","Tob"
"5245","TOMM20","Tom20"
"5246","TOMM40","Tom40"
"5247","TOMM70","Tom70"
"5248","STXBP5","Tomosyn"
"5249","TOP3A","Top3alpha"
"5250","TOP3B","Top3beta"
"5251","TOPORS","Topors"
"5252","MTOR","Tor"
"5253","TOR1A","Torsin"
"5254","SLC25A19","Tpc1"
"5255","SLC25A19","Tpc2"
"5256","TPI1","Tpi"
"5257","CALM3","TpnC4"
"5258","CAPS","TpnC41C"
"5259","CAPS","TpnC47D"
"5260","CAPS","TpnC73F"
"5261","TPP2","TppII"
"5262","DNAJC5G","Tpr2"
"5263","TPST2","Tpst"
"5264","TRPT1","Tpt"
"5265","TRAF4","Traf4"
"5266","TRAF6","Traf6"
"5267","TRAP1","Trap1"
"5268","TSNAX","Trax"
"5269","RNF139","Trc8"
"5270","TREH","Treh"
"5271","SLC2A8","Tret1-1"
"5272","SLC2A8","Tret1-2"
"5273","TBPL1","Trf2"
"5274","TENT4B","Trf4-1"
"5275","TENT4B","Trf4-2"
"5276","TPH1","Trh"
"5277","TRMT1","Trm1"
"5278","FTSJ1","Trm7-32"
"5279","FTSJ1","Trm7-34"
"5280","TRMT112","Trmt112"
"5281","SEC62","Trp1"
"5282","TRPA1","TrpA1"
"5283","WARS1","TrpRS"
"5284","WARS2","TrpRS-m"
"5285","TRPC4","Trpgamma"
"5286","TRPM3","Trpm"
"5287","MCOLN3","Trpml"
"5288","TRAPPC2B","Trs20"
"5289","TRAPPC4","Trs23"
"5290","TRAPPC5","Trs31"
"5291","TRAPPC6B","Trs33"
"5292","PRSS53","Try29F"
"5293","TYMS","Ts"
"5294","TSC1","Tsc1"
"5295","TSEN2","Tsen2"
"5296","TSEN34","Tsen34"
"5297","TSEN54","Tsen54"
"5298","COMP","Tsp"
"5299","CD63","Tsp47F"
"5300","TSPO","Tspo"
"5301","TSR1","Tsr1"
"5302","TTC19","Ttc19"
"5303","IFT56","Ttc26"
"5304","IFT70B","Ttc30"
"5305","TTI1","Tti1"
"5306","SND1","Tudor-SN"
"5307","TULP4","Tusp"
"5308","TXNL1","Txl"
"5309","YARS1","TyrRS"
"5310","YARS2","TyrRS-m"
"5311","SNRPA1","U2A"
"5312","U2AF1","U2af38"
"5313","U2AF2","U2af50"
"5314","RRP9","U3-55K"
"5315","PRPF4","U4-U6-60K"
"5316","UGP2","UGP"
"5317","RIDA","UK114"
"5318","UQCRH","UQCR-11"
"5319","UQCRH","UQCR-11L"
"5320","UQCRB","UQCR-14"
"5321","UQCRB","UQCR-14L"
"5322","PMPCB","UQCR-C1"
"5323","UQCRQ","UQCR-Q"
"5324","UBA2","Uba2"
"5325","UBA3","Uba3"
"5326","MOCS3","Uba4"
"5327","UBA5","Uba5"
"5328","UBE2L6","Ubc10"
"5329","UBE2K","Ubc4"
"5330","UBE2B","Ubc6"
"5331","UBE2G2","Ubc7"
"5332","UBE2L6","Ubc84D"
"5333","UBE2G1","Ubc87F"
"5334","UBE2H","UbcE2H"
"5335","UBE3A","Ube3a"
"5336","UBE4A","Ube4A"
"5337","UBE4B","Ube4B"
"5338","UBC","Ubi-p5E"
"5339","UBLCP1","Ublcp1"
"5340","UBQLN1","Ubqn"
"5341","UBR2","Ubr1"
"5342","UBR3","Ubr3"
"5343","UCHL1","Uch"
"5344","UCHL5","Uch-L5"
"5345","UCHL5","Uch-L5R"
"5346","UCK2","Uck"
"5347","SLC25A27","Ucp4A"
"5348","SLC25A27","Ucp4B"
"5349","SLC25A27","Ucp4C"
"5350","UBE2V2","Uev1A"
"5351","UFC1","Ufc1"
"5352","UFD1","Ufd1"
"5353","HECTD1","Ufd4"
"5354","UFL1","Ufl1"
"5355","UFM1","Ufm1"
"5356","UFSP1","Ufsp1"
"5357","UFSP2","Ufsp2"
"5358","SLC35A2","Ugalt"
"5359","UGGT1","Uggt"
"5360","UGT2A2","Ugt302C1"
"5361","UGT1A9","Ugt302E1"
"5362","UGT2B15","Ugt302K1"
"5363","UGT2B7","Ugt303A1"
"5364","UGT3A1","Ugt303B1"
"5365","UGT2B15","Ugt303B2"
"5366","UGT2A2","Ugt303B3"
"5367","UGT2B17","Ugt304A1"
"5368","UGT2B4","Ugt305A1"
"5369","UGT1A1","Ugt307A1"
"5370","UGT1A5","Ugt316A1"
"5371","UGT2B15","Ugt35A1"
"5372","UGT2A2","Ugt35B1"
"5373","UGT2B7","Ugt35D1"
"5374","UGT2B4","Ugt35E1"
"5375","UGT2A2","Ugt35E2"
"5376","UGT2B17","Ugt36A1"
"5377","UGT1A5","Ugt36D1"
"5378","UGT1A5","Ugt36E1"
"5379","UGT1A1","Ugt36F1"
"5380","UGT1A9","Ugt37A1"
"5381","UGT1A8","Ugt37A2"
"5382","UGT1A8","Ugt37A3"
"5383","UGT3A2","Ugt37B1"
"5384","UGT3A2","Ugt37C1"
"5385","UGT2A3","Ugt37C2"
"5386","UGT2B15","Ugt37D1"
"5387","UGT1A6","Ugt37E1"
"5388","UGT2B17","Ugt49B1"
"5389","UGT2B15","Ugt49B2"
"5390","UGT2B7","Ugt49C1"
"5391","SENP2","Ulp1"
"5392","ABLIM3","Unc-115a"
"5393","ABLIM3","Unc-115b"
"5394","FEZ2","Unc-76"
"5395","UNC50","Unc50"
"5396","CSDE1","Unr"
"5397","UPF1","Upf1"
"5398","UPF2","Upf2"
"5399","UPF3B","Upf3"
"5400","URM1","Urm1"
"5401","UROD","Urod"
"5402","UROS","Uros1"
"5403","UROS","Uros2"
"5404","USE1","Use1"
"5405","USP46","Usp12-46"
"5406","USP14","Usp14"
"5407","USP21","Usp2"
"5408","USP30","Usp30"
"5409","USP39","Usp39"
"5410","USP47","Usp47"
"5411","USP7","Usp7"
"5412","USP8","Usp8"
"5413","KDM6A","Utx"
"5414","UVRAG","Uvrag"
"5415","UXS1","Uxs"
"5416","SLC18A3","VAChT"
"5417","SLC32A1","VGAT"
"5418","SLC17A7","VGlut"
"5419","ZNF512B","Vajk2"
"5420","ZNF512B","Vajk3"
"5421","ZNF512","Vajk4"
"5422","VARS1","ValRS"
"5423","VAMP7","Vamp7"
"5424","VANGL1","Vang"
"5425","VAPA","Vap33"
"5426","ATP6V0A1","Vha100-1"
"5427","ATP6V0A1","Vha100-2"
"5428","ATP6V0A2","Vha100-3"
"5429","ATP6V0A1","Vha100-4"
"5430","ATP6V0A1","Vha100-5"
"5431","ATP6V1G2","Vha13"
"5432","ATP6V1F","Vha14-1"
"5433","ATP6V1F","Vha14-2"
"5434","ATP6V0C","Vha16-1"
"5435","ATP6V0C","Vha16-2"
"5436","ATP6V0C","Vha16-3"
"5437","ATP6V0C","Vha16-5"
"5438","ATP6V1E1","Vha26"
"5439","ATP6V1D","Vha36-1"
"5440","ATP6V1D","Vha36-3"
"5441","ATP6V1C1","Vha44"
"5442","ATP6V1B2","Vha55"
"5443","ATP6V1A","Vha68-1"
"5444","ATP6V1A","Vha68-2"
"5445","ATP6V0D1","VhaAC39-2"
"5446","ATP6AP1","VhaAC45"
"5447","ATP6V0E2","VhaM9.7-a"
"5448","ATP6V0E2","VhaM9.7-b"
"5449","ATP6V0E2","VhaM9.7-c"
"5450","ATP6V0E1","VhaM9.7-d"
"5451","ATP6V0B","VhaPPA1-1"
"5452","ATP6V0B","VhaPPA1-2"
"5453","ATP6V1H","VhaSFD"
"5454","VHL","Vhl"
"5455","VCL","Vinc"
"5456","VKORC1","Vkor"
"5457","COMMD10","Vlet"
"5458","SLC18A1","Vmat"
"5459","VPS11","Vps11"
"5460","VPS13A","Vps13"
"5461","VPS13D","Vps13D"
"5462","PIK3R4","Vps15"
"5463","VPS16","Vps16A"
"5464","VIPAS39","Vps16B"
"5465","CHMP2A","Vps2"
"5466","CHMP6","Vps20"
"5467","CHMP3","Vps24"
"5468","VPS25","Vps25"
"5469","VPS26B","Vps26"
"5470","VPS28","Vps28"
"5471","VPS29","Vps29"
"5472","VPS33B","Vps33B"
"5473","VPS35","Vps35"
"5474","VPS36","Vps36"
"5475","VPS37B","Vps37B"
"5476","VPS39","Vps39"
"5477","VPS4B","Vps4"
"5478","VPS45","Vps45"
"5479","VPS50","Vps50"
"5480","VPS51","Vps51"
"5481","VPS52","Vps52"
"5482","VPS53","Vps53"
"5483","CHMP5","Vps60"
"5484","VPS8","Vps8"
"5485","WIPF1","Vrp1"
"5486","VPS37A","Vsp37A"
"5487","VTA1","Vta1"
"5488","VTI1A","Vti1a"
"5489","VTI1B","Vti1b"
"5490","WRAP53","WDR79"
"5491","WDR64","WDY"
"5492","WBP2","Wbp2"
"5493","WDFY2","Wdfy2"
"5494","WDR24","Wdr24"
"5495","WDR33","Wdr33"
"5496","WDR37","Wdr37"
"5497","WDR59","Wdr59"
"5498","WDR81","Wdr81"
"5499","WDR82","Wdr82"
"5500","DNAAF10","Wdr92"
"5501","WEE1","Wee1"
"5502","WNK4","Wnk"
"5503","WNT10B","Wnt10"
"5504","WNT7B","Wnt2"
"5505","WNT16","Wnt4"
"5506","WNT5B","Wnt5"
"5507","WNT6","Wnt6"
"5508","WWOX","Wwox"
"5509","APBA3","X11Lbeta"
"5510","ATRX","XNP"
"5511","XRCC1","XRCC1"
"5512","AKAP17A","Xe7"
"5513","XPA","Xpac"
"5514","XPC","Xpc"
"5515","ERCC2","Xpd"
"5516","XXYLT1","Xxylt"
"5517","VPS72","YL-1"
"5518","YME1L1","YME1L"
"5519","YIF1B","Yif1"
"5520","YIPF5","Yip1d1"
"5521","YKT6","Ykt6"
"5522","YOD1","Yod1"
"5523","PNLIPRP1","Yp1"
"5524","PNLIPRP1","Yp2"
"5525","PNLIPRP1","Yp3"
"5526","YPEL5","Ype"
"5527","YPEL2","Ypel"
"5528","YTHDC1","Ythdc1"
"5529","YTHDF3","Ythdf"
"5530","YLPM1","ZAP3"
"5531","ZC3H3","ZC3H3"
"5532","PDLIM7","Zasp52"
"5533","LIMS1","Zasp67"
"5534","PDCD2","Zfrp8"
"5535","SLC39A9","Zip102B"
"5536","SLC39A3","Zip42C.1"
"5537","SLC39A11","Zip48C"
"5538","SLC39A5","Zip71B"
"5539","SLC39A13","Zip99C"
"5540","DOCK7","Zir"
"5541","DOCK8","Ziz"
"5542","ZMYND10","Zmynd10"
"5543","ZFR","Zn72D"
"5544","SLC30A3","ZnT33D"
"5545","SLC30A3","ZnT35C"
"5546","SLC30A4","ZnT41F"
"5547","SLC30A9","ZnT49B"
"5548","SLC30A10","ZnT63C"
"5549","SLC30A3","ZnT77C"
"5550","SLC30A7","ZnT86D"
"5551","ZPR1","Zpr1"
"5552","G6PD","Zw"
"5553","ZW10","Zw10"
"5554","ZWILCH","Zwilch"
"5555","PEBP1","a5"
"5556","PSPH","aay"
"5557","DET1","abo"
"5558","DDX41","abs"
"5559","ASCL2","ac"
"5560","TGIF2","achi"
"5561","POU4F3","acj6"
"5562","WDTC1","adp"
"5563","CMTR2","aft"
"5564","FBXW7","ago"
"5565","MGMT","agt"
"5566","DDX52","ais"
"5567","AKIRIN2","akirin"
"5568","PRKAB1","alc"
"5569","COPS2","alien"
"5570","PPM1N","alph"
"5571","CTNNA1","alpha-Cat"
"5572","CTNNAL1","alpha-Catr"
"5573","CES2","alpha-Est1"
"5574","CES2","alpha-Est10"
"5575","CES2","alpha-Est2"
"5576","CES5A","alpha-Est3"
"5577","CES2","alpha-Est4"
"5578","CES1","alpha-Est5"
"5579","CES1","alpha-Est6"
"5580","CES2","alpha-Est7"
"5581","CES1","alpha-Est8"
"5582","CES2","alpha-Est9"
"5583","MAN2A1","alpha-Man-IIa"
"5584","MAN2A2","alpha-Man-IIb"
"5585","MAN1A2","alpha-Man-Ia"
"5586","MAN1B1","alpha-Man-Ib"
"5587","MAN1C1","alpha-Man-Ic"
"5588","FARSA","alpha-PheRS"
"5589","SPTAN1","alpha-Spec"
"5590","A4GALT","alpha4GT1"
"5591","A4GALT","alpha4GT2"
"5592","COPA","alphaCOP"
"5593","KPNA3","alphaKap4"
"5594","NAPA","alphaSnap"
"5595","PRSS53","alphaTry"
"5596","TUBA1C","alphaTub85E"
"5597","RRBP1","alt"
"5598","LIN9","aly"
"5599","PCSK2","amon"
"5600","ATOH7","amos"
"5601","TM2D2","amrt"
"5602","TM2D3","amx"
"5603","RTTN","ana3"
"5604","GPR155","anchor"
"5605","ANGEL2","angel"
"5606","ATP13A5","anne"
"5607","ACBD6","anox"
"5608","CRISP3","antr"
"5609","APH1A","aph-1"
"5610","ZDHHC14","app"
"5611","PNRC2","aqz"
"5612","SLC25A12","aralar1"
"5613","ARG1","arg"
"5614","ARIH1","ari-1"
"5615","ARIH2","ari-2"
"5616","JUP","arm"
"5617","CT55","armi"
"5618","LRP6","arr"
"5619","EPS8L2","aru"
"5620","GTSF1L","arx"
"5621","ASCL2","ase"
"5622","ASF1A","asf1"
"5623","KMT2B","ash1"
"5624","ASH2L","ash2"
"5625","ASPM","asp"
"5626","OCIAD1","asrij"
"5627","ASTE1","ast"
"5628","INTS13","asun"
"5629","DHX33","ath"
"5630","ATL1","atl"
"5631","PAF1","atms"
"5632","ATOH7","ato"
"5633","PIWIL1","aub"
"5634","AURKA","aurA"
"5635","GAK","aux"
"5636","SAMD12","ave"
"5637","BTBD19","axed"
"5638","ZNF497","az2"
"5639","CSAD","b"
"5640","ACVR1B","babo"
"5641","TMED10","bai"
"5642","VRK1","ball"
"5643","HTATSF1","barc"
"5644","NCAPH","barr"
"5645","PARD3","baz"
"5646","CHPT1","bbc"
"5647","BBX","bbx"
"5648","BLCAP","bc10"
"5649","WDFY3","bchs"
"5650","MCAT","beg"
"5651","UBE2N","ben"
"5652","COPB2","beta'COP"
"5653","MANBA","beta-Man"
"5654","FARSB","beta-PheRS"
"5655","SPTBN1","beta-Spec"
"5656","B3GALT6","beta3GalTII"
"5657","B4GALT2","beta4GalNAcTA"
"5658","B4GALT7","beta4GalT7"
"5659","COPB1","betaCOP"
"5660","GUSB","betaGlu"
"5661","PRSS53","betaTry"
"5662","TUBB4B","betaTub56D"
"5663","TUBB2B","betaTub85D"
"5664","PGGT1B","betaggt-I"
"5665","ACSBG1","bgm"
"5666","BTF3L4","bic"
"5667","MACO1","bif"
"5668","MLX","bigmax"
"5669","MEPCE","bin3"
"5670","TM2D1","bisc"
"5671","PRKRA","blanks"
"5672","PAM16","blp"
"5673","ATP5F1A","blw"
"5674","MESD","boca"
"5675","BOLL","bol"
"5676","MRPS15","bonsai"
"5677","ATAD3A","bor"
"5678","BORA","bora"
"5679","EXTL3","botv"
"5680","SMARCA2","brm"
"5681","B3GNT6","brn"
"5682","CELF2","bru1"
"5683","CELF1","bru2"
"5684","CELF6","bru3"
"5685","TRAPPC9","brun"
"5686","LRPPRC","bsf"
"5687","HMCN1","bt"
"5688","MEOX1","btn"
"5689","DYNC2H1","btv"
"5690","CASC3","btz"
"5691","TXNDC15","bug"
"5692","SLC5A8","bumpel"
"5693","TSC22D3","bun"
"5694","GMPS","bur"
"5695","BVES","bves"
"5696","ACER2","bwa"
"5697","BYSL","bys"
"5698","CWC15","c12.1"
"5699","VWA8","c12.2"
"5700","ITPRIP","cGlr2"
"5701","NT5C3B","cN-IIIB"
"5702","RCCD1","ca"
"5703","NFKBIA","cact"
"5704","CACTIN","cactin"
"5705","BAP1","calypso"
"5706","TAF5","can"
"5707","CENPE","cana"
"5708","LRRC53","caps"
"5709","CAP1","capt"
"5710","FAM47B","capu"
"5711","VPS33A","car"
"5712","CASZ1","cas"
"5713","FAF1","casp"
"5714","API5","cass"
"5715","CTSD","cathD"
"5716","FUS","caz"
"5717","CLP1","cbc"
"5718","GOLGA1","cbs"
"5719","IPO13","cdm"
"5720","GULP1","ced-6"
"5721","CERT1","cert"
"5722","CLASP2","chb"
"5723","PFN4","chic"
"5724","IRS1","chico"
"5725","DBF4","chif"
"5726","DDIT4L","chrb"
"5727","ZXDA","ci"
"5728","CIC","cic"
"5729","GPHN","cin"
"5730","SH3KBP1","cindr"
"5731","MYO7A","ck"
"5732","OSTF1","ckn"
"5733","TXNDC17","cl"
"5734","TSPEAR","clos"
"5735","CLUH","clu"
"5736","GRIK2","clumsy"
"5737","AP3M2","cm"
"5738","CENPE","cmet"
"5739","CNIH1","cni"
"5740","CNIH4","cnir"
"5741","CNKSR3","cnk"
"5742","AFDN","cno"
"5743","TARDBP","cocoon"
"5744","NSF","comt"
"5745","ARHGAP18","conu"
"5746","EPB41","cora"
"5747","CORO6","coro"
"5748","CAPZA1","cpa"
"5749","CAPZB","cpb"
"5750","CPLX2","cpx"
"5751","CRAMP1","crm"
"5752","CRNKL1","crn"
"5753","FOXC2","croc"
"5754","TFAP4","crp"
"5755","SCARB1","crq"
"5756","PRMT5","csul"
"5757","CUX2","ct"
"5758","GNA13","cta"
"5759","DYNLL2","ctp"
"5760","NOCT","cu"
"5761","DXO","cuff"
"5762","EIF4ENIF1","cup"
"5763","CHTF18","cutlet"
"5764","TWSG1","cv"
"5765","HEY2","cwo"
"5766","ARHGEF2","cyst"
"5767","EPX","cysu"
"5768","HPCAL4","d-cup"
"5769","DPF2","d4"
"5770","DUT","dUTPase"
"5771","TCF4","da"
"5772","DACH2","dac"
"5773","KCMF1","dah"
"5774","GPC5","dally"
"5775","SMYD2","dao"
"5776","KLF17","dar1"
"5777","FDXR","dare"
"5778","NODAL","daw"
"5779","KRR1","dbe"
"5780","ZMAT4","dbf"
"5781","KLHL20","dbo"
"5782","RGS7BP","dcma"
"5783","CSNK1D","dco"
"5784","INTS7","defl"
"5785","ARCN1","deltaCOP"
"5786","PRSS53","deltaTry"
"5787","ANKRD6","dgo"
"5788","KANSL2","dgt1"
"5789","HAUS6","dgt6"
"5790","DIAPH2","dia"
"5791","CEP131","dila"
"5792","BHLHA15","dimm"
"5793","BNC1","disco"
"5794","BNC1","disco-r"
"5795","DISP1","disp"
"5796","PARK7","dj-1beta"
"5797","RELA","dl"
"5798","DLG4","dlg1"
"5799","GPC6","dlp"
"5800","SLC17A5","dmGlut"
"5801","FBXO28","dmpd"
"5802","DMRT2","dmrt11E"
"5803","DMRTC1B","dmrt99B"
"5804","PDE4B","dnc"
"5805","TK2","dnk"
"5806","MYLIP","dnr1"
"5807","NCK1","dock"
"5808","PIN1","dod"
"5809","MAST3","dop"
"5810","VPS18","dor"
"5811","GAB3","dos"
"5812","MCM4","dpa"
"5813","HES5","dpn"
"5814","SUPT16H","dre4"
"5815","GRB2","drk"
"5816","OSR1","drm"
"5817","DROSHA","drosha"
"5818","SCARB2","dsb"
"5819","DVL3","dsh"
"5820","TMEM132C","dtn"
"5821","DNAAF1","dtr"
"5822","CDT1","dup"
"5823","SATB2","dve"
"5824","ZNF324","dwg"
"5825","NPAS4","dysf"
"5826","ERH","e(r)"
"5827","ENY2","e(y)2"
"5828","PHF10","e(y)3"
"5829","EEF1B2","eEF1beta"
"5830","EEF1B2","eEF1delta"
"5831","EEF1G","eEF1gamma"
"5832","EEF2","eEF2"
"5833","EIF5A","eEF5"
"5834","EEFSEC","eEFSec"
"5835","EIF1","eIF1"
"5836","EIF1AX","eIF1A"
"5837","EIF2A","eIF2A"
"5838","EIF2B1","eIF2Balpha"
"5839","EIF2B2","eIF2Bbeta"
"5840","EIF2B4","eIF2Bdelta"
"5841","EIF2B5","eIF2Bepsilon"
"5842","EIF2B3","eIF2Bgamma"
"5843","EIF2D","eIF2D"
"5844","EIF2S1","eIF2alpha"
"5845","EIF2S2","eIF2beta"
"5846","EIF2S3","eIF2gamma"
"5847","EIF3A","eIF3a"
"5848","EIF3B","eIF3b"
"5849","EIF3C","eIF3c"
"5850","EIF3D","eIF3d1"
"5851","EIF3D","eIF3d2"
"5852","EIF3E","eIF3e"
"5853","EIF3F","eIF3f1"
"5854","EIF3F","eIF3f2"
"5855","EIF3G","eIF3g1"
"5856","EIF3G","eIF3g2"
"5857","EIF3H","eIF3h"
"5858","EIF3I","eIF3i"
"5859","EIF3J","eIF3j"
"5860","EIF3K","eIF3k"
"5861","EIF3L","eIF3l"
"5862","EIF3M","eIF3m"
"5863","EIF4A1","eIF4A"
"5864","EIF4B","eIF4B"
"5865","EIF4E","eIF4E1"
"5866","EIF4E","eIF4E3"
"5867","EIF4E","eIF4E4"
"5868","EIF4E","eIF4E5"
"5869","EIF4E","eIF4E6"
"5870","EIF4E","eIF4E7"
"5871","EIF4E2","eIF4EHP"
"5872","EIF4H","eIF4H1"
"5873","EIF4H","eIF4H2"
"5874","EIF5","eIF5"
"5875","EIF6","eIF6"
"5876","ETF1","eRF1"
"5877","TPSB2","ea"
"5878","KCNH1","eag"
"5879","MLLT1","ear"
"5880","ETNK1","eas"
"5881","TBL1XR1","ebi"
"5882","XPO6","ebo"
"5883","TMED4","eca"
"5884","ECD","ecd"
"5885","POLK","eco"
"5886","KIRREL1","ed"
"5887","UBE2D1","eff"
"5888","EZH1","egg"
"5889","EXD1","egl"
"5890","ZNF703","elB"
"5891","CRLF3","elg1"
"5892","RNF41","elgi"
"5893","CHP1","elm"
"5894","CLEC16A","ema"
"5895","XPO1","emb"
"5896","ID2","emc"
"5897","TMEM161B","emei"
"5898","SCARB2","emp"
"5899","EN1","en"
"5900","VASP","ena"
"5901","ARPP21","enc"
"5902","MAP7","ens"
"5903","COPE","epsilonCOP"
"5904","PRSS53","epsilonTry"
"5905","LMAN1L","ergic53"
"5906","EED","esc"
"5907","EED","escl"
"5908","PRICKLE3","esn"
"5909","NRF1","ewg"
"5910","FRMD1","ex"
"5911","PBX1","exd"
"5912","EYA3","eya"
"5913","ESPN","f"
"5914","FA2H","fa2h"
"5915","PIKFYVE","fab1"
"5916","FABP3","fabp"
"5917","SAMHD1","fal"
"5918","VAPA","fan"
"5919","XAB2","fand"
"5920","FAXC","fax"
"5921","PANK3","fbl"
"5922","FBP1","fbp"
"5923","FOXD2","fd59A"
"5924","FOXB2","fd96Ca"
"5925","FOXB1","fd96Cb"
"5926","HEXB","fdl"
"5927","FXN","fh"
"5928","CCDC93","fidipidine"
"5929","PPTC7","fig"
"5930","IGLON5","fipi"
"5931","FJX1","fj"
"5932","FOXA2","fkh"
"5933","WTAP","fl(2)d"
"5934","PPP4R3A","flfl"
"5935","FLII","fliI"
"5936","WDR1","flr"
"5937","PPP1CB","flw"
"5938","TPSAB1","flz"
"5939","PPP6R3","fmt"
"5940","ELAVL2","fne"
"5941","RFNG","fng"
"5942","SLC39A10","foi"
"5943","FAM47B","form3"
"5944","EYS","frac"
"5945","STK39","fray"
"5946","SLC35D2","frc"
"5947","KIRREL3","fred"
"5948","MBOAT7","frj"
"5949","KEL","frma"
"5950","WDPCP","frtz"
"5951","FRYL","fry"
"5952","TMEM183A","fsd"
"5953","FAT4","ft"
"5954","NR5A2","ftz-f1"
"5955","STK36","fu"
"5956","ESRP1","fus"
"5957","PI4KB","fwd"
"5958","CACFD1","fwe"
"5959","COG5","fws"
"5960","FUZ","fy"
"5961","FRZB","fz"
"5962","FZD5","fz2"
"5963","FZD10","fz3"
"5964","FZD4","fz4"
"5965","MFN1","fzo"
"5966","FZR1","fzr"
"5967","FZR1","fzr2"
"5968","CDC20","fzy"
"5969","AP3D1","g"
"5970","LGALS7B","galectin"
"5971","CIAO2A","galla-1"
"5972","CIAO2B","galla-2"
"5973","COPG1","gammaCOP"
"5974","NAPG","gammaSnap1"
"5975","NAPG","gammaSnap2"
"5976","PRSS53","gammaTry"
"5977","TUBG1","gammaTub23C"
"5978","GBF1","garz"
"5979","CES4A","gas"
"5980","BMAL2","gce"
"5981","GMCL1","gcl"
"5982","GCM2","gcm"
"5983","GCM2","gcm2"
"5984","DGCR6L","gdl"
"5985","CDC42BPB","gek"
"5986","TFCP2L1","gem"
"5987","GMNN","geminin"
"5988","TSC2","gig"
"5989","CSNK1G2","gish"
"5990","TDP1","gkt"
"5991","HNRNPH3","glo"
"5992","HBZ","glob1"
"5993","SMC4","glu"
"5994","ALG6","gny"
"5995","KEL","goe"
"5996","RNF150","gol"
"5997","DOT1L","gpp"
"5998","KLHL25","gprs"
"5999","GATA1","grn"
"6000","TLE3","gro"
"6001","CHEK1","grp"
"6002","NPEPL1","grsm"
"6003","TRAPPC11","gry"
"6004","GSK3B","gskt"
"6005","ODAD2","gudu"
"6006","SPSB1","gus"
"6007","MASTL","gwl"
"6008","RNF215","gzl"
"6009","HES5","h"
"6010","MECOM","ham"
"6011","ZNF497","hang"
"6012","ERCC3","hay"
"6013","ZNF444","hb"
"6014","NPHS1","hbs"
"6015","DONSON","hd"
"6016","HECA","hdc"
"6017","MEIOB","hdm"
"6018","UBIAD1","heix"
"6019","PTBP1","heph"
"6020","PUF60","hfp"
"6021","HGD","hgo"
"6022","DHH","hh"
"6023","SCPEP1","hiro"
"6024","ACSBG1","hll"
"6025","BLTP2","hob"
"6026","OCA2","hoe1"
"6027","OCA2","hoe2"
"6028","SNU13","hoip"
"6029","CD2BP2","holn1"
"6030","HOMER2","homer"
"6031","HOOK2","hook"
"6032","STK3","hpo"
"6033","PAPOLB","hrg"
"6034","MEIS1","hth"
"6035","ARID5A","htk"
"6036","ADD3","hts"
"6037","HTT","htt"
"6038","UBR5","hyd"
"6039","CDC73","hyx"
"6040","CTDSP1","hzg"
"6041","PLA2G6","iPLA2-VIA"
"6042","TRPV5","iav"
"6043","CLNS1A","icln"
"6044","RSU1","ics"
"6045","ANAPC5","ida"
"6046","ITGA9","if"
"6047","DEGS1","ifc"
"6048","SPA17","igl"
"6049","INTU","in"
"6050","PRKCA","inaC"
"6051","KCTD5","inc"
"6052","INSC","insc"
"6053","EN1","inv"
"6054","PRSS53","iotaTry"
"6055","JAGN1","jagn"
"6056","PHPT1","janA"
"6057","PHPT1","janB"
"6058","MYO6","jar"
"6059","GAS2L2","jbug"
"6060","MFSD6","jef"
"6061","FBXL19","jet"
"6062","SMC6","jnj"
"6063","JPH1","jp"
"6064","FOXN1","jumu"
"6065","PRSS53","kappaTry"
"6066","KATNA1","kat-60L1"
"6067","KATNB1","kat80"
"6068","SLC12A4","kcc"
"6069","CS","kdn"
"6070","LRG1","kek3"
"6071","KLHL12","kel"
"6072","GIPC3","kermit"
"6073","WWC1","kibra"
"6074","KIN","kin17"
"6075","KIRREL1","kirre"
"6076","DNAH2","kl-2"
"6077","DNAH5","kl-3"
"6078","LSAMP","klg"
"6079","KLHL10","klhl10"
"6080","ZNF740","klu"
"6081","ZNF335","kmg"
"6082","EBF1","kn"
"6083","THBD","knk"
"6084","ATP5PD","knon"
"6085","STOX2","ko"
"6086","CCNQ","koko"
"6087","CSPG4","kon"
"6088","BZW1","kra"
"6089","ABHD6","kraken"
"6090","UPRT","kri"
"6091","ARRB1","krz"
"6092","TMEM167A","ksh"
"6093","SPTBN5","kst"
"6094","MED12","kto"
"6095","TULP2","ktub"
"6096","TMEM258","kud"
"6097","SLC5A8","kumpel"
"6098","ADAM10","kuz"
"6099","DHX37","kz"
"6100","BUD31","l(1)10Bb"
"6101","PNO1","l(1)G0004"
"6102","NAT10","l(1)G0020"
"6103","PPIP5K2","l(1)G0196"
"6104","PLXDC2","l(1)G0289"
"6105","SSR1","l(1)G0320"
"6106","ASCL2","l(1)sc"
"6107","ABCC4","l(2)03659"
"6108","GRWD1","l(2)09851"
"6109","NSUN4","l(2)10685"
"6110","REELD1","l(2)34Fc"
