"","human_gene","zebarfish_gene"
"11093","PLPPR4","plppr4a"
"11094","PLPPR5","plppr5a"
"11095","PLPPR5","plppr5b"
"11096","PLRG1","plrg1"
"11097","PLS1","pls1"
"11098","PLS3","pls3"
"11099","PLSCR2","plscr3a"
"11100","PLSCR2","plscr3b"
"11101","PLTP","pltp"
"11102","PLVAP","plvapa"
"11103","PLVAP","plvapb"
"11104","PLXDC1","plxdc1"
"11105","PLXDC2","plxdc2"
"11106","PLXNA1","plxna1a"
"11107","PLXNA2","plxna2"
"11108","PLXNA3","plxna3"
"11109","PLXNA4","plxna4"
"11110","PLXNB1","plxnb1a"
"11111","PLXNB1","plxnb1b"
"11112","PLXNB2","plxnb2a"
"11113","PLXNB2","plxnb2b"
"11114","PLXNB3","plxnb3"
"11115","PLXNC1","plxnc1"
"11116","PLXND1","plxnd1"
"11117","PM20D1","pm20d1.1"
"11118","PM20D1","pm20d1.2"
"11119","PMCH","pmch"
"11120","PMCH","pmchl"
"11121","PMEL","pmela"
"11122","PMEL","pmelb"
"11123","PMFBP1","pmfbp1"
"11124","PMM1","pmm1"
"11125","PMM2","pmm2"
"11126","PMP22","pmp22a"
"11127","PMP22","pmp22b"
"11128","PMPCA","pmpca"
"11129","PMPCB","pmpcb"
"11130","PMS1","pms1"
"11131","PMS2","pms2"
"11132","PMVK","pmvk"
"11133","PNISR","pnisr"
"11134","PNKD","pnkd"
"11135","PNKP","pnkp"
"11136","PNN","pnn"
"11137","PNO1","pno1"
"11138","PNOC","pnoca"
"11139","PNOC","pnocb"
"11140","PNP","pnp4a"
"11141","PNP","pnp4b"
"11142","PNP","pnp5a"
"11143","PNP","pnp5b"
"11144","PNPLA2","pnpla2"
"11145","PNPLA3","pnpla3"
"11146","PNPLA4","pnpla4"
"11147","PNPLA6","pnpla6"
"11148","PNPLA7","pnpla7a"
"11149","PNPLA7","pnpla7b"
"11150","PNPLA8","pnpla8"
"11151","PNPO","pnpo"
"11152","PNRC1","pnrc1"
"11153","PNRC2","pnrc2"
"11154","POC1A","poc1a"
"11155","GALNT4","poc1bl"
"11156","PODN","podn"
"11157","PODXL","podxl"
"11158","POF1B","pof1b"
"11159","POFUT1","pofut1"
"11160","POFUT2","pofut2"
"11161","POGLUT1","poglut1"
"11162","POGLUT2","poglut2"
"11163","POGLUT3","poglut3"
"11164","POLA1","pola1"
"11165","POLA2","pola2"
"11166","POLB","polb"
"11167","POLD1","pold1"
"11168","POLD2","pold2"
"11169","POLDIP2","poldip2"
"11170","POLDIP3","poldip3"
"11171","POLE","pole"
"11172","POLE2","pole2"
"11173","POLE4","pole4"
"11174","POLG","polg"
"11175","POLG2","polg2"
"11176","POLH","polh"
"11177","POLI","poli"
"11178","POLK","polk"
"11179","POLL","poll"
"11180","POLM","polm"
"11181","POLN","poln"
"11182","POLQ","polq"
"11183","POLR1A","polr1a"
"11184","POLR1B","polr1b"
"11185","POLR1C","polr1c"
"11186","POLR1D","polr1d"
"11187","POLR1E","polr1e"
"11188","POLR2A","polr2a"
"11189","POLR2B","polr2b"
"11190","POLR2C","polr2c"
"11191","POLR2D","polr2d"
"11192","POLR2E","polr2eb"
"11193","POLR2F","polr2f"
"11194","POLR2G","polr2gl"
"11195","POLR2H","polr2h"
"11196","POLR2I","polr2i"
"11197","POLR2J2","polr2j"
"11198","POLR2K","polr2k"
"11199","POLR2L","polr2l"
"11200","POLR2M","polr2m"
"11201","POLR3A","polr3a"
"11202","POLR3B","polr3b"
"11203","POLR3C","polr3c"
"11204","POLR3D","polr3d"
"11205","POLR3E","polr3e"
"11206","POLR3F","polr3f"
"11207","POLR3H","polr3h"
"11208","POLR3K","polr3k"
"11209","POLRMT","polrmt"
"11210","POM121","pom121"
"11211","POMC","pomca"
"11212","POMC","pomcb"
"11213","POMGNT1","pomgnt1"
"11214","POMGNT2","pomgnt2"
"11215","POMK","pomk"
"11216","POMP","pomp"
"11217","POMT1","pomt1"
"11218","POMT2","pomt2"
"11219","PON1","pon1"
"11220","PON1","pon2"
"11221","PON1","pon3.2"
"11222","POP1","pop1"
"11223","POP4","pop4"
"11224","POP5","pop5"
"11225","POP7","pop7"
"11226","POPDC3","popdc3"
"11227","POR","pora"
"11228","POR","porb"
"11229","PORCN","porcn"
"11230","PORCN","porcnl"
"11231","POSTN","postna"
"11232","POSTN","postnb"
"11233","POT1","pot1"
"11234","POU1F1","pou1f1"
"11235","POU2F1","pou2f1b"
"11236","POU2F2","pou2f2a"
"11237","POU2F3","pou2f3"
"11238","POU5F2","pou3f1"
"11239","POU3F2","pou3f2b"
"11240","POU4F1","pou4f1"
"11241","POU4F2","pou4f2"
"11242","POU4F3","pou4f3"
"11243","POU5F2","pou5f3"
"11244","POU6F1","pou6f1"
"11245","POU6F2","pou6f2"
"11246","PPA1","ppa1a"
"11247","PPA1","ppa1b"
"11248","PPA2","ppa2"
"11249","PPAN","ppan"
"11250","PPARA","pparaa"
"11251","PPARA","pparab"
"11252","PPARD","pparda"
"11253","PPARD","ppardb"
"11254","PPARGC1A","ppargc1a"
"11255","PPARGC1B","ppargc1b"
"11256","PPAT","ppat"
"11257","PPCDC","ppcdc"
"11258","PPCS","ppcs"
"11259","PPDPF","ppdpfa"
"11260","PPDPF","ppdpfb"
"11261","PPEF1","ppef1"
"11262","PPFIA1","ppfia1"
"11263","PPFIA2","ppfia2"
"11264","PPFIA3","ppfia3"
"11265","PPFIA4","ppfia4"
"11266","PPFIBP1","ppfibp1a"
"11267","PPFIBP1","ppfibp1b"
"11268","PPFIBP2","ppfibp2a"
"11269","PPFIBP2","ppfibp2b"
"11270","PPHLN1","pphln1"
"11271","PPIAL4F","ppiaa"
"11272","PPIAL4F","ppiab"
"11273","PPIB","ppib"
"11274","PPIC","ppic"
"11275","PPID","ppid"
"11276","PPIE","ppie"
"11277","PPIAL4F","ppifa"
"11278","PPIF","ppifb"
"11279","PPIG","ppig"
"11280","PPIH","ppih"
"11281","PPIL1","ppil1"
"11282","PPIL2","ppil2"
"11283","PPIL4","ppil4"
"11284","PPIL6","ppil6"
"11285","PPIP5K1","ppip5k1a"
"11286","PPIP5K1","ppip5k1b"
"11287","PPIP5K2","ppip5k2"
"11288","PPL","ppl"
"11289","PPM1A","ppm1aa"
"11290","PPM1A","ppm1ab"
"11291","PPM1B","ppm1ba"
"11292","PPM1D","ppm1da"
"11293","PPM1D","ppm1db"
"11294","PPM1E","ppm1e"
"11295","PPM1F","ppm1f"
"11296","PPM1G","ppm1g"
"11297","PPM1M","ppm1h"
"11298","PPM1M","ppm1j"
"11299","PPM1K","ppm1k"
"11300","PPM1L","ppm1la"
"11301","PPM1M","ppm1na"
"11302","PPM1M","ppm1nb"
"11303","PPME1","ppme1"
"11304","PPOX","ppox"
"11305","PPP1CB","ppp1cb"
"11306","PPP1CB","ppp1cbl"
"11307","PPP1R10","ppp1r10"
"11308","PPP1R11","ppp1r11"
"11309","PPP1R12A","ppp1r12a"
"11310","PPP1R12C","ppp1r12c"
"11311","PPP1R13B","ppp1r13ba"
"11312","PPP1R13B","ppp1r13bb"
"11313","PPP1R13L","ppp1r13l"
"11314","PPP1R14A","ppp1r14aa"
"11315","PPP1R14B","ppp1r14ba"
"11316","PPP1R14B","ppp1r14bb"
"11317","PPP1R14C","ppp1r14c"
"11318","PPP1R16A","ppp1r16a"
"11319","PPP1R16B","ppp1r16b"
"11320","PPP1R1B","ppp1r1b"
"11321","PPP1R1C","ppp1r1c"
"11322","PPP1R2B","ppp1r2"
"11323","PPP1R21","ppp1r21"
"11324","PPP1R26","ppp1r26"
"11325","PPP1R27","ppp1r27b"
"11326","PPP1R37","ppp1r37"
"11327","PPP1R3A","ppp1r3aa"
"11328","PPP1R3A","ppp1r3ab"
"11329","PPP1R3B","ppp1r3b"
"11330","PPP1R3C","ppp1r3ca"
"11331","PPP1R3C","ppp1r3cb"
"11332","PPP1R3D","ppp1r3da"
"11333","PPP1R3D","ppp1r3db"
"11334","PPP1R42","ppp1r42"
"11335","PPP1R8","ppp1r8a"
"11336","PPP1R8","ppp1r8b"
"11337","PPP1R9A","ppp1r9a"
"11338","PPP1R9B","ppp1r9ba"
"11339","PPP1R9B","ppp1r9bb"
"11340","PPP2CA","ppp2ca"
"11341","PPP2R1B","ppp2r1ba"
"11342","PPP2R1B","ppp2r1bb"
"11343","PPP2R2C","ppp2r2ca"
"11344","PPP2R2C","ppp2r2cb"
"11345","PPP2R2D","ppp2r2d"
"11346","PPP2R3A","ppp2r3a"
"11347","PPP2R3C","ppp2r3c"
"11348","PPP2R5A","ppp2r5a"
"11349","PPP2R5B","ppp2r5b"
"11350","PPP2R5C","ppp2r5ca"
"11351","PPP2R5C","ppp2r5cb"
"11352","PPP2R5D","ppp2r5d"
"11353","PPP2R5E","ppp2r5ea"
"11354","PPP2R5E","ppp2r5eb"
"11355","PPP3CC","ppp3ccb"
"11356","PPP3R1","ppp3r1a"
"11357","PPP3R1","ppp3r1b"
"11358","PPP4C","ppp4ca"
"11359","PPP4C","ppp4cb"
"11360","PPP4R1","ppp4r1"
"11361","PPP4R3B","ppp4r3b"
"11362","PPP4R4","ppp4r4"
"11363","PPP5C","ppp5c"
"11364","PPP6C","ppp6c"
"11365","PPP6R2","ppp6r2a"
"11366","PPP6R2","ppp6r2b"
"11367","PPP6R3","ppp6r3"
"11368","PPRC1","pprc1"
"11369","PPT1","ppt1"
"11370","PPT2","ppt2"
"11371","PPTC7","pptc7a"
"11372","PPTC7","pptc7b"
"11373","PPWD1","ppwd1"
"11374","PQBP1","pqbp1"
"11375","PRAF2","praf2"
"11376","PRC1","prc1a"
"11377","PRC1","prc1b"
"11378","PRCC","prcc"
"11379","PRCP","prcp"
"11380","PRDM10","prdm10"
"11381","PRDM11","prdm11"
"11382","PRDM12","prdm12b"
"11383","PRDM13","prdm13"
"11384","PRDM14","prdm14"
"11385","PRDM1","prdm1a"
"11386","ZNF786","prdm2a"
"11387","PRDM2","prdm2b"
"11388","PRDM4","prdm4"
"11389","PRDM5","prdm5"
"11390","PRDM8","prdm8b"
"11391","PRDX1","prdx1"
"11392","PRDX3","prdx3"
"11393","PRDX4","prdx4"
"11394","PRDX5","prdx5"
"11395","PREB","preb"
"11396","PRELID1","prelid1a"
"11397","PRELID3A","prelid3a"
"11398","PRELID3B","prelid3b"
"11399","PRELP","prelp"
"11400","PREP","prep"
"11401","PREPL","prepl"
"11402","PREX1","prex1"
"11403","PREX2","prex2"
"11404","PRF1","prf1.2"
"11405","PRF1","prf1.7"
"11406","PRG4","prg4a"
"11407","PRG4","prg4b"
"11408","PRICKLE1","prickle1a"
"11409","PRICKLE1","prickle1b"
"11410","PRICKLE2","prickle2a"
"11411","PRICKLE2","prickle2b"
"11412","PRICKLE3","prickle3"
"11413","PRIM1","prim1"
"11414","PRIM2","prim2"
"11415","PRIMPOL","primpol"
"11416","PRKAA1","prkaa1"
"11417","PRKAA2","prkaa2"
"11418","PRKAB1","prkab1a"
"11419","PRKAB1","prkab1b"
"11420","PRKACG","prkacab"
"11421","PRKACG","prkacba"
"11422","PRKAG1","prkag1"
"11423","PRKAG2","prkag2a"
"11424","PRKAG3","prkag3a"
"11425","PRKAG3","prkag3b"
"11426","PRKAR1A","prkar1ab"
"11427","PRKAR1B","prkar1b"
"11428","PRKAR2A","prkar2aa"
"11429","PRKAR2A","prkar2ab"
"11430","PRKCA","prkcaa"
"11431","PRKCA","prkcab"
"11432","PRKCB","prkcba"
"11433","PRKCB","prkcbb"
"11434","ZMYND8","prkcbp1l"
"11435","PRKCD","prkcda"
"11436","PRKCD","prkcdb"
"11437","PRKCE","prkcea"
"11438","PRKCE","prkceb"
"11439","PRKCG","prkcg"
"11440","PRKCH","prkcha"
"11441","PRKCH","prkchb"
"11442","PRKCQ","prkcq"
"11443","PRKCSH","prkcsh"
"11444","PRKCZ","prkcz"
"11445","PRKD1","prkd1"
"11446","PRKD2","prkd2"
"11447","PRKD3","prkd3"
"11448","PRKDC","prkdc"
"11449","PRKG1","prkg1b"
"11450","PRKG2","prkg2"
"11451","PRKACG","prkg3"
"11452","PRKN","prkn"
"11453","PRKRA","prkra"
"11454","PRKRIP1","prkrip1"
"11455","PRKX","prkx"
"11456","PRL","prl"
"11457","PRLH","prlh2"
"11458","PRLR","prlra"
"11459","PRLR","prlrb"
"11460","PRMT1","prmt1"
"11461","PRMT2","prmt2"
"11462","PRMT3","prmt3"
"11463","PRMT5","prmt5"
"11464","PRMT6","prmt6"
"11465","PRMT7","prmt7"
"11466","PRMT8","prmt8b"
"11467","PRMT9","prmt9"
"11468","PROC","proca"
"11469","PROCA1","proca1"
"11470","PRODH","prodha"
"11471","PRODH","prodhb"
"11472","PROK1","prok1"
"11473","PROK2","prok2"
"11474","PROM1","prom1a"
"11475","PROM1","prom1b"
"11476","PROM2","prom2"
"11477","PRORP","prorp"
"11478","PROS1","pros1"
"11479","PROSER1","proser1"
"11480","PROSER3","proser3"
"11481","PROX1","prox1a"
"11482","PROX2","prox2"
"11483","PROZ","proza"
"11484","PROZ","prozb"
"11485","PRPF18","prpf18"
"11486","PRPF19","prpf19"
"11487","PRPF3","prpf3"
"11488","PRPF31","prpf31"
"11489","PRPF38A","prpf38a"
"11490","PRPF39","prpf39"
"11491","PRPF4","prpf4"
"11492","PRPF40A","prpf40a"
"11493","PRPF4B","prpf4ba"
"11494","PRPF4B","prpf4bb"
"11495","PRPF6","prpf6"
"11496","PRPF8","prpf8"
"11497","PRPH","prph"
"11498","PRPH2","prph2a"
"11499","PRPH2","prph2b"
"11500","PRPS1","prps1b"
"11501","PRPSAP1","prpsap1"
"11502","PRPSAP2","prpsap2"
"11503","PRR11","prr11"
"11504","PRR12","prr12a"
"11505","PRR12","prr12b"
"11506","PRR14","prr14"
"11507","PRR15","prr15lb"
"11508","PRR16","prr16"
"11509","PRR18","prr18"
"11510","PRR5","prr5a"
"11511","PRRC1","prrc1"
"11512","PRRC2A","prrc2a"
"11513","PRRC2C","prrc2c"
"11514","PRRG1","prrg1"
"11515","PRRG4","prrg4"
"11516","PRRT2","prrt2"
"11517","PRRT4","prrt4"
"11518","PRRX1","prrx1a"
"11519","PRRX1","prrx1b"
"11520","PRSS1","prss1"
"11521","PRSS12","prss12"
"11522","PRSS35","prss35"
"11523","PRSS56","prss56"
"11524","TPSD1","prss60.1"
"11525","TPSD1","prss60.2"
"11526","TPSD1","prss60.3"
"11527","PRTFDC1","prtfdc1"
"11528","PRTG","prtga"
"11529","PRTG","prtgb"
"11530","PRUNE1","prune"
"11531","PRUNE2","prune2"
"11532","PRXL2C","prxl2c"
"11533","PSAP","psap"
"11534","PSAT1","psat1"
"11535","PSD2","psd2"
"11536","PSD3","psd3l"
"11537","PSD","psda"
"11538","PSEN1","psen1"
"11539","PSEN2","psen2"
"11540","PSENEN","psenen"
"11541","PSIP1","psip1a"
"11542","PSIP1","psip1b"
"11543","PSKH1","pskh1"
"11544","PSMA1","psma1"
"11545","PSMA2","psma2"
"11546","PSMA3","psma3"
"11547","PSMA4","psma4"
"11548","PSMA5","psma5"
"11549","PSMA6","psma6a"
"11550","PSMA6","psma6b"
"11551","PSMA8","psma8"
"11552","PSMB1","psmb1"
"11553","PSMB10","psmb10"
"11554","PSMB11","psmb11a"
"11555","PSMB11","psmb11b"
"11556","PSMB2","psmb2"
"11557","PSMB3","psmb3"
"11558","PSMB4","psmb4"
"11559","PSMB5","psmb5"
"11560","PSMB6","psmb6"
"11561","PSMB7","psmb7"
"11562","PSMB8","psmb8a"
"11563","PSMB9","psmb9a"
"11564","PSMC1","psmc1a"
"11565","PSMC1","psmc1b"
"11566","PSMC2","psmc2"
"11567","PSMC3","psmc3"
"11568","PSMC3IP","psmc3ip"
"11569","PSMC4","psmc4"
"11570","PSMC5","psmc5"
"11571","PSMC6","psmc6"
"11572","PSMD1","psmd1"
"11573","PSMD10","psmd10"
"11574","PSMD11","psmd11a"
"11575","PSMD11","psmd11b"
"11576","PSMD12","psmd12"
"11577","PSMD13","psmd13"
"11578","PSMD14","psmd14"
"11579","PSMD2","psmd2"
"11580","PSMD3","psmd3"
"11581","PSMD4","psmd4a"
"11582","PSMD4","psmd4b"
"11583","PSMD5","psmd5"
"11584","PSMD6","psmd6"
"11585","PSMD7","psmd7"
"11586","PSMD8","psmd8"
"11587","PSMD9","psmd9"
"11588","PSME1","psme1"
"11589","PSME2","psme2"
"11590","PSME3","psme3"
"11591","PSME3IP1","psme3ip1"
"11592","PSME4","psme4a"
"11593","PSME4","psme4b"
"11594","PSMF1","psmf1"
"11595","PSMG1","psmg1"
"11596","PSMG2","psmg2"
"11597","PSMG3","psmg3"
"11598","PSPC1","pspc1"
"11599","PSPH","psph"
"11600","PSTPIP1","pstpip1a"
"11601","PSTPIP1","pstpip1b"
"11602","PSTPIP2","pstpip2"
"11603","PTAFR","ptafr"
"11604","PTAR1","ptar1"
"11605","PTBP1","ptbp1a"
"11606","PTBP1","ptbp1b"
"11607","PTBP2","ptbp2a"
"11608","PTBP2","ptbp2b"
"11609","PTBP3","ptbp3"
"11610","PTCD1","ptcd1"
"11611","PTCD2","ptcd2"
"11612","PTCD3","ptcd3"
"11613","PTCH1","ptch1"
"11614","PTCH2","ptch2"
"11615","PTCHD1","ptchd1"
"11616","PTCHD4","ptchd4"
"11617","PTDSS1","ptdss1a"
"11618","PTDSS1","ptdss1b"
"11619","PTDSS2","ptdss2"
"11620","PTEN","ptena"
"11621","PTEN","ptenb"
"11622","PTER","pter"
"11623","PTF1A","ptf1a"
"11624","PTGDS","ptgdsa"
"11625","LCN15","ptgdsb.1"
"11626","LCN15","ptgdsb.2"
"11627","PTGER1","ptger1a"
"11628","PTGER1","ptger1b"
"11629","PTGER2","ptger2a"
"11630","PTGER2","ptger2b"
"11631","PTGER3","ptger3"
"11632","PTGER4","ptger4a"
"11633","PTGER4","ptger4b"
"11634","PTGES","ptges"
"11635","PTGES3","ptges3a"
"11636","PTGES3","ptges3b"
"11637","PTGES2","ptgesl"
"11638","PTGFR","ptgfr"
"11639","PTGIR","ptgir"
"11640","PTGIS","ptgis"
"11641","PTGR1","ptgr1"
"11642","PTGR2","ptgr2"
"11643","PTGS1","ptgs1"
"11644","PTGS2","ptgs2a"
"11645","PTGS2","ptgs2b"
"11646","PTH","pth1a"
"11647","PTH","pth1b"
"11648","PTH1R","pth1r"
"11649","PTH2","pth2"
"11650","PTH2R","pth2ra"
"11651","PTH2R","pth2rb"
"11652","PTHLH","pthlha"
"11653","PTHLH","pthlhb"
"11654","PTK2","ptk2aa"
"11655","PTK2","ptk2ab"
"11656","PTK2B","ptk2ba"
"11657","PTK2B","ptk2bb"
"11658","PTK6","ptk6a"
"11659","PTK6","ptk6b"
"11660","PTK7","ptk7a"
"11661","PTN","ptn"
"11662","PTP4A1","ptp4a1"
"11663","PTP4A2","ptp4a2a"
"11664","PTP4A2","ptp4a2b"
"11665","PTP4A3","ptp4a3a"
"11666","PTP4A3","ptp4a3b"
"11667","PTPA","ptpa"
"11668","PTPMT1","ptpmt1"
"11669","PTPN1","ptpn1"
"11670","PTPN11","ptpn11a"
"11671","PTPN13","ptpn13"
"11672","PTPN20","ptpn20"
"11673","PTPN21","ptpn21"
"11674","PTPN23","ptpn23a"
"11675","PTPN23","ptpn23b"
"11676","PTPN2","ptpn2a"
"11677","PTPN2","ptpn2b"
"11678","PTPN3","ptpn3"
"11679","PTPN4","ptpn4a"
"11680","PTPN4","ptpn4b"
"11681","PTPN5","ptpn5"
"11682","PTPN6","ptpn6"
"11683","PTPN9","ptpn9a"
"11684","PTPRA","ptpra"
"11685","PTPRB","ptprb"
"11686","PTPRD","ptprdb"
"11687","PTPRE","ptprea"
"11688","PTPRE","ptpreb"
"11689","PTPRF","ptprfb"
"11690","PTPRG","ptprga"
"11691","PTPRJ","ptprja"
"11692","PTPRJ","ptprjb.1"
"11693","PTPRJ","ptprjb.2"
"11694","PTPRK","ptprk"
"11695","PTPRN2","ptprn2"
"11696","PTPRN","ptprna"
"11697","PTPRN","ptprnb"
"11698","PTPRO","ptpro"
"11699","PTPRR","ptprr"
"11700","PTPRT","ptprt"
"11701","PTPRU","ptprub"
"11702","PTPRZ1","ptprz1a"
"11703","PTPRZ1","ptprz1b"
"11704","PTRH1","ptrh1"
"11705","PTRH2","ptrh2"
"11706","PTRHD1","ptrhd1"
"11707","PTS","pts"
"11708","PTTG1","pttg1"
"11709","PTX3","ptx3a"
"11710","PTX3","ptx3b"
"11711","PTX4","ptx4"
"11712","PUDP","pudp"
"11713","PUF60","puf60a"
"11714","PUF60","puf60b"
"11715","PUM1","pum1"
"11716","PUM2","pum2"
"11717","PUM3","pum3"
"11718","PURA","puraa"
"11719","PURA","purab"
"11720","PURB","purba"
"11721","PURB","purbb"
"11722","PURG","purg"
"11723","PUS1","pus1"
"11724","PUS10","pus10"
"11725","PUS3","pus3"
"11726","PUS7","pus7"
"11727","PUS7L","pus7l"
"11728","PUSL1","pusl1"
"11729","OCM2","pvalb5"
"11730","PVALB","pvalb6"
"11731","PVALB","pvalb7"
"11732","NCR3","pvrl2l"
"11733","PWP1","pwp1"
"11734","PWP2","pwp2h"
"11735","PWWP2A","pwwp2a"
"11736","PWWP2B","pwwp2b"
"11737","PXDC1","pxdc1a"
"11738","PXDC1","pxdc1b"
"11739","PXDN","pxdn"
"11740","PXK","pxk"
"11741","PXMP2","pxmp2"
"11742","PXMP4","pxmp4"
"11743","PXN","pxna"
"11744","PXN","pxnb"
"11745","PXYLP1","pxylp1"
"11746","PYCR2","pycr1a"
"11747","PYCR2","pycr1b"
"11748","PYCR3","pycr3"
"11749","PYGB","pygb"
"11750","PYGL","pygl"
"11751","PYGM","pygma"
"11752","PYGM","pygmb"
"11753","PYGO1","pygo1"
"11754","PYGO2","pygo2"
"11755","PYM1","pym1"
"11756","PYROXD1","pyroxd1"
"11757","PYY","pyya"
"11758","PYY","pyyb"
"11759","QARS1","qars1"
"11760","QDPR","qdpra"
"11761","QDPR","qdprb1"
"11762","QDPR","qdprb2"
"11763","QKI","qki2"
"11764","QKI","qkib"
"11765","QPCT","qpct"
"11766","QPCTL","qpctla"
"11767","QPCTL","qpctlb"
"11768","QRFPR","qrfpra"
"11769","QRICH1","qrich1"
"11770","QRSL1","qrsl1"
"11771","QSER1","qser1"
"11772","QSOX1","qsox1"
"11773","QSOX2","qsox2"
"11774","QTRT1","qtrt1"
"11775","QTRT2","qtrt2"
"11776","R3HCC1","r3hcc1"
"11777","R3HCC1L","r3hcc1l"
"11778","R3HDM1","r3hdm1"
"11779","R3HDM2","r3hdm2"
"11780","R3HDM4","r3hdm4"
"11781","R3HDML","r3hdml"
"11782","RAB10","rab10"
"11783","RAB11A","rab11a"
"11784","RAB11B","rab11ba"
"11785","RAB11FIP1","rab11fip1a"
"11786","RAB11FIP2","rab11fip2"
"11787","RAB11FIP3","rab11fip3"
"11788","RAB11FIP4","rab11fip4a"
"11789","RAB11FIP4","rab11fip4b"
"11790","RAB11FIP5","rab11fip5a"
"11791","RAB12","rab12"
"11792","RAB13","rab13"
"11793","RAB14","rab14"
"11794","RAB15","rab15"
"11795","RAB18","rab18b"
"11796","RAB1B","rab1aa"
"11797","RAB1B","rab1ab"
"11798","RAB20","rab20"
"11799","RAB21","rab21"
"11800","RAB22A","rab22a"
"11801","RAB23","rab23"
"11802","RAB24","rab24"
"11803","RAB25","rab25a"
"11804","RAB25","rab25b"
"11805","RAB27A","rab27a"
"11806","RAB27B","rab27b"
"11807","RAB2A","rab2a"
"11808","RAB30","rab30"
"11809","RAB32","rab32a"
"11810","RAB32","rab32b"
"11811","RAB33A","rab33a"
"11812","RAB33B","rab33ba"
"11813","RAB34","rab34a"
"11814","RAB35","rab35b"
"11815","RAB36","rab36"
"11816","RAB38","rab38b"
"11817","RAB39B","rab39ba"
"11818","RAB39B","rab39bb"
"11819","RAB3A","rab3aa"
"11820","RAB3A","rab3ab"
"11821","RAB3B","rab3b"
"11822","RAB3C","rab3c"
"11823","RAB3D","rab3da"
"11824","RAB3D","rab3db"
"11825","RAB3GAP1","rab3gap1"
"11826","RAB3GAP2","rab3gap2"
"11827","RAB3IL1","rab3il1"
"11828","RAB3IP","rab3ip"
"11829","RAB40B","rab40b"
"11830","RAB40C","rab40c"
"11831","RAB39A","rab42a"
"11832","RAB43","rab43"
"11833","RAB44","rab44"
"11834","RAB4A","rab4a"
"11835","RAB4B","rab4b"
"11836","RAB5A","rab5aa"
"11837","RAB5A","rab5ab"
"11838","RAB5C","rab5c"
"11839","RAB5IF","rab5if"
"11840","RAB6A","rab6a"
"11841","RAB6B","rab6ba"
"11842","RAB6B","rab6bb"
"11843","RAB7A","rab7a"
"11844","RAB7A","rab7b"
"11845","RAB8A","rab8a"
"11846","RAB8B","rab8b"
"11847","RAB9A","rab9a"
"11848","RAB9B","rab9b"
"11849","RABAC1","rabac1"
"11850","RABEP1","rabep1"
"11851","RABEP2","rabep2"
"11852","RABEPK","rabepk"
"11853","RABGAP1","rabgap1"
"11854","RABGAP1L","rabgap1l"
"11855","RABGEF1","rabgef1"
"11856","RABGGTA","rabggta"
"11857","RABGGTB","rabggtb"
"11858","RABIF","rabif"
"11859","RABL2A","rabl2"
"11860","RABL3","rabl3"
"11861","RABL6","rabl6a"
"11862","RABL6","rabl6b"
"11863","RAC1","rac1a"
"11864","RAC1","rac1b"
"11865","RAC2","rac2"
"11866","RAC3","rac3a"
"11867","RAC3","rac3b"
"11868","RACGAP1","racgap1"
"11869","RACK1","rack1"
"11870","RAD1","rad1"
"11871","RAD17","rad17"
"11872","RAD18","rad18"
"11873","RAD21","rad21a"
"11874","RAD21","rad21b"
"11875","RAD23A","rad23aa"
"11876","RAD23B","rad23b"
"11877","RAD50","rad50"
"11878","RAD51","rad51"
"11879","RAD51AP1","rad51ap1"
"11880","RAD51B","rad51b"
"11881","RAD51C","rad51c"
"11882","RAD51D","rad51d"
"11883","RAD52","rad52"
"11884","RAD54B","rad54b"
"11885","RAD54L","rad54l"
"11886","RAD54L2","rad54l2"
"11887","RAD9A","rad9a"
"11888","RAD9B","rad9b"
"11889","RADIL","radil"
"11890","RADX","radx"
"11891","RAE1","rae1"
"11892","RAF1","raf1a"
"11893","RAF1","raf1b"
"11894","RAG1","rag1"
"11895","RAG2","rag2"
"11896","RAI1","rai1"
"11897","RAI14","rai14"
"11898","RALA","ralaa"
"11899","RALA","ralab"
"11900","RALB","ralba"
"11901","RALB","ralbb"
"11902","RALBP1","ralbp1"
"11903","RALGAPA1","ralgapa1"
"11904","RALGAPA2","ralgapa2"
"11905","RALGAPB","ralgapb"
"11906","RALGPS1","ralgps1"
"11907","RALGPS2","ralgps2"
"11908","RALY","raly"
"11909","RAMP2","ramp2"
"11910","RAN","ran"
"11911","RANBP2","ranbp1"
"11912","RANBP10","ranbp10"
"11913","RGPD2","ranbp3a"
"11914","RANBP3","ranbp3b"
"11915","RANBP9","ranbp9"
"11916","RANGAP1","rangap1a"
"11917","RANGAP1","rangap1b"
"11918","RANGRF","rangrf"
"11919","RAP1B","rap1b"
"11920","RAP1GAP","rap1gap"
"11921","RAP1GAP2","rap1gap2a"
"11922","RAP1GAP2","rap1gap2b"
"11923","RAP2A","rap2aa"
"11924","RAP2A","rap2ab"
"11925","RAP2B","rap2b"
"11926","RAP2C","rap2c"
"11927","RAPGEF1","rapgef1a"
"11928","RAPGEF1","rapgef1b"
"11929","RAPGEF2","rapgef2"
"11930","RAPGEF3","rapgef3"
"11931","RAPGEF4","rapgef4"
"11932","RAPGEF5","rapgef5a"
"11933","RAPGEF6","rapgef6"
"11934","RAPGEFL1","rapgefl1"
"11935","RAPSN","rapsn"
"11936","NR1I3","raraa"
"11937","NR1I3","rarab"
"11938","RARG","rarga"
"11939","RARG","rargb"
"11940","RARS1","rars1"
