"","human_gene","horse_gene"
"10400","PPP1R8","PPP1R8"
"10401","PPP1R9A","PPP1R9A"
"10402","PPP1R9B","PPP1R9B"
"10403","PPP2CA","PPP2CA"
"10404","PPP2CB","PPP2CB"
"10405","PPP2R1A","PPP2R1A"
"10406","PPP2R1B","PPP2R1B"
"10407","PPP2R2B","PPP2R2B"
"10408","PPP2R2C","PPP2R2C"
"10409","PPP2R2D","PPP2R2D"
"10410","PPP2R3A","PPP2R3A"
"10411","PPP2R3B","PPP2R3B"
"10412","PPP2R3C","PPP2R3C"
"10413","PPP2R5A","PPP2R5A"
"10414","PPP2R5B","PPP2R5B"
"10415","PPP2R5C","PPP2R5C"
"10416","PPP2R5D","PPP2R5D"
"10417","PPP2R5E","PPP2R5E"
"10418","PPP3CA","PPP3CA"
"10419","PPP3CB","PPP3CB"
"10420","PPP3CC","PPP3CC"
"10421","PPP3R1","PPP3R1"
"10422","PPP4C","PPP4C"
"10423","PPP4R1","PPP4R1"
"10424","PPP4R2","PPP4R2"
"10425","PPP4R3A","PPP4R3A"
"10426","PPP4R3B","PPP4R3B"
"10427","PPP4R3C","PPP4R3C"
"10428","PPP4R4","PPP4R4"
"10429","PPP5C","PPP5C"
"10430","PPP6C","PPP6C"
"10431","PPP6R1","PPP6R1"
"10432","PPP6R2","PPP6R2"
"10433","PPP6R3","PPP6R3"
"10434","PPRC1","PPRC1"
"10435","PPT1","PPT1"
"10436","PPT2","PPT2"
"10437","PPTC7","PPTC7"
"10438","PPWD1","PPWD1"
"10439","PPY","PPY"
"10440","PQBP1","PQBP1"
"10441","PRADC1","PRADC1"
"10442","PRAF2","PRAF2"
"10443","PRAG1","PRAG1"
"10444","PRAM1","PRAM1"
"10445","PRAME","PRAME"
"10446","PRC1","PRC1"
"10447","PRCC","PRCC"
"10448","PRCD","PRCD"
"10449","PRCP","PRCP"
"10450","PRDM1","PRDM1"
"10451","PRDM10","PRDM10"
"10452","PRDM11","PRDM11"
"10453","PRDM12","PRDM12"
"10454","PRDM13","PRDM13"
"10455","PRDM14","PRDM14"
"10456","PRDM15","PRDM15"
"10457","PRDM16","PRDM16"
"10458","PRDM4","PRDM4"
"10459","PRDM5","PRDM5"
"10460","PRDM6","PRDM6"
"10461","PRDM8","PRDM8"
"10462","PRDX1","PRDX1"
"10463","PRDX2","PRDX2"
"10464","PRDX3","PRDX3"
"10465","PRDX4","PRDX4"
"10466","PRDX6","PRDX6"
"10467","PREB","PREB"
"10468","PRELID1","PRELID1"
"10469","PRELID2","PRELID2"
"10470","PRELID3A","PRELID3A"
"10471","PRELID3B","PRELID3B"
"10472","PRELP","PRELP"
"10473","PREP","PREP"
"10474","PREPL","PREPL"
"10475","PREX1","PREX1"
"10476","PREX2","PREX2"
"10477","PRF1","PRF1"
"10478","PRICKLE1","PRICKLE1"
"10479","PRICKLE2","PRICKLE2"
"10480","PRICKLE3","PRICKLE3"
"10481","PRICKLE4","PRICKLE4"
"10482","PRIM1","PRIM1"
"10483","PRIM2","PRIM2"
"10484","PRIMA1","PRIMA1"
"10485","PRIMPOL","PRIMPOL"
"10486","PRKAA1","PRKAA1"
"10487","PRKAA2","PRKAA2"
"10488","PRKAB1","PRKAB1"
"10489","PRKAB2","PRKAB2"
"10490","PRKACA","PRKACA"
"10491","PRKACB","PRKACB"
"10492","PRKAG1","PRKAG1"
"10493","PRKAG2","PRKAG2"
"10494","PRKAG3","PRKAG3"
"10495","PRKAR1A","PRKAR1A"
"10496","PRKAR1B","PRKAR1B"
"10497","PRKAR2A","PRKAR2A"
"10498","PRKAR2B","PRKAR2B"
"10499","PRKCA","PRKCA"
"10500","PRKCB","PRKCB"
"10501","PRKCD","PRKCD"
"10502","PRKCE","PRKCE"
"10503","PRKCG","PRKCG"
"10504","PRKCH","PRKCH"
"10505","PRKCI","PRKCI"
"10506","PRKCQ","PRKCQ"
"10507","PRKCSH","PRKCSH"
"10508","PRKCZ","PRKCZ"
"10509","PRKD1","PRKD1"
"10510","PRKD2","PRKD2"
"10511","PRKD3","PRKD3"
"10512","PRKDC","PRKDC"
"10513","PRKG1","PRKG1"
"10514","PRKG2","PRKG2"
"10515","PRKN","PRKN"
"10516","PRKRA","PRKRA"
"10517","PRKRIP1","PRKRIP1"
"10518","PRKX","PRKX"
"10519","PRL","PRL"
"10520","PRLH","PRLH"
"10521","PRLHR","PRLHR"
"10522","PRLR","PRLR"
"10523","PRM3","PRM3"
"10524","PRMT1","PRMT1"
"10525","PRMT2","PRMT2"
"10526","PRMT3","PRMT3"
"10527","PRMT5","PRMT5"
"10528","PRMT6","PRMT6"
"10529","PRMT7","PRMT7"
"10530","PRMT8","PRMT8"
"10531","PRMT9","PRMT9"
"10532","PRND","PRND"
"10533","PRNP","PRNP"
"10534","PROB1","PROB1"
"10535","PROC","PROC"
"10536","PROCA1","PROCA1"
"10537","PROCR","PROCR"
"10538","PRODH2","PRODH2"
"10539","PROK1","PROK1"
"10540","PROKR1","PROKR1"
"10541","PROKR2","PROKR2"
"10542","PROM1","PROM1"
"10543","PROM2","PROM2"
"10544","PROP1","PROP1"
"10545","PRORP","PRORP"
"10546","PROS1","PROS1"
"10547","PROSER1","PROSER1"
"10548","PROSER2","PROSER2"
"10549","PROSER3","PROSER3"
"10550","PROX1","PROX1"
"10551","PROZ","PROZ"
"10552","PRPF18","PRPF18"
"10553","PRPF19","PRPF19"
"10554","PRPF3","PRPF3"
"10555","PRPF31","PRPF31"
"10556","PRPF38A","PRPF38A"
"10557","STXBP3","PRPF38B"
"10558","PRPF39","PRPF39"
"10559","PRPF4","PRPF4"
"10560","PRPF40A","PRPF40A"
"10561","PRPF40B","PRPF40B"
"10562","PRPF4B","PRPF4B"
"10563","PRPF6","PRPF6"
"10564","PRPH","PRPH"
"10565","PRPH2","PRPH2"
"10566","PRPS1L1","PRPS1L1"
"10567","PRPS1","PRPS2"
"10568","PRPSAP1","PRPSAP1"
"10569","PRPSAP2","PRPSAP2"
"10570","PRR11","PRR11"
"10571","PRR13","PRR13"
"10572","PRR14","PRR14"
"10573","PRR14L","PRR14L"
"10574","PRR15L","PRR15L"
"10575","PRR16","PRR16"
"10576","PRR19","PRR19"
"10577","PRR29","PRR29"
"10578","PRR3","PRR3"
"10579","PRR30","PRR30"
"10580","PRR32","PRR32"
"10581","PRR33","PRR33"
"10582","PRR35","PRR35"
"10583","PRR36","PRR36"
"10584","PRR5","PRR5"
"10585","PRR5L","PRR5L"
"10586","PRR7","PRR7"
"10587","PRRC1","PRRC1"
"10588","PRRC2A","PRRC2A"
"10589","PRRC2B","PRRC2B"
"10590","PRRC2C","PRRC2C"
"10591","PRRG1","PRRG1"
"10592","PRRG2","PRRG2"
"10593","PRRG3","PRRG3"
"10594","PRRG4","PRRG4"
"10595","PRRT1","PRRT1"
"10596","PRRT1B","PRRT1B"
"10597","PRRT3","PRRT3"
"10598","PRRT4","PRRT4"
"10599","PRRX1","PRRX1"
"10600","PRRX2","PRRX2"
"10601","PRSS12","PRSS12"
"10602","PRSS16","PRSS16"
"10603","PRSS21","PRSS21"
"10604","PRSS22","PRSS22"
"10605","PRSS23","PRSS23"
"10606","PRSS27","PRSS27"
"10607","PRSS35","PRSS35"
"10608","PRSS36","PRSS36"
"10609","PRSS37","PRSS37"
"10610","PRSS38","PRSS38"
"10611","PRSS48","PRSS48"
"10612","PRSS53","PRSS53"
"10613","PRSS54","PRSS54"
"10614","PRSS55","PRSS55"
"10615","PRSS56","PRSS56"
"10616","PRSS57","PRSS57"
"10617","PRSS58","PRSS58"
"10618","PRSS8","PRSS8"
"10619","PRTFDC1","PRTFDC1"
"10620","PRTG","PRTG"
"10621","PRTN3","PRTN3"
"10622","PRUNE1","PRUNE1"
"10623","PRUNE2","PRUNE2"
"10624","PRX","PRX"
"10625","PRXL2A","PRXL2A"
"10626","PRXL2B","PRXL2B"
"10627","PRXL2C","PRXL2C"
"10628","PSAP","PSAP"
"10629","PSAPL1","PSAPL1"
"10630","PSAT1","PSAT1"
"10631","PSD","PSD"
"10632","PSD2","PSD2"
"10633","PSD3","PSD3"
"10634","PSD4","PSD4"
"10635","PSEN1","PSEN1"
"10636","PSEN2","PSEN2"
"10637","PSIP1","PSIP1"
"10638","PSKH1","PSKH1"
"10639","PSKH2","PSKH2"
"10640","PSMA1","PSMA1"
"10641","PSMA2","PSMA2"
"10642","PSMA3","PSMA3"
"10643","PSMA4","PSMA4"
"10644","PSMA5","PSMA5"
"10645","PSMA6","PSMA6"
"10646","PSMA7","PSMA7"
"10647","PSMA8","PSMA8"
"10648","PSMB1","PSMB1"
"10649","PSMB10","PSMB10"
"10650","PSMB11","PSMB11"
"10651","PSMB2","PSMB2"
"10652","PSMB3","PSMB3"
"10653","PSMB4","PSMB4"
"10654","PSMB5","PSMB5"
"10655","PSMB6","PSMB6"
"10656","PSMB7","PSMB7"
"10657","PSMB8","PSMB8"
"10658","PSMB9","PSMB9"
"10659","PSMC1","PSMC1"
"10660","PSMC2","PSMC2"
"10661","PSMC3","PSMC3"
"10662","PSMC3IP","PSMC3IP"
"10663","PSMC4","PSMC4"
"10664","PSMC5","PSMC5"
"10665","PSMC6","PSMC6"
"10666","PSMD1","PSMD1"
"10667","PSMD10","PSMD10"
"10668","PSMD11","PSMD11"
"10669","PSMD12","PSMD12"
"10670","PSMD13","PSMD13"
"10671","PSMD14","PSMD14"
"10672","PSMD2","PSMD2"
"10673","PSMD3","PSMD3"
"10674","PSMD4","PSMD4"
"10675","PSMD5","PSMD5"
"10676","PSMD6","PSMD6"
"10677","PSMD7","PSMD7"
"10678","PSMD8","PSMD8"
"10679","PSMD9","PSMD9"
"10680","PSME1","PSME1"
"10681","PSME2","PSME2"
"10682","PSME3IP1","PSME3IP1"
"10683","PSME4","PSME4"
"10684","PSMF1","PSMF1"
"10685","PSMG1","PSMG1"
"10686","PSMG3","PSMG3"
"10687","PSPC1","PSPC1"
"10688","PSPH","PSPH"
"10689","PSPN","PSPN"
"10690","PSRC1","PSRC1"
"10691","PSTK","PSTK"
"10692","PSTPIP1","PSTPIP1"
"10693","PSTPIP2","PSTPIP2"
"10694","PTAFR","PTAFR"
"10695","PTAR1","PTAR1"
"10696","PTBP1","PTBP1"
"10697","PTBP2","PTBP2"
"10698","PTBP3","PTBP3"
"10699","PTCD1","PTCD1"
"10700","PTCD2","PTCD2"
"10701","PTCD3","PTCD3"
"10702","PTCH1","PTCH1"
"10703","PTCH2","PTCH2"
"10704","PTCHD1","PTCHD1"
"10705","PTCHD3","PTCHD3"
"10706","PTCHD4","PTCHD4"
"10707","PTDSS1","PTDSS1"
"10708","PTDSS2","PTDSS2"
"10709","PTER","PTER"
"10710","PTF1A","PTF1A"
"10711","PTGDR","PTGDR"
"10712","PTGDR2","PTGDR2"
"10713","PTGDS","PTGDS"
"10714","PTGER1","PTGER1"
"10715","PTGER3","PTGER3"
"10716","PTGER4","PTGER4"
"10717","PTGES","PTGES"
"10718","PTGES2","PTGES2"
"10719","PTGES3","PTGES3"
"10720","PTGES3L","PTGES3L"
"10721","PTGFR","PTGFR"
"10722","PTGFRN","PTGFRN"
"10723","PTGIR","PTGIR"
"10724","PTGIS","PTGIS"
"10725","PTGR1","PTGR1"
"10726","PTGR2","PTGR2"
"10727","PTGR3","PTGR3"
"10728","PTGS1","PTGS1"
"10729","PTGS2","PTGS2"
"10730","PTH","PTH"
"10731","PTH1R","PTH1R"
"10732","PTH2","PTH2"
"10733","PTH2R","PTH2R"
"10734","PTHLH","PTHLH"
"10735","PTK2","PTK2"
"10736","PTK2B","PTK2B"
"10737","PTK6","PTK6"
"10738","PTK7","PTK7"
"10739","PTN","PTN"
"10740","PTOV1","PTOV1"
"10741","PTP4A1","PTP4A1"
"10742","PTP4A2","PTP4A2"
"10743","PTP4A3","PTP4A3"
"10744","PTPA","PTPA"
"10745","PTPDC1","PTPDC1"
"10746","PTPMT1","PTPMT1"
"10747","PTPN1","PTPN1"
"10748","PTPN11","PTPN11"
"10749","PTPN12","PTPN12"
"10750","PTPN13","PTPN13"
"10751","PTPN14","PTPN14"
"10752","PTPN18","PTPN18"
"10753","PTPN2","PTPN2"
"10754","PTPN20","PTPN20"
"10755","PTPN21","PTPN21"
"10756","PTPN22","PTPN22"
"10757","PTPN23","PTPN23"
"10758","PTPN3","PTPN3"
"10759","PTPN4","PTPN4"
"10760","PTPN5","PTPN5"
"10761","PTPN6","PTPN6"
"10762","PTPN7","PTPN7"
"10763","PTPN9","PTPN9"
"10764","PTPRA","PTPRA"
"10765","PTPRB","PTPRB"
"10766","PTPRC","PTPRC"
"10767","PTPRCAP","PTPRCAP"
"10768","PTPRD","PTPRD"
"10769","PTPRE","PTPRE"
"10770","PTPRF","PTPRF"
"10771","PTPRG","PTPRG"
"10772","PTPRH","PTPRH"
"10773","PTPRK","PTPRK"
"10774","PTPRM","PTPRM"
"10775","PTPRN","PTPRN"
"10776","PTPRN2","PTPRN2"
"10777","PTPRO","PTPRO"
"10778","PTPRQ","PTPRQ"
"10779","PTPRR","PTPRR"
"10780","PTPRS","PTPRS"
"10781","PTPRT","PTPRT"
"10782","PTPRU","PTPRU"
"10783","PTPRZ1","PTPRZ1"
"10784","PTRH1","PTRH1"
"10785","PTRH2","PTRH2"
"10786","PTRHD1","PTRHD1"
"10787","PTS","PTS"
"10788","PTTG1IP","PTTG1IP"
"10789","PTX3","PTX3"
"10790","PTX4","PTX4"
"10791","PUDP","PUDP"
"10792","PUF60","PUF60"
"10793","PUM1","PUM1"
"10794","PUM2","PUM2"
"10795","PUM3","PUM3"
"10796","PURA","PURA"
"10797","PURB","PURB"
"10798","PURG","PURG"
"10799","PUS1","PUS1"
"10800","PUS10","PUS10"
"10801","PUS3","PUS3"
"10802","PUS7","PUS7"
"10803","PUS7L","PUS7L"
"10804","PUSL1","PUSL1"
"10805","PVALEF","PVALEF"
"10806","PVRIG","PVRIG"
"10807","PWP1","PWP1"
"10808","PWP2","PWP2"
"10809","PWWP2A","PWWP2A"
"10810","PWWP2B","PWWP2B"
"10811","PWWP3A","PWWP3A"
"10812","PWWP3B","PWWP3B"
"10813","PXDC1","PXDC1"
"10814","PXDN","PXDN"
"10815","PXDNL","PXDNL"
"10816","PXK","PXK"
"10817","PXMP4","PXMP4"
"10818","PXN","PXN"
"10819","PXT1","PXT1"
"10820","PXYLP1","PXYLP1"
"10821","PYCARD","PYCARD"
"10822","PYCR1","PYCR1"
"10823","PYCR2","PYCR2"
"10824","PYCR3","PYCR3"
"10825","PYGB","PYGB"
"10826","PYGL","PYGL"
"10827","PYGM","PYGM"
"10828","PYGO1","PYGO1"
"10829","PYGO2","PYGO2"
"10830","PYM1","PYM1"
"10831","PYROXD1","PYROXD1"
"10832","PYROXD2","PYROXD2"
"10833","PYY","PYY"
"10834","QARS1","QARS1"
"10835","QDPR","QDPR"
"10836","QKI","QKI"
"10837","QNG1","QNG1"
"10838","QPCT","QPCT"
"10839","QPCTL","QPCTL"
"10840","QPRT","QPRT"
"10841","QRFPR","QRFPR"
"10842","QRICH1","QRICH1"
"10843","QRICH2","QRICH2"
"10844","QRSL1","QRSL1"
"10845","QSER1","QSER1"
"10846","QSOX1","QSOX1"
"10847","QSOX2","QSOX2"
"10848","QTRT1","QTRT1"
"10849","QTRT2","QTRT2"
"10850","R3HCC1","R3HCC1"
"10851","R3HCC1L","R3HCC1L"
"10852","R3HDM1","R3HDM1"
"10853","R3HDM2","R3HDM2"
"10854","R3HDM4","R3HDM4"
"10855","R3HDML","R3HDML"
"10856","RAB10","RAB10"
"10857","RAB11A","RAB11A"
"10858","RAB11FIP1","RAB11FIP1"
"10859","RAB11FIP2","RAB11FIP2"
"10860","RAB11FIP3","RAB11FIP3"
"10861","RAB11FIP4","RAB11FIP4"
"10862","RAB11FIP5","RAB11FIP5"
"10863","RAB12","RAB12"
"10864","RAB13","RAB13"
"10865","RAB14","RAB14"
"10866","RAB15","RAB15"
"10867","RAB17","RAB17"
"10868","RAB18","RAB18"
"10869","RAB19","RAB19"
"10870","RAB1A","RAB1A"
"10871","RAB1B","RAB1B"
"10872","RAB20","RAB20"
"10873","RAB21","RAB21"
"10874","RAB22A","RAB22A"
"10875","RAB23","RAB23"
"10876","RAB25","RAB25"
"10877","RAB26","RAB26"
"10878","RAB27A","RAB27A"
"10879","RAB27B","RAB27B"
"10880","RAB2A","RAB2A"
"10881","RAB2B","RAB2B"
"10882","RAB30","RAB30"
"10883","RAB31","RAB31"
"10884","RAB32","RAB32"
"10885","RAB33A","RAB33A"
"10886","RAB33B","RAB33B"
"10887","RAB35","RAB35"
"10888","RAB36","RAB36"
"10889","RAB37","RAB37"
"10890","RAB38","RAB38"
"10891","RAB39A","RAB39A"
"10892","RAB39B","RAB39B"
"10893","RAB3A","RAB3A"
"10894","RAB3B","RAB3B"
"10895","RAB3C","RAB3C"
"10896","RAB3D","RAB3D"
"10897","RAB3GAP1","RAB3GAP1"
"10898","RAB3GAP2","RAB3GAP2"
"10899","RAB3IL1","RAB3IL1"
"10900","MYRFL","RAB3IP"
"10901","RAB40B","RAB40B"
"10902","RAB40C","RAB40C"
"10903","RAB42","RAB42"
"10904","RAB44","RAB44"
"10905","RAB4A","RAB4A"
"10906","RAB5A","RAB5A"
"10907","RAB5B","RAB5B"
"10908","RAB5C","RAB5C"
"10909","RAB5IF","RAB5IF"
"10910","RAB6A","RAB6A"
"10911","RAB7A","RAB7A"
"10912","RAB7B","RAB7B"
"10913","RAB8A","RAB8A"
"10914","RAB8B","RAB8B"
"10915","RAB9A","RAB9A"
"10916","RAB9B","RAB9B"
"10917","RABAC1","RABAC1"
"10918","RABEP1","RABEP1"
"10919","RABEP2","RABEP2"
"10920","RABEPK","RABEPK"
"10921","RABGAP1","RABGAP1"
"10922","RABGAP1L","RABGAP1L"
"10923","RABGEF1","RABGEF1"
"10924","RABGGTA","RABGGTA"
"10925","RABGGTB","RABGGTB"
"10926","RABL3","RABL3"
"10927","RAC2","RAC1"
"10928","RAC3","RAC3"
"10929","RACGAP1","RACGAP1"
"10930","RACK1","RACK1"
"10931","RAD1","RAD1"
"10932","RAD17","RAD17"
"10933","RAD18","RAD18"
"10934","RAD21","RAD21"
"10935","RAD21L1","RAD21L1"
"10936","RAD23A","RAD23A"
"10937","RAD23B","RAD23B"
"10938","RAD50","RAD50"
"10939","RAD51","RAD51"
"10940","RAD51AP1","RAD51AP1"
"10941","RAD51AP2","RAD51AP2"
"10942","RAD51B","RAD51B"
"10943","RAD51C","RAD51C"
"10944","RAD51D","RAD51D"
"10945","RAD52","RAD52"
"10946","RAD54B","RAD54B"
"10947","RAD54L","RAD54L"
"10948","RAD54L2","RAD54L2"
"10949","RAD9A","RAD9A"
"10950","RAD9B","RAD9B"
"10951","RADIL","RADIL"
"10952","RADX","RADX"
"10953","RAE1","RAE1"
"10954","RAF1","RAF1"
"10955","RAG1","RAG1"
"10956","RAG2","RAG2"
"10957","RAI1","RAI1"
"10958","RAI14","RAI14"
"10959","RAI2","RAI2"
"10960","RALA","RALA"
"10961","RALB","RALB"
"10962","RALBP1","RALBP1"
"10963","RALGAPA1","RALGAPA1"
"10964","RALGAPA2","RALGAPA2"
"10965","RALGAPB","RALGAPB"
"10966","RALGDS","RALGDS"
"10967","RALGPS1","RALGPS1"
"10968","RALGPS2","RALGPS2"
"10969","RALY","RALY"
"10970","RALYL","RALYL"
"10971","RAMP1","RAMP1"
"10972","RAMP2","RAMP2"
"10973","RAN","RAN"
"10974","RANBP1","RANBP1"
"10975","RANBP10","RANBP10"
"10976","RANBP17","RANBP17"
"10977","RANBP2","RANBP2"
"10978","RANBP3","RANBP3"
"10979","RANBP3L","RANBP3L"
"10980","RANBP6","RANBP6"
"10981","RANBP9","RANBP9"
"10982","RANGAP1","RANGAP1"
"10983","RANGRF","RANGRF"
"10984","RAP1A","RAP1A"
"10985","RAP1B","RAP1B"
"10986","RAP1GAP","RAP1GAP"
"10987","RAP1GAP2","RAP1GAP2"
"10988","RAP1GDS1","RAP1GDS1"
"10989","RAP2A","RAP2A"
"10990","RAP2B","RAP2B"
"10991","RAP2C","RAP2C"
"10992","RAPGEF1","RAPGEF1"
"10993","RAPGEF2","RAPGEF2"
"10994","RAPGEF3","RAPGEF3"
"10995","RAPGEF4","RAPGEF4"
"10996","RAPGEF5","RAPGEF5"
"10997","RAPGEF6","RAPGEF6"
"10998","RAPGEFL1","RAPGEFL1"
"10999","RAPSN","RAPSN"
"11000","RARA","RARA"
"11001","RARB","RARB"
"11002","RARG","RARG"
"11003","RARRES1","RARRES1"
"11004","RARS1","RARS1"
"11005","RARS2","RARS2"
"11006","RASA1","RASA1"
"11007","RASA2","RASA2"
"11008","RASA3","RASA3"
"11009","RASAL1","RASAL1"
"11010","RASAL2","RASAL2"
"11011","RASAL3","RASAL3"
"11012","RASD2","RASD2"
"11013","RASEF","RASEF"
"11014","RASGEF1A","RASGEF1A"
"11015","RASGEF1B","RASGEF1B"
"11016","RASGEF1C","RASGEF1C"
"11017","RASGRF1","RASGRF1"
"11018","RASGRF2","RASGRF2"
"11019","RASGRP1","RASGRP1"
"11020","RASGRP2","RASGRP2"
"11021","RASGRP3","RASGRP3"
"11022","RASGRP4","RASGRP4"
"11023","RASIP1","RASIP1"
"11024","RASL10B","RASL10B"
"11025","RASL11A","RASL11A"
"11026","RASL11B","RASL11B"
"11027","RASL12","RASL12"
"11028","RASSF1","RASSF1"
"11029","RASSF10","RASSF10"
"11030","RASSF2","RASSF2"
"11031","RASSF3","RASSF3"
"11032","RASSF4","RASSF4"
"11033","RASSF5","RASSF5"
"11034","RASSF6","RASSF6"
"11035","RASSF7","RASSF7"
"11036","RASSF8","RASSF8"
"11037","RASSF9","RASSF9"
"11038","RAVER1","RAVER1"
"11039","RAVER2","RAVER2"
"11040","RAX2","RAX2"
"11041","RB1","RB1"
"11042","RB1CC1","RB1CC1"
"11043","RBAK","RBAK"
"11044","RBBP5","RBBP5"
"11045","RBBP6","RBBP6"
"11046","RBBP7","RBBP7"
"11047","RBBP8","RBBP8"
"11048","RBBP8NL","RBBP8NL"
"11049","RBBP9","RBBP9"
"11050","RBCK1","RBCK1"
"11051","RBFA","RBFA"
"11052","RBFOX1","RBFOX1"
"11053","RBFOX2","RBFOX2"
"11054","RBFOX3","RBFOX3"
"11055","RBIS","RBIS"
"11056","RBKS","RBKS"
"11057","RBL1","RBL1"
"11058","RBL2","RBL2"
"11059","RBM10","RBM10"
"11060","RBM11","RBM11"
"11061","RBM12","RBM12"
"11062","RBM12B","RBM12B"
"11063","RBM14","RBM14"
"11064","RBM15","RBM15"
"11065","RBM15B","RBM15B"
"11066","RBM17","RBM17"
"11067","RBM18","RBM18"
"11068","RBM19","RBM19"
"11069","RBM20","RBM20"
"11070","RBM22","RBM22"
"11071","RBM23","RBM23"
"11072","RBM25","RBM25"
"11073","RBM26","RBM26"
"11074","RBM27","RBM27"
"11075","RBM28","RBM28"
"11076","RBM33","RBM33"
"11077","RBM34","RBM34"
"11078","RBM38","RBM38"
"11079","RBM39","RBM39"
"11080","RBM41","RBM41"
"11081","RBM42","RBM42"
"11082","RBM43","RBM43"
"11083","RBM44","RBM44"
"11084","RBM45","RBM45"
"11085","RBM46","RBM46"
"11086","RBM47","RBM47"
"11087","RBM48","RBM48"
"11088","RBM4B","RBM4B"
"11089","RBM5","RBM5"
"11090","RBM6","RBM6"
"11091","RBM7","RBM7"
"11092","RBM8A","RBM8A"
"11093","RBMS1","RBMS1"
"11094","RBMS2","RBMS2"
"11095","RBMS3","RBMS3"
"11096","RBMX","RBMX"
"11097","RBMX2","RBMX2"
"11098","RBP1","RBP2"
"11099","RBP3","RBP3"
"11100","RBP5","RBP5"
"11101","RBP7","RBP7"
"11102","RBPJ","RBPJ"
"11103","RBPJL","RBPJL"
"11104","RBPMS","RBPMS"
"11105","RBPMS2","RBPMS2"
"11106","RBSN","RBSN"
"11107","RC3H1","RC3H1"
"11108","RC3H2","RC3H2"
"11109","RCAN1","RCAN1"
"11110","RCAN2","RCAN2"
"11111","RCAN3","RCAN3"
"11112","RCBTB1","RCBTB1"
"11113","RCBTB2","RCBTB2"
"11114","RCC1","RCC1"
"11115","RCC1L","RCC1L"
"11116","RCC2","RCC2"
"11117","RCCD1","RCCD1"
"11118","RCE1","RCE1"
"11119","RCHY1","RCHY1"
"11120","RCL1","RCL1"
"11121","RCN1","RCN1"
"11122","RCN2","RCN2"
"11123","RCN3","RCN3"
"11124","RCOR1","RCOR1"
"11125","RCOR2","RCOR2"
"11126","RCOR3","RCOR3"
"11127","RCSD1","RCSD1"
"11128","RD3","RD3"
"11129","RD3L","RD3L"
"11130","RDH10","RDH10"
"11131","RDH11","RDH11"
"11132","RDH12","RDH12"
"11133","RDH13","RDH13"
"11134","RDH14","RDH14"
"11135","RDH5","RDH5"
"11136","RDM1","RDM1"
"11137","RDX","RDX"
"11138","REC114","REC114"
"11139","REC8","REC8"
"11140","RECK","RECK"
"11141","RECQL","RECQL"
"11142","RECQL4","RECQL4"
"11143","RECQL5","RECQL5"
"11144","REELD1","REELD1"
"11145","REEP1","REEP1"
"11146","REEP2","REEP2"
"11147","REEP3","REEP3"
"11148","REEP4","REEP4"
"11149","REEP5","REEP5"
"11150","REEP6","REEP6"
"11151","REL","REL"
"11152","RELA","RELA"
"11153","RELB","RELB"
"11154","RELCH","RELCH"
"11155","RELL1","RELL1"
"11156","RELL2","RELL2"
"11157","RELN","RELN"
"11158","RELT","RELT"
"11159","REM1","REM1"
"11160","REM2","REM2"
"11161","REN","REN"
"11162","RENBP","RENBP"
"11163","REP15","REP15"
"11164","REPIN1","REPIN1"
"11165","REPS1","REPS1"
"11166","REPS2","REPS2"
"11167","RERE","RERE"
"11168","RERG","RERG"
"11169","RERGL","RERGL"
"11170","RESF1","RESF1"
"11171","REST","REST"
"11172","RET","RET"
"11173","RETN","RETN"
"11174","RETNLB","RETNLB"
"11175","RETREG1","RETREG1"
"11176","RETREG2","RETREG2"
"11177","RETREG3","RETREG3"
"11178","RETSAT","RETSAT"
"11179","REV1","REV1"
"11180","REV3L","REV3L"
"11181","REX1BD","REX1BD"
"11182","REXO1","REXO1"
"11183","REXO2","REXO2"
"11184","REXO4","REXO4"
"11185","REXO5","REXO5"
"11186","RFC1","RFC1"
"11187","RFC2","RFC2"
"11188","RFC3","RFC3"
"11189","RFC4","RFC4"
"11190","RFC5","RFC5"
"11191","RFESD","RFESD"
"11192","RFFL","RFFL"
"11193","RFLNA","RFLNA"
"11194","RFNG","RFNG"
"11195","RFPL4B","RFPL4B"
"11196","RFT1","RFT1"
"11197","RFTN1","RFTN1"
"11198","RFTN2","RFTN2"
"11199","RFWD3","RFWD3"
"11200","RFX1","RFX1"
"11201","RFX2","RFX2"
"11202","RFX3","RFX3"
"11203","RFX4","RFX4"
"11204","RFX5","RFX5"
"11205","RFX6","RFX6"
"11206","RFX7","RFX7"
"11207","RFX8","RFX8"
"11208","RFXANK","RFXANK"
"11209","RFXAP","RFXAP"
"11210","RGCC","RGCC"
"11211","RGL1","RGL1"
"11212","RGL2","RGL2"
"11213","RGL3","RGL3"
"11214","RGMA","RGMA"
"11215","RGMB","RGMB"
"11216","RGN","RGN"
"11217","RGP1","RGP1"
"11218","RGR","RGR"
"11219","RGS1","RGS1"
"11220","RGS10","RGS10"
"11221","RGS11","RGS11"
"11222","RGS12","RGS12"
"11223","RGS13","RGS13"
"11224","RGS14","RGS14"
"11225","RGS16","RGS16"
"11226","RGS17","RGS17"
"11227","RGS18","RGS18"
"11228","RGS19","RGS19"
"11229","RGS2","RGS2"
"11230","RGS20","RGS20"
"11231","RGS21","RGS21"
"11232","RGS22","RGS22"
"11233","RGS3","RGS3"
"11234","RGS4","RGS4"
"11235","RGS5","RGS5"
