"","human_gene","macaque_gene"
"10626","PLA2G4C","PLA2G4C"
"10627","PLA2G4D","PLA2G4D"
"10628","PLA2G4E","PLA2G4E"
"10629","PLA2G4F","PLA2G4F"
"10630","PLA2G5","PLA2G5"
"10631","PLA2G6","PLA2G6"
"10632","PLA2G7","PLA2G7"
"10633","PLA2R1","PLA2R1"
"10634","PLAA","PLAA"
"10635","PLAAT1","PLAAT1"
"10636","PLAAT2","PLAAT3"
"10637","PLAAT4","PLAAT4"
"10638","PLAAT5","PLAAT5"
"10639","PLAC1","PLAC1"
"10640","PLAC8","PLAC8"
"10641","PLAC8L1","PLAC8L1"
"10642","PLAC9","PLAC9"
"10643","PLAG1","PLAG1"
"10644","PLAGL1","PLAGL1"
"10645","PLAGL2","PLAGL2"
"10646","PLAT","PLAT"
"10647","PLAU","PLAU"
"10648","PLAUR","PLAUR"
"10649","PLB1","PLB1"
"10650","PLBD1","PLBD1"
"10651","PLBD2","PLBD2"
"10652","PLCB1","PLCB1"
"10653","PLCB2","PLCB2"
"10654","PLCB3","PLCB3"
"10655","PLCB4","PLCB4"
"10656","PLCD1","PLCD1"
"10657","PLCD3","PLCD3"
"10658","PLCD4","PLCD4"
"10659","PLCE1","PLCE1"
"10660","PLCG1","PLCG1"
"10661","PLCG2","PLCG2"
"10662","PLCH1","PLCH1"
"10663","PLCH2","PLCH2"
"10664","PLCL1","PLCL1"
"10665","PLCL2","PLCL2"
"10666","PLCZ1","PLCZ1"
"10667","PLD1","PLD1"
"10668","PLD2","PLD2"
"10669","PLD3","PLD3"
"10670","PLD4","PLD4"
"10671","PLD5","PLD5"
"10672","PLD6","PLD6"
"10673","PLEC","PLEC"
"10674","PLEK","PLEK"
"10675","PLEK2","PLEK2"
"10676","PLEKHA1","PLEKHA1"
"10677","PLEKHA2","PLEKHA2"
"10678","PLEKHA3","PLEKHA3"
"10679","PLEKHA4","PLEKHA4"
"10680","PLEKHA5","PLEKHA5"
"10681","PLEKHA6","PLEKHA6"
"10682","PLEKHA7","PLEKHA7"
"10683","PLEKHA8","PLEKHA8"
"10684","PLEKHB1","PLEKHB1"
"10685","PLEKHB2","PLEKHB2"
"10686","PLEKHD1","PLEKHD1"
"10687","PLEKHF1","PLEKHF1"
"10688","PLEKHF2","PLEKHF2"
"10689","PLEKHG1","PLEKHG1"
"10690","PLEKHG2","PLEKHG2"
"10691","PLEKHG3","PLEKHG3"
"10692","PLEKHG4B","PLEKHG4B"
"10693","PLEKHG5","PLEKHG5"
"10694","PLEKHG6","PLEKHG6"
"10695","PLEKHG7","PLEKHG7"
"10696","PLEKHH1","PLEKHH1"
"10697","PLEKHH2","PLEKHH2"
"10698","PLEKHH3","PLEKHH3"
"10699","PLEKHJ1","PLEKHJ1"
"10700","PLEKHM1","PLEKHM1"
"10701","PLEKHM2","PLEKHM2"
"10702","PLEKHM3","PLEKHM3"
"10703","PLEKHN1","PLEKHN1"
"10704","PLEKHO1","PLEKHO1"
"10705","PLEKHS1","PLEKHS1"
"10706","PLET1","PLET1"
"10707","PLG","PLG"
"10708","PLGRKT","PLGRKT"
"10709","PLIN1","PLIN1"
"10710","PLIN2","PLIN2"
"10711","PLIN3","PLIN3"
"10712","PLIN4","PLIN4"
"10713","PLIN5","PLIN5"
"10714","PLK1","PLK1"
"10715","PLK2","PLK2"
"10716","PLK3","PLK3"
"10717","PLK4","PLK4"
"10718","PLLP","PLLP"
"10719","PLOD1","PLOD1"
"10720","PLOD2","PLOD2"
"10721","PLOD3","PLOD3"
"10722","PLP1","PLP1"
"10723","PLP2","PLP2"
"10724","PLPP1","PLPP1"
"10725","PLPP3","PLPP3"
"10726","PLPP4","PLPP4"
"10727","PLPP5","PLPP5"
"10728","PLPP6","PLPP6"
"10729","PLPP7","PLPP7"
"10730","PLPPR1","PLPPR1"
"10731","PLPPR2","PLPPR2"
"10732","PLPPR3","PLPPR3"
"10733","PLPPR4","PLPPR4"
"10734","PLPPR5","PLPPR5"
"10735","PLRG1","PLRG1"
"10736","PLS1","PLS1"
"10737","PLS3","PLS3"
"10738","PLSCR2","PLSCR2"
"10739","PLSCR3","PLSCR3"
"10740","PLSCR4","PLSCR4"
"10741","PLSCR5","PLSCR5"
"10742","PLTP","PLTP"
"10743","PLVAP","PLVAP"
"10744","PLXDC1","PLXDC1"
"10745","PLXDC2","PLXDC2"
"10746","PLXNA1","PLXNA1"
"10747","PLXNA2","PLXNA2"
"10748","PLXNA3","PLXNA3"
"10749","PLXNA4","PLXNA4"
"10750","PLXNB1","PLXNB1"
"10751","PLXNB2","PLXNB2"
"10752","PLXNC1","PLXNC1"
"10753","PLXND1","PLXND1"
"10754","PM20D1","PM20D1"
"10755","PM20D2","PM20D2"
"10756","PMCH","PMCH"
"10757","PMEL","PMEL"
"10758","PMEPA1","PMEPA1"
"10759","PMFBP1","PMFBP1"
"10760","PML","PML"
"10761","PMM1","PMM1"
"10762","PMM2","PMM2"
"10763","PMP2","PMP2"
"10764","PMP22","PMP22"
"10765","PMPCA","PMPCA"
"10766","PMPCB","PMPCB"
"10767","PMS1","PMS1"
"10768","PMS2","PMS2"
"10769","PMVK","PMVK"
"10770","PNCK","PNCK"
"10771","PNISR","PNISR"
"10772","PNKD","PNKD"
"10773","PNKP","PNKP"
"10774","PNLDC1","PNLDC1"
"10775","PNLIP","PNLIP"
"10776","PNLIPRP1","PNLIPRP1"
"10777","PNLIPRP2","PNLIPRP2"
"10778","PNLIPRP3","PNLIPRP3"
"10779","PNMA1","PNMA1"
"10780","PNMA2","PNMA2"
"10781","PNMA3","PNMA3"
"10782","PNMA5","PNMA5"
"10783","PNMA6E","PNMA6E"
"10784","PNMA6F","PNMA6F"
"10785","PNMA8A","PNMA8A"
"10786","PNMA8C","PNMA8C"
"10787","PNMT","PNMT"
"10788","PNN","PNN"
"10789","PNO1","PNO1"
"10790","PNOC","PNOC"
"10791","PNP","PNP"
"10792","PNPLA1","PNPLA1"
"10793","PNPLA2","PNPLA2"
"10794","PNPLA3","PNPLA3"
"10795","PNPLA4","PNPLA4"
"10796","PNPLA5","PNPLA5"
"10797","PNPLA6","PNPLA6"
"10798","PNPLA7","PNPLA7"
"10799","PNPLA8","PNPLA8"
"10800","PNPO","PNPO"
"10801","PNPT1","PNPT1"
"10802","PNRC2","PNRC2"
"10803","POC1A","POC1A"
"10804","POC1B","POC1B"
"10805","POC5","POC5"
"10806","PODN","PODN"
"10807","PODNL1","PODNL1"
"10808","PODXL","PODXL"
"10809","PODXL2","PODXL2"
"10810","POF1B","POF1B"
"10811","POFUT1","POFUT1"
"10812","POFUT2","POFUT2"
"10813","POGK","POGK"
"10814","POGLUT1","POGLUT1"
"10815","POGLUT2","POGLUT2"
"10816","POGZ","POGZ"
"10817","POLA1","POLA1"
"10818","POLA2","POLA2"
"10819","POLB","POLB"
"10820","POLD1","POLD1"
"10821","POLD2","POLD2"
"10822","POLD4","POLD4"
"10823","POLDIP2","POLDIP2"
"10824","POLDIP3","POLDIP3"
"10825","POLE","POLE"
"10826","POLE2","POLE2"
"10827","POLE3","POLE3"
"10828","POLE4","POLE4"
"10829","POLG","POLG"
"10830","POLG2","POLG2"
"10831","POLH","POLH"
"10832","POLI","POLI"
"10833","POLK","POLK"
"10834","POLL","POLL"
"10835","POLM","POLM"
"10836","POLN","POLN"
"10837","POLQ","POLQ"
"10838","POLR1A","POLR1A"
"10839","POLR1B","POLR1B"
"10840","POLR1C","POLR1C"
"10841","POLR1E","POLR1E"
"10842","POLR1F","POLR1F"
"10843","POLR1G","POLR1G"
"10844","POLR1H","POLR1H"
"10845","POLR2A","POLR2A"
"10846","POLR2B","POLR2B"
"10847","POLR2C","POLR2C"
"10848","POLR2D","POLR2D"
"10849","POLR2E","POLR2E"
"10850","POLR2F","POLR2F"
"10851","POLR2G","POLR2G"
"10852","POLR2H","POLR2H"
"10853","POLR2I","POLR2I"
"10854","POLR2J","POLR2J"
"10855","POLR3A","POLR3A"
"10856","POLR3B","POLR3B"
"10857","POLR3C","POLR3C"
"10858","POLR3D","POLR3D"
"10859","POLR3E","POLR3E"
"10860","POLR3F","POLR3F"
"10861","POLR3G","POLR3G"
"10862","POLR3GL","POLR3GL"
"10863","POLR3H","POLR3H"
"10864","POLR3K","POLR3K"
"10865","POLRMT","POLRMT"
"10866","POMC","POMC"
"10867","POMGNT1","POMGNT1"
"10868","POMGNT2","POMGNT2"
"10869","POMP","POMP"
"10870","POMT1","POMT1"
"10871","POMT2","POMT2"
"10872","PON1","PON1"
"10873","PON2","PON2"
"10874","PON3","PON3"
"10875","POP1","POP1"
"10876","POP4","POP4"
"10877","POP5","POP5"
"10878","POP7","POP7"
"10879","POPDC2","POPDC2"
"10880","POPDC3","POPDC3"
"10881","POR","POR"
"10882","PORCN","PORCN"
"10883","POSTN","POSTN"
"10884","POT1","POT1"
"10885","POU1F1","POU1F1"
"10886","POU2AF1","POU2AF1"
"10887","POU2AF2","POU2AF2"
"10888","POU2F1","POU2F1"
"10889","POU2F2","POU2F2"
"10890","POU2F3","POU2F3"
"10891","POU3F1","POU3F1"
"10892","POU3F2","POU3F2"
"10893","POU3F4","POU3F4"
"10894","POU4F1","POU4F1"
"10895","POU4F2","POU4F2"
"10896","POU5F1","POU5F1"
"10897","POU6F1","POU6F1"
"10898","POU6F2","POU6F2"
"10899","PP2D1","PP2D1"
"10900","PPA2","PPA2"
"10901","PPAN","PPAN"
"10902","PPARA","PPARA"
"10903","PPARD","PPARD"
"10904","PPARG","PPARG"
"10905","PPARGC1A","PPARGC1A"
"10906","PPARGC1B","PPARGC1B"
"10907","PPAT","PPAT"
"10908","PPBP","PPBP"
"10909","PPCS","PPCS"
"10910","PPDPF","PPDPF"
"10911","PPDPFL","PPDPFL"
"10912","PPEF1","PPEF1"
"10913","PPEF2","PPEF2"
"10914","PPFIA1","PPFIA1"
"10915","PPFIA2","PPFIA2"
"10916","PPFIA3","PPFIA3"
"10917","PPFIA4","PPFIA4"
"10918","PPFIBP1","PPFIBP1"
"10919","PPFIBP2","PPFIBP2"
"10920","PPHLN1","PPHLN1"
"10921","PPIA","PPIA"
"10922","PPIB","PPIB"
"10923","PPIC","PPIC"
"10924","PPID","PPID"
"10925","PPIE","PPIE"
"10926","PPIF","PPIF"
"10927","PPIG","PPIG"
"10928","PPIH","PPIH"
"10929","PPIL1","PPIL1"
"10930","PPIL2","PPIL2"
"10931","PPIL4","PPIL4"
"10932","PPIL6","PPIL6"
"10933","PPIP5K1","PPIP5K1"
"10934","PPIP5K2","PPIP5K2"
"10935","PPL","PPL"
"10936","PPM1A","PPM1A"
"10937","PPM1B","PPM1B"
"10938","PPM1D","PPM1D"
"10939","PPM1E","PPM1E"
"10940","PPM1F","PPM1F"
"10941","PPM1G","PPM1G"
"10942","PPM1H","PPM1H"
"10943","PPM1J","PPM1J"
"10944","PPM1K","PPM1K"
"10945","PPM1L","PPM1L"
"10946","PPM1M","PPM1M"
"10947","PPM1N","PPM1N"
"10948","PPME1","PPME1"
"10949","PPOX","PPOX"
"10950","PPP1CA","PPP1CA"
"10951","PPP1CB","PPP1CB"
"10952","PPP1CC","PPP1CC"
"10953","PPP1R10","PPP1R10"
"10954","PPP1R12A","PPP1R12A"
"10955","PPP1R12B","PPP1R12B"
"10956","PPP1R12C","PPP1R12C"
"10957","PPP1R13B","PPP1R13B"
"10958","PPP1R13L","PPP1R13L"
"10959","PPP1R14A","PPP1R14A"
"10960","PPP1R14C","PPP1R14C"
"10961","PPP1R14D","PPP1R14D"
"10962","PPP1R15A","PPP1R15A"
"10963","PPP1R15B","PPP1R15B"
"10964","PPP1R16B","PPP1R16B"
"10965","PPP1R17","PPP1R17"
"10966","PPP1R18","PPP1R18"
"10967","PPP1R1A","PPP1R1A"
"10968","PPP1R1B","PPP1R1B"
"10969","PPP1R1C","PPP1R1C"
"10970","PPP1R2B","PPP1R2"
"10971","PPP1R21","PPP1R21"
"10972","PPP1R26","PPP1R26"
"10973","PPP1R27","PPP1R27"
"10974","PPP1R2C","PPP1R2C"
"10975","PPP1R35","PPP1R35"
"10976","PPP1R37","PPP1R37"
"10977","PPP1R3A","PPP1R3A"
"10978","PPP1R3B","PPP1R3B"
"10979","PPP1R3C","PPP1R3C"
"10980","PPP1R3D","PPP1R3D"
"10981","PPP1R3E","PPP1R3E"
"10982","PPP1R3F","PPP1R3F"
"10983","PPP1R3G","PPP1R3G"
"10984","PPP1R42","PPP1R42"
"10985","PPP1R9A","PPP1R9A"
"10986","PPP1R9B","PPP1R9B"
"10987","PPP2CB","PPP2CB"
"10988","PPP2R1A","PPP2R1A"
"10989","PPP2R1B","PPP2R1B"
"10990","PPP2R2A","PPP2R2A"
"10991","PPP2R2B","PPP2R2B"
"10992","PPP2R2C","PPP2R2C"
"10993","PPP2R2D","PPP2R2D"
"10994","PPP2R3A","PPP2R3A"
"10995","PPP2R3C","PPP2R3C"
"10996","PPP2R5A","PPP2R5A"
"10997","PPP2R5B","PPP2R5B"
"10998","PPP2R5C","PPP2R5C"
"10999","PPP2R5D","PPP2R5D"
"11000","PPP2R5E","PPP2R5E"
"11001","PPP3CA","PPP3CA"
"11002","PPP3CB","PPP3CB"
"11003","PPP3CC","PPP3CC"
"11004","PPP3R1","PPP3R1"
"11005","PPP4C","PPP4C"
"11006","PPP4R1","PPP4R1"
"11007","PPP4R2","PPP4R2"
"11008","PPP4R3A","PPP4R3A"
"11009","PPP4R3B","PPP4R3B"
"11010","PPP4R4","PPP4R4"
"11011","PPP5C","PPP5C"
"11012","PPP6C","PPP6C"
"11013","PPP6R1","PPP6R1"
"11014","PPP6R2","PPP6R2"
"11015","PPP6R3","PPP6R3"
"11016","PPRC1","PPRC1"
"11017","PPT1","PPT1"
"11018","PPTC7","PPTC7"
"11019","PPWD1","PPWD1"
"11020","PPY","PPY"
"11021","PQBP1","PQBP1"
"11022","PRAC1","PRAC1"
"11023","PRADC1","PRADC1"
"11024","PRAF2","PRAF2"
"11025","PRAG1","PRAG1"
"11026","PRAM1","PRAM1"
"11027","PRAME","PRAME"
"11028","PRAMEF12","PRAMEF12"
"11029","PRAP1","PRAP1"
"11030","PRC1","PRC1"
"11031","PRCC","PRCC"
"11032","PRCD","PRCD"
"11033","PRCP","PRCP"
"11034","PRDM1","PRDM1"
"11035","PRDM10","PRDM10"
"11036","PRDM11","PRDM11"
"11037","PRDM12","PRDM12"
"11038","PRDM13","PRDM13"
"11039","PRDM14","PRDM14"
"11040","PRDM15","PRDM15"
"11041","PRDM16","PRDM16"
"11042","PRDM2","PRDM2"
"11043","PRDM4","PRDM4"
"11044","PRDM5","PRDM5"
"11045","PRDM6","PRDM6"
"11046","PRDM8","PRDM8"
"11047","PRDX1","PRDX1"
"11048","PRDX2","PRDX2"
"11049","PRDX3","PRDX3"
"11050","PRDX4","PRDX4"
"11051","PRDX5","PRDX5"
"11052","PRDX6","PRDX6"
"11053","PREB","PREB"
"11054","PRELID1","PRELID1"
"11055","PRELID2","PRELID2"
"11056","PRELID3A","PRELID3A"
"11057","PRELID3B","PRELID3B"
"11058","PRELP","PRELP"
"11059","PREP","PREP"
"11060","PREPL","PREPL"
"11061","PREX1","PREX1"
"11062","PREX2","PREX2"
"11063","PRF1","PRF1"
"11064","PRG3","PRG3"
"11065","PRG4","PRG4"
"11066","PRICKLE1","PRICKLE1"
"11067","PRICKLE2","PRICKLE2"
"11068","PRICKLE3","PRICKLE3"
"11069","PRICKLE4","PRICKLE4"
"11070","PRIM1","PRIM1"
"11071","PRIM2","PRIM2"
"11072","PRIMA1","PRIMA1"
"11073","PRIMPOL","PRIMPOL"
"11074","PRKAA1","PRKAA1"
"11075","PRKAA2","PRKAA2"
"11076","PRKAB1","PRKAB1"
"11077","PRKAB2","PRKAB2"
"11078","PRKACA","PRKACA"
"11079","PRKACB","PRKACB"
"11080","PRKACG","PRKACG"
"11081","PRKAG1","PRKAG1"
"11082","PRKAG2","PRKAG2"
"11083","PRKAG3","PRKAG3"
"11084","PRKAR1A","PRKAR1A"
"11085","PRKAR1B","PRKAR1B"
"11086","PRKAR2A","PRKAR2A"
"11087","PRKAR2B","PRKAR2B"
"11088","PRKCA","PRKCA"
"11089","PRKCB","PRKCB"
"11090","PRKCD","PRKCD"
"11091","PRKCE","PRKCE"
"11092","PRKCG","PRKCG"
"11093","PRKCH","PRKCH"
"11094","PRKCI","PRKCI"
"11095","PRKCQ","PRKCQ"
"11096","PRKCSH","PRKCSH"
"11097","PRKCZ","PRKCZ"
"11098","PRKD1","PRKD1"
"11099","PRKD2","PRKD2"
"11100","PRKD3","PRKD3"
"11101","PRKDC","PRKDC"
"11102","PRKG1","PRKG1"
"11103","PRKG2","PRKG2"
"11104","PRKN","PRKN"
"11105","PRKRIP1","PRKRIP1"
"11106","PRKX","PRKX"
"11107","PRL","PRL"
"11108","PRLH","PRLH"
"11109","PRLHR","PRLHR"
"11110","PRLR","PRLR"
"11111","PRM2","PRM2"
"11112","PRMT1","PRMT1"
"11113","PRMT2","PRMT2"
"11114","PRMT3","PRMT3"
"11115","PRMT5","PRMT5"
"11116","PRMT6","PRMT6"
"11117","PRMT7","PRMT7"
"11118","PRMT8","PRMT8"
"11119","PRMT9","PRMT9"
"11120","PRND","PRND"
"11121","PRNP","PRNP"
"11122","PROB1","PROB1"
"11123","PROC","PROC"
"11124","PROCA1","PROCA1"
"11125","PROCR","PROCR"
"11126","PRODH2","PRODH2"
"11127","PROK1","PROK1"
"11128","PROK2","PROK2"
"11129","PROKR1","PROKR1"
"11130","PROKR2","PROKR2"
"11131","PROM1","PROM1"
"11132","PROM2","PROM2"
"11133","PROP1","PROP1"
"11134","PRORP","PRORP"
"11135","PROS1","PROS1"
"11136","PROSER1","PROSER1"
"11137","PROSER2","PROSER2"
"11138","PROSER3","PROSER3"
"11139","PROX1","PROX1"
"11140","PROX2","PROX2"
"11141","PROZ","PROZ"
"11142","PRPF18","PRPF18"
"11143","PRPF19","PRPF19"
"11144","PRPF3","PRPF3"
"11145","PRPF31","PRPF31"
"11146","PRPF38A","PRPF38A"
"11147","PRPF38B","PRPF38B"
"11148","PRPF39","PRPF39"
"11149","PRPF4","PRPF4"
"11150","PRPF40A","PRPF40A"
"11151","PRPF40B","PRPF40B"
"11152","PRPF4B","PRPF4B"
"11153","PRPF6","PRPF6"
"11154","PRPF8","PRPF8"
"11155","PRPH","PRPH"
"11156","PRPH2","PRPH2"
"11157","PRPS1","PRPS1"
"11158","PRPS1L1","PRPS1L1"
"11159","PRPS2","PRPS2"
"11160","PRPSAP1","PRPSAP1"
"11161","PRPSAP2","PRPSAP2"
"11162","PRR11","PRR11"
"11163","PRR12","PRR12"
"11164","PRR13","PRR13"
"11165","PRR14","PRR14"
"11166","PRR14L","PRR14L"
"11167","PRR15","PRR15"
"11168","PRR15L","PRR15L"
"11169","PRR16","PRR16"
"11170","PRR18","PRR18"
"11171","PRR19","PRR19"
"11172","PRR20G","PRR20G"
"11173","PRR23A","PRR23A"
"11174","PRR23C","PRR23C"
"11175","PRR27","PRR27"
"11176","PRR29","PRR29"
"11177","PRR3","PRR3"
"11178","PRR30","PRR30"
"11179","PRR32","PRR32"
"11180","PRR33","PRR33"
"11181","PRR35","PRR35"
"11182","PRR36","PRR36"
"11183","PRR5","PRR5"
"11184","PRR5L","PRR5L"
"11185","PRR7","PRR7"
"11186","PRR9","PRR9"
"11187","PRRC1","PRRC1"
"11188","PRRC2A","PRRC2A"
"11189","PRRC2B","PRRC2B"
"11190","PRRC2C","PRRC2C"
"11191","TSPAN7","PRRG1"
"11192","PRRG2","PRRG2"
"11193","PRRG3","PRRG3"
"11194","PRRG4","PRRG4"
"11195","PRRT1","PRRT1"
"11196","PRRT1B","PRRT1B"
"11197","PRRT2","PRRT2"
"11198","PRRT3","PRRT3"
"11199","PRRT4","PRRT4"
"11200","PRRX1","PRRX1"
"11201","PRRX2","PRRX2"
"11202","PRSS12","PRSS12"
"11203","PRSS16","PRSS16"
"11204","PRSS2","PRSS2"
"11205","PRSS22","PRSS22"
"11206","PRSS23","PRSS23"
"11207","PRSS27","PRSS27"
"11208","PRSS33","PRSS33"
"11209","PRSS35","PRSS35"
"11210","PRSS36","PRSS36"
"11211","PRSS37","PRSS37"
"11212","PRSS38","PRSS38"
"11213","PRSS48","PRSS48"
"11214","PRSS50","PRSS50"
"11215","PRSS51","PRSS51"
"11216","PRSS53","PRSS53"
"11217","PRSS54","PRSS54"
"11218","PRSS55","PRSS55"
"11219","PRSS56","PRSS56"
"11220","PRSS58","PRSS58"
"11221","PRTFDC1","PRTFDC1"
"11222","PRTG","PRTG"
"11223","PRTN3","PRTN3"
"11224","PRUNE1","PRUNE1"
"11225","PRUNE2","PRUNE2"
"11226","PRX","PRX"
"11227","PRXL2A","PRXL2A"
"11228","PRXL2B","PRXL2B"
"11229","PRXL2C","PRXL2C"
"11230","PSAP","PSAP"
"11231","PSAPL1","PSAPL1"
"11232","PSCA","PSCA"
"11233","PSD","PSD"
"11234","PSD2","PSD2"
"11235","PSD3","PSD3"
"11236","PSD4","PSD4"
"11237","PSEN1","PSEN1"
"11238","PSEN2","PSEN2"
"11239","PSENEN","PSENEN"
"11240","PSIP1","PSIP1"
"11241","PSKH1","PSKH1"
"11242","PSKH2","PSKH2"
"11243","PSMA1","PSMA1"
"11244","PSMA2","PSMA2"
"11245","PSMA4","PSMA4"
"11246","PSMA5","PSMA5"
"11247","PSMA6","PSMA6"
"11248","PSMA7","PSMA7"
"11249","PSMA8","PSMA8"
"11250","PSMB1","PSMB1"
"11251","PSMB10","PSMB10"
"11252","PSMB11","PSMB11"
"11253","PSMB2","PSMB2"
"11254","PSMB3","PSMB3"
"11255","PSMB4","PSMB4"
"11256","PSMB5","PSMB5"
"11257","PSMB6","PSMB6"
"11258","PSMB7","PSMB7"
"11259","TAP1","PSMB8"
"11260","PSMB9","PSMB9"
"11261","PSMC2","PSMC2"
"11262","PSMC3","PSMC3"
"11263","PSMC3IP","PSMC3IP"
"11264","PSMC4","PSMC4"
"11265","PSMC5","PSMC5"
"11266","PSMD1","PSMD1"
"11267","PSMD10","PSMD10"
"11268","PSMD11","PSMD11"
"11269","PSMD12","PSMD12"
"11270","PSMD13","PSMD13"
"11271","PSMD14","PSMD14"
"11272","PSMD2","PSMD2"
"11273","PSMD3","PSMD3"
"11274","PSMD4","PSMD4"
"11275","PSMD5","PSMD5"
"11276","PSMD6","PSMD6"
"11277","PSMD7","PSMD7"
"11278","PSMD8","PSMD8"
"11279","PSMD9","PSMD9"
"11280","PSME1","PSME1"
"11281","PSME3","PSME3"
"11282","PSME4","PSME4"
"11283","PSMF1","PSMF1"
"11284","PSMG1","PSMG1"
"11285","PSMG2","PSMG2"
"11286","PSMG3","PSMG3"
"11287","PSMG4","PSMG4"
"11288","PSORS1C2","PSORS1C2"
"11289","PSPC1","PSPC1"
"11290","PSPN","PSPN"
"11291","PSRC1","PSRC1"
"11292","PSTK","PSTK"
"11293","PSTPIP1","PSTPIP1"
"11294","PSTPIP2","PSTPIP2"
"11295","PTAFR","PTAFR"
"11296","PTAR1","PTAR1"
"11297","PTBP1","PTBP1"
"11298","PTBP2","PTBP2"
"11299","PTBP3","PTBP3"
"11300","PTCD1","PTCD1"
"11301","PTCD2","PTCD2"
"11302","PTCD3","PTCD3"
"11303","PTCH1","PTCH1"
"11304","PTCHD1","PTCHD1"
"11305","PTCHD3","PTCHD3"
"11306","PTCHD4","PTCHD4"
"11307","PTCRA","PTCRA"
"11308","PTDSS1","PTDSS1"
"11309","PTER","PTER"
"11310","PTF1A","PTF1A"
"11311","PTGDR","PTGDR"
"11312","PTGDR2","PTGDR2"
"11313","PTGDS","PTGDS"
"11314","PTGER1","PTGER1"
"11315","PTGER2","PTGER2"
"11316","PTGER3","PTGER3"
"11317","PTGER4","PTGER4"
"11318","PTGES","PTGES"
"11319","PTGES2","PTGES2"
"11320","PTGFR","PTGFR"
"11321","PTGFRN","PTGFRN"
"11322","PTGIR","PTGIR"
"11323","PTGIS","PTGIS"
"11324","PTGR1","PTGR1"
"11325","PTGR2","PTGR2"
"11326","PTGR3","PTGR3"
"11327","PTGS1","PTGS1"
"11328","PTGS2","PTGS2"
"11329","PTH","PTH"
"11330","PTH1R","PTH1R"
"11331","PTH2","PTH2"
"11332","PTH2R","PTH2R"
"11333","PTHLH","PTHLH"
"11334","PTK2","PTK2"
"11335","PTK2B","PTK2B"
"11336","PTK6","PTK6"
"11337","PTK7","PTK7"
"11338","PTN","PTN"
"11339","PTOV1","PTOV1"
"11340","PTP4A1","PTP4A1"
"11341","PTP4A2","PTP4A2"
"11342","PTP4A3","PTP4A3"
"11343","PTPA","PTPA"
"11344","PTPDC1","PTPDC1"
"11345","PTPMT1","PTPMT1"
"11346","PTPN1","PTPN1"
"11347","PTPN11","PTPN11"
"11348","PTPN12","PTPN12"
"11349","PTPN13","PTPN13"
"11350","PTPN14","PTPN14"
"11351","PTPN18","PTPN18"
"11352","PTPN2","PTPN2"
"11353","PTPN20","PTPN20"
"11354","PTPN21","PTPN21"
"11355","PTPN22","PTPN22"
"11356","PTPN23","PTPN23"
"11357","PTPN3","PTPN3"
"11358","PTPN4","PTPN4"
"11359","PTPN5","PTPN5"
"11360","PTPN6","PTPN6"
"11361","PTPN7","PTPN7"
"11362","PTPN9","PTPN9"
"11363","PTPRA","PTPRA"
"11364","PTPRB","PTPRB"
"11365","PTPRC","PTPRC"
"11366","PTPRCAP","PTPRCAP"
"11367","PTPRD","PTPRD"
"11368","PTPRE","PTPRE"
"11369","PTPRF","PTPRF"
"11370","PTPRG","PTPRG"
"11371","PTPRH","PTPRH"
"11372","PTPRJ","PTPRJ"
"11373","PTPRK","PTPRK"
"11374","PTPRM","PTPRM"
"11375","PTPRN","PTPRN"
"11376","PTPRN2","PTPRN2"
"11377","PTPRO","PTPRO"
"11378","PTPRQ","PTPRQ"
"11379","PTPRR","PTPRR"
"11380","PTPRS","PTPRS"
"11381","PTPRT","PTPRT"
"11382","PTPRU","PTPRU"
"11383","PTPRZ1","PTPRZ1"
"11384","PTRH1","PTRH1"
"11385","PTRH2","PTRH2"
"11386","PTRHD1","PTRHD1"
"11387","PTS","PTS"
"11388","PTTG1","PTTG1"
"11389","PTTG1IP","PTTG1IP"
"11390","PTX3","PTX3"
"11391","PTX4","PTX4"
"11392","PUDP","PUDP"
"11393","PUF60","PUF60"
"11394","PUM1","PUM1"
"11395","PUM2","PUM2"
"11396","PUM3","PUM3"
"11397","PURA","PURA"
"11398","PURB","PURB"
"11399","PURG","PURG"
"11400","PUS1","PUS1"
"11401","PUS10","PUS10"
"11402","PUS3","PUS3"
"11403","PUS7","PUS7"
"11404","PUS7L","PUS7L"
"11405","PUSL1","PUSL1"
"11406","PVALB","PVALB"
"11407","PVALEF","PVALEF"
"11408","PVR","PVR"
"11409","PWP1","PWP1"
"11410","PWP2","PWP2"
"11411","PWWP2A","PWWP2A"
"11412","PWWP3A","PWWP3A"
"11413","PWWP3B","PWWP3B"
"11414","PXDC1","PXDC1"
"11415","PXDN","PXDN"
"11416","PXDNL","PXDNL"
"11417","PXK","PXK"
"11418","PXMP2","PXMP2"
"11419","PXMP4","PXMP4"
"11420","PXN","PXN"
"11421","PXYLP1","PXYLP1"
"11422","PYCARD","PYCARD"
"11423","PYCR1","PYCR1"
"11424","LEFTY1","PYCR2"
"11425","PYDC1","PYDC1"
"11426","PYGB","PYGB"
"11427","PYGL","PYGL"
"11428","PYGM","PYGM"
"11429","PYGO1","PYGO1"
"11430","PYGO2","PYGO2"
"11431","PYHIN1","PYHIN1"
"11432","PYM1","PYM1"
"11433","PYROXD1","PYROXD1"
"11434","PYROXD2","PYROXD2"
"11435","PYY","PYY"
"11436","PZP","PZP"
"11437","QARS1","QARS1"
