"","human_gene","rat_gene"
"9377","MACC1","Macc1"
"9378","MACF1","Macf1"
"9379","MACIR","Macir"
"9380","MACO1","Maco1"
"9381","MACROD1","Macrod1"
"9382","MACROH2A1","Macroh2a1"
"9383","MACROH2A2","Macroh2a2"
"9384","MAD1L1","Mad1l1"
"9385","MAD2L1","Mad2l1"
"9386","MAD2L1BP","Mad2l1bp"
"9387","MAD2L2","Mad2l2"
"9388","MADCAM1","Madcam1"
"9389","MADD","Madd"
"9390","MAEA","Maea"
"9391","MAEL","Mael"
"9392","MAF","Maf"
"9393","MAF1","Maf1"
"9394","MAFA","Mafa"
"9395","MAFB","Mafb"
"9396","MAFF","Maff"
"9397","MAFG","Mafg"
"9398","MAG","Mag"
"9399","MAGEA10","Magea10"
"9400","MAGEA10","Magea10-ps4"
"9401","MAGEA10","Magea10-ps5"
"9402","MAGEA11","Magea13"
"9403","MAGEA10","Magea14"
"9404","MAGEA10","Magea4"
"9405","MAGEA10","Magea8"
"9406","MAGEA10","Magea9"
"9407","MAGEB16","Mageb16"
"9408","MAGEB18","Mageb18"
"9409","MAGEB2","Mageb2"
"9410","MAGEB3","Mageb3"
"9411","MAGEB6B","Mageb4"
"9412","MAGEB5","Mageb5"
"9413","MAGEB6B","Mageb6"
"9414","MAGEB6B","Mageb6b1"
"9415","MAGEB2","Mageb7"
"9416","MAGEB6B","Magebl1"
"9417","MAGED1","Maged1"
"9418","MAGED2","Maged2"
"9419","MAGEE1","Magee1"
"9420","MAGEE2","Magee2"
"9421","MAGEH1","Mageh1"
"9422","MAGEL2","Magel2"
"9423","MAGI1","Magi1"
"9424","MAGI2","Magi2"
"9425","MAGI3","Magi3"
"9426","MAGIX","Magix"
"9427","MAGOH","Magoh"
"9428","MAGOHB","Magohb"
"9429","MAGT1","Magt1"
"9430","MAIP1","Maip1"
"9431","MAJIN","Majin"
"9432","MAK","Mak"
"9433","MAK16","Mak16"
"9434","MAL","Mal"
"9435","MAL2","Mal2"
"9436","MALL","Mall"
"9437","MALRD1","Malrd1"
"9438","MALSU1","Malsu1"
"9439","MALT1","Malt1"
"9440","MAMDC2","Mamdc2"
"9441","MAML1","Maml1"
"9442","MAML2","Maml2"
"9443","MAML3","Maml3"
"9444","MAMSTR","Mamstr"
"9445","MAN1A1","Man1a1"
"9446","MAN1A2","Man1a2"
"9447","MAN1B1","Man1b1"
"9448","MAN1C1","Man1c1"
"9449","MAN2A1","Man2a1"
"9450","MAN2A2","Man2a2"
"9451","MAN2B1","Man2b1"
"9452","MAN2B2","Man2b2"
"9453","MAN2C1","Man2c1"
"9454","MANBA","Manba"
"9455","MANBAL","Manbal"
"9456","MANEA","Manea"
"9457","MANEAL","Maneal"
"9458","MANF","Manf"
"9459","MANSC1","Mansc1"
"9460","MANSC4","Mansc4"
"9461","MAOA","Maoa"
"9462","MAOB","Maob"
"9463","MAP10","Map10"
"9464","MAP1A","Map1a"
"9465","MAP1B","Map1b"
"9466","MAP1LC3A","Map1lc3a"
"9467","MAP1LC3B","Map1lc3b"
"9468","MAP1LC3B","Map1lc3b2"
"9469","MAP1S","Map1s"
"9470","MAP2","Map2"
"9471","MAP2K1","Map2k1"
"9472","MAP2K2","Map2k2"
"9473","MAP2K3","Map2k3"
"9474","MAP2K4","Map2k4"
"9475","MAP2K5","Map2k5"
"9476","MAP2K6","Map2k6"
"9477","MAP2K7","Map2k7"
"9478","MAP3K1","Map3k1"
"9479","MAP3K10","Map3k10"
"9480","MAP3K11","Map3k11"
"9481","MAP3K12","Map3k12"
"9482","MAP3K13","Map3k13"
"9483","MAP3K14","Map3k14"
"9484","MAP3K15","Map3k15"
"9485","MAP3K19","Map3k19"
"9486","MAP3K2","Map3k2"
"9487","MAP3K20","Map3k20"
"9488","MAP3K21","Map3k21"
"9489","MAP3K3","Map3k3"
"9490","MAP3K4","Map3k4"
"9491","MAP3K5","Map3k5"
"9492","MAP3K6","Map3k6"
"9493","MAP3K7","Map3k7"
"9494","MAP3K7CL","Map3k7cl"
"9495","MAP3K8","Map3k8"
"9496","MAP3K9","Map3k9"
"9497","MAP4K1","Map4k1"
"9498","MAP4K2","Map4k2"
"9499","MAP4K3","Map4k3"
"9500","MAP4K4","Map4k4"
"9501","MAP4K5","Map4k5"
"9502","MAP6","Map6"
"9503","MAP6D1","Map6d1"
"9504","MAP7","Map7"
"9505","MAP7D1","Map7d1"
"9506","MAP7D2","Map7d2"
"9507","MAP7D3","Map7d3"
"9508","MAP9","Map9"
"9509","MAPK1","Mapk1"
"9510","MAPK10","Mapk10"
"9511","MAPK11","Mapk11"
"9512","MAPK12","Mapk12"
"9513","MAPK13","Mapk13"
"9514","MAPK14","Mapk14"
"9515","MAPK15","Mapk15"
"9516","MAPK1IP1L","Mapk1ip1"
"9517","MAPK1IP1L","Mapk1ip1l"
"9518","MAPK3","Mapk3"
"9519","MAPK4","Mapk4"
"9520","MAPK6","Mapk6"
"9521","MAPK7","Mapk7"
"9522","MAPK8","Mapk8"
"9523","MAPK8IP1","Mapk8ip1"
"9524","MAPK8IP2","Mapk8ip2"
"9525","MAPK8IP3","Mapk8ip3"
"9526","MAPK9","Mapk9"
"9527","MAPKAP1","Mapkap1"
"9528","MAPKAPK2","Mapkapk2"
"9529","MAPKAPK3","Mapkapk3"
"9530","MAPKBP1","Mapkbp1"
"9531","MAPRE1","Mapre1"
"9532","MAPRE3","Mapre3"
"9533","MAPT","Mapt"
"9534","MARCHF1","Marchf1"
"9535","MARCHF10","Marchf10"
"9536","MARCHF11","Marchf11"
"9537","MARCHF2","Marchf2"
"9538","MARCHF3","Marchf3"
"9539","MARCHF4","Marchf4"
"9540","MARCHF5","Marchf5"
"9541","MARCHF6","Marchf6"
"9542","MARCHF7","Marchf7"
"9543","MARCHF8","Marchf8"
"9544","MARCKS","Marcks"
"9545","MARCKSL1","Marcksl1"
"9546","MARCO","Marco"
"9547","MARF1","Marf1"
"9548","MARF1","Marf1-ps1"
"9549","MARK1","Mark1"
"9550","MARK2","Mark2"
"9551","MARK3","Mark3"
"9552","MARK4","Mark4"
"9553","MARS1","Mars1"
"9554","MARS2","Mars2"
"9555","MAS1","Mas1"
"9556","MASP1","Masp1"
"9557","MASP2","Masp2"
"9558","MAST2","Mast2"
"9559","MAST3","Mast3"
"9560","MAST4","Mast4"
"9561","MASTL","Mastl"
"9562","MAT1A","Mat1a"
"9563","MAT2A","Mat2a"
"9564","MAT2B","Mat2b"
"9565","MATCAP1","Matcap1"
"9566","MATCAP2","Matcap2"
"9567","MATK","Matk"
"9568","MATN1","Matn1"
"9569","MATN2","Matn2"
"9570","MATN3","Matn3"
"9571","MATN4","Matn4"
"9572","MATR3","Matr3"
"9573","MAU2","Mau2"
"9574","MAVS","Mavs"
"9575","MAX","Max"
"9576","MAZ","Maz"
"9577","MB","Mb"
"9578","MB21D2","Mb21d2"
"9579","MBD1","Mbd1"
"9580","MBD3","Mbd3"
"9581","MBD3L1","Mbd3l1"
"9582","MBD3L5","Mbd3l2"
"9583","MBD4","Mbd4"
"9584","MBD5","Mbd5"
"9585","MBD6","Mbd6"
"9586","MBIP","Mbip"
"9587","MBLAC2","Mblac2"
"9588","MBNL1","Mbnl1"
"9589","MBNL2","Mbnl2"
"9590","MBNL3","Mbnl3"
"9591","MBOAT1","Mboat1"
"9592","MBOAT2","Mboat2"
"9593","MBOAT4","Mboat4"
"9594","MBOAT7","Mboat7"
"9595","MBP","Mbp"
"9596","MBTD1","Mbtd1"
"9597","MBTPS1","Mbtps1"
"9598","MC1R","Mc1r"
"9599","MC2R","Mc2r"
"9600","MC3R","Mc3r"
"9601","MC4R","Mc4r"
"9602","MC5R","Mc5r"
"9603","MCAM","Mcam"
"9604","MCAT","Mcat"
"9605","MCC","Mcc"
"9606","MCCC1","Mccc1"
"9607","MCCC2","Mccc2"
"9608","MCEE","Mcee"
"9609","MCEMP1","Mcemp1"
"9610","MCF2","Mcf2"
"9611","MCF2L","Mcf2l"
"9612","MCFD2","Mcfd2"
"9613","MCHR1","Mchr1"
"9614","MCIDAS","Mcidas"
"9615","MCL1","Mcl1"
"9616","MCM10","Mcm10"
"9617","MCM2","Mcm2"
"9618","MCM3","Mcm3"
"9619","MCM3AP","Mcm3ap"
"9620","MCM4","Mcm4"
"9621","MCM5","Mcm5"
"9622","MCM6","Mcm6"
"9623","MCM7","Mcm7"
"9624","MCM8","Mcm8"
"9625","MCM9","Mcm9"
"9626","MCMBP","Mcmbp"
"9627","MCMDC2","Mcmdc2"
"9628","MCOLN1","Mcoln1"
"9629","MCOLN2","Mcoln2"
"9630","MCOLN3","Mcoln3"
"9631","MCPH1","Mcph1"
"9632","MCRIP1","Mcrip1"
"9633","MCRIP2","Mcrip2"
"9634","MCRS1","Mcrs1"
"9635","MCTP1","Mctp1"
"9636","MCTP2","Mctp2"
"9637","MCTS1","Mcts1"
"9638","MCU","Mcu"
"9639","MCUB","Mcub"
"9640","MCUR1","Mcur1"
"9641","MDC1","Mdc1"
"9642","MDFI","Mdfi"
"9643","MDFIC","Mdfic"
"9644","MDFIC2","Mdfic2"
"9645","MDGA1","Mdga1"
"9646","MDGA2","Mdga2"
"9647","MDH1","Mdh1"
"9648","MDH1B","Mdh1b"
"9649","MDH2","Mdh2"
"9650","MDK","Mdk"
"9651","MDM1","Mdm1"
"9652","MDM2","Mdm2"
"9653","MDM4","Mdm4"
"9654","MDN1","Mdn1"
"9655","ME1","Me1"
"9656","ME2","Me2"
"9657","ME3","Me3"
"9658","MEA1","Mea1"
"9659","MEAF6","Meaf6"
"9660","MEAK7","Meak7"
"9661","MECOM","Mecom"
"9662","MECP2","Mecp2"
"9663","MECR","Mecr"
"9664","MED1","Med1"
"9665","MED10","Med10"
"9666","MED11","Med11"
"9667","MED12","Med12"
"9668","MED12L","Med12l"
"9669","MED13","Med13"
"9670","MED13L","Med13l"
"9671","MED14","Med14"
"9672","MED15","Med15"
"9673","MED16","Med16"
"9674","MED17","Med17"
"9675","MED18","Med18"
"9676","MED19","Med19"
"9677","MED20","Med20"
"9678","MED21","Med21"
"9679","MED22","Med22"
"9680","MED23","Med23"
"9681","MED24","Med24"
"9682","MED25","Med25"
"9683","MED26","Med26"
"9684","MED27","Med27"
"9685","MED28","Med28"
"9686","MED29","Med29"
"9687","MED30","Med30"
"9688","MED31","Med31"
"9689","MED4","Med4"
"9690","MED6","Med6"
"9691","MED7","Med7"
"9692","MED8","Med8"
"9693","MED9","Med9"
"9694","MEDAG","Medag"
"9695","MEF2A","Mef2a"
"9696","MEF2B","Mef2b"
"9697","MEF2C","Mef2c"
"9698","MEF2D","Mef2d"
"9699","MEFV","Mefv"
"9700","MEGF10","Megf10"
"9701","MEGF11","Megf11"
"9702","MEGF6","Megf6"
"9703","MEGF8","Megf8"
"9704","MEGF9","Megf9"
"9705","MEI1","Mei1"
"9706","MEI4","Mei4"
"9707","MEIG1","Meig1"
"9708","MEIKIN","Meikin"
"9709","MEIOB","Meiob"
"9710","MEIOC","Meioc"
"9711","MEIOSIN","Meiosin"
"9712","MEIS1","Meis1"
"9713","MEIS2","Meis2"
"9714","MEIS3","Meis3"
"9715","MELK","Melk"
"9716","MELTF","Meltf"
"9717","MEMO1","Memo1"
"9718","MEN1","Men1"
"9719","MEOX1","Meox1"
"9720","MEOX2","Meox2"
"9721","MEP1B","Mep1b"
"9722","MEPCE","Mepce"
"9723","MEPE","Mepe"
"9724","MERTK","Mertk"
"9725","MESD","Mesd"
"9726","MESP1","Mesp1"
"9727","MESP2","Mesp2"
"9728","MEST","Mest"
"9729","MET","Met"
"9730","METAP1","Metap1"
"9731","METAP1D","Metap1d"
"9732","METAP2","Metap2"
"9733","RN7SL2","Metazoa_SRP"
"9734","METRN","Metrn"
"9735","METRNL","Metrnl"
"9736","METTL1","Mettl1"
"9737","METTL13","Mettl13"
"9738","METTL14","Mettl14"
"9739","METTL15","Mettl15"
"9740","METTL16","Mettl16"
"9741","METTL17","Mettl17"
"9742","METTL18","Mettl18"
"9743","METTL2B","Mettl2"
"9744","METTL21A","Mettl21a"
"9745","METTL21C","Mettl21c"
"9746","METTL21EP","Mettl21cl1"
"9747","METTL22","Mettl22"
"9748","METTL23","Mettl23"
"9749","METTL24","Mettl24"
"9750","METTL25","Mettl25"
"9751","METTL25B","Mettl25b"
"9752","METTL26","Mettl26"
"9753","METTL27","Mettl27"
"9754","METTL3","Mettl3"
"9755","METTL4","Mettl4"
"9756","METTL5","Mettl5"
"9757","SH3BP5","Mettl6"
"9758","TMT1A","Mettl7a"
"9759","TMT1B","Mettl7b"
"9760","METTL8","Mettl8"
"9761","METTL9","Mettl9"
"9762","MEX3A","Mex3a"
"9763","MEX3B","Mex3b"
"9764","MEX3C","Mex3c"
"9765","MEX3D","Mex3d"
"9766","MFAP1","Mfap1a"
"9767","MFAP2","Mfap2"
"9768","MFAP3","Mfap3"
"9769","MFAP3L","Mfap3l"
"9770","MFAP4","Mfap4"
"9771","MFAP5","Mfap5"
"9772","MFF","Mff"
"9773","MFGE8","Mfge8"
"9774","MFHAS1","Mfhas1"
"9775","MFN1","Mfn1"
"9776","MFN2","Mfn2"
"9777","MFNG","Mfng"
"9778","MFRP","Mfrp"
"9779","MFSD1","Mfsd1"
"9780","MFSD10","Mfsd10"
"9781","MFSD11","Mfsd11"
"9782","MFSD12","Mfsd12"
"9783","MFSD13A","Mfsd13a"
"9784","MFSD14B","Mfsd14b"
"9785","MFSD2A","Mfsd2a"
"9786","MFSD2B","Mfsd2b"
"9787","MFSD3","Mfsd3"
"9788","MFSD4A","Mfsd4a"
"9789","MFSD4B","Mfsd4b1"
"9790","MFSD4B","Mfsd4b2"
"9791","MFSD5","Mfsd5"
"9792","MFSD6","Mfsd6"
"9793","MFSD6L","Mfsd6l"
"9794","MFSD8","Mfsd8"
"9795","MFSD9","Mfsd9"
"9796","MGA","Mga"
"9797","MGAM","Mgam"
"9798","MGAM2","Mgam2"
"9799","MGARP","Mgarp"
"9800","MGAT1","Mgat1"
"9801","MGAT2","Mgat2"
"9802","MGAT3","Mgat3"
"9803","MGAT4A","Mgat4a"
"9804","MGAT4B","Mgat4b"
"9805","MGAT4C","Mgat4c"
"9806","MGAT5","Mgat5"
"9807","MGAT5B","Mgat5b"
"9808","MGLL","Mgll"
"9809","MGME1","Mgme1"
"9810","MGMT","Mgmt"
"9811","MGP","Mgp"
"9812","MGRN1","Mgrn1"
"9813","MGST1","Mgst1"
"9814","MGST2","Mgst2"
"9815","MGST3","Mgst3"
"9816","MIA","Mia"
"9817","MIA2","Mia2"
"9818","MIA3","Mia3"
"9819","MIB1","Mib1"
"9820","MIB2","Mib2"
"9821","MICAL1","Mical1"
"9822","MICAL2","Mical2"
"9823","MICAL3","Mical3"
"9824","MICALL1","Micall1"
"9825","MICALL2","Micall2"
"9826","MICA","Micb"
"9827","MICOS13","Micos13"
"9828","MICU1","Micu1"
"9829","MICU2","Micu2"
"9830","MICU3","Micu3"
"9831","MID1","Mid1"
"9832","MID1IP1","Mid1ip1"
"9833","MID2","Mid2"
"9834","MIDEAS","Mideas"
"9835","MIDN","Midn"
"9836","MIEF1","Mief1"
"9837","MIEF2","Mief2"
"9838","MIEN1","Mien1"
"9839","MIER1","Mier1"
"9840","MIER2","Mier2"
"9841","MIER3","Mier3"
"9842","MIF","Mif"
"9843","MIGA1","Miga1"
"9844","MIGA2","Miga2"
"9845","MIIP","Miip"
"9846","MICB","Mill1"
"9847","MILR1","Milr1"
"9848","MINAR1","Minar1"
"9849","MINAR2","Minar2"
"9850","MINDY1","Mindy1"
"9851","MINDY2","Mindy2"
"9852","MINDY3","Mindy3"
"9853","MINDY4","Mindy4"
"9854","MINDY4B","Mindy4b"
"9855","MINK1","Mink1"
"9856","MINPP1","Minpp1"
"9857","MIOS","Mios"
"9858","MIOX","Miox"
"9859","MIP","Mip"
"9860","MIPEP","Mipep"
"9861","MIPOL1","Mipol1"
"9862","MIR100","Mir100"
"9863","MIR101-2","Mir101-2"
"9864","MIR101-1","Mir101a"
"9865","MIR103A1","Mir103a1"
"9866","MIR103A2","Mir103a2"
"9867","MIR105-2","Mir105"
"9868","MIR106B","Mir106b"
"9869","MIR107","Mir107"
"9870","MIR10A","Mir10a"
"9871","MIR10B","Mir10b"
"9872","MIR1224","Mir1224"
"9873","MIR124-1","Mir124-1"
"9874","MIR124-2","Mir124-2"
"9875","MIR124-3","Mir124-3"
"9876","MIR1251","Mir1251"
"9877","MIR125A","Mir125a"
"9878","MIR125B1","Mir125b1"
"9879","MIR126","Mir126a"
"9880","MIR127","Mir127"
"9881","MIR128-1","Mir128-1"
"9882","MIR128-2","Mir128-2"
"9883","MIR129-1","Mir129-1"
"9884","MIR129-2","Mir129-2"
"9885","MIR130A","Mir130a"
"9886","MIR132","Mir132"
"9887","MIR133B","Mir133b"
"9888","MIR135A2","Mir135a"
"9889","MIR135B","Mir135b"
"9890","MIR136","Mir136"
"9891","MIR137","Mir137"
"9892","MIR138-1","Mir138-1"
"9893","MIR138-2","Mir138-2"
"9894","MIR139","Mir139"
"9895","MIR140","Mir140"
"9896","MIR142","Mir142"
"9897","MIR143","Mir143"
"9898","MIR144","Mir144"
"9899","MIR145","Mir145"
"9900","MIR146B","Mir146b"
"9901","MIR147B","Mir147"
"9902","MIR148A","Mir148a"
"9903","MIR148B","Mir148b"
"9904","MIR150","Mir150"
"9905","MIR151B","Mir151b"
"9906","MIR152","Mir152"
"9907","MIR153-2","Mir153"
"9908","MIR154","Mir154"
"9909","MIR155","Mir155"
"9910","MIR15A","Mir15a"
"9911","MIR15B","Mir15b"
"9912","MIR16-2","Mir16"
"9913","MIR17","Mir17"
"9914","MIR181A2","Mir181a2"
"9915","MIR181B1","Mir181b1"
"9916","MIR181B2","Mir181b2"
"9917","MIR181C","Mir181c"
"9918","MIR184","Mir184"
"9919","MIR185","Mir185"
"9920","MIR186","Mir186"
"9921","MIR187","Mir187"
"9922","MIR188","Mir188"
"9923","MIR18A","Mir18a"
"9924","MIR190A","Mir190"
"9925","MIR190B","Mir190b"
"9926","MIR1912","Mir1912"
"9927","MIR192","Mir192"
"9928","MIR193A","Mir193a"
"9929","MIR193B","Mir193b"
"9930","MIR194-1","Mir194-1"
"9931","MIR195","Mir195"
"9932","MIR196A2","Mir196a"
"9933","MIR196B","Mir196b"
"9934","MIR196A1","Mir196c"
"9935","MIR199A2","Mir199a2"
"9936","MIR19B1","Mir19b1"
"9937","MIR19B2","Mir19b2"
"9938","MIR1-1","Mir1b"
"9939","MIR200B","Mir200b"
"9940","MIR204","Mir204"
"9941","MIR205","Mir205"
"9942","MIR206","Mir206"
"9943","MIR208B","Mir208b"
"9944","MIR20A","Mir20a"
"9945","MIR20B","Mir20b"
"9946","MIR21","Mir21"
"9947","MIR211","Mir211"
"9948","MIR212","Mir212"
"9949","MIR214","Mir214"
"9950","MIR216A","Mir216a"
"9951","MIR216B","Mir216b"
"9952","MIR217","Mir217"
"9953","MIR218-2","Mir218-2"
"9954","MIR219B","Mir219-2"
"9955","MIR22","Mir22"
"9956","MIR221","Mir221"
"9957","MIR222","Mir222"
"9958","MIR223","Mir223"
"9959","MIR224","Mir224"
"9960","MIR23A","Mir23a"
"9961","MIR23B","Mir23b"
"9962","MIR24-2","Mir24-2"
"9963","MIR25","Mir25"
"9964","MIR26A1","Mir26a"
"9965","MIR26A2","Mir26a-2"
"9966","MIR26B","Mir26b"
"9967","MIR27A","Mir27a"
"9968","MIR27B","Mir27b"
"9969","MIR28","Mir28"
"9970","MIR371A","Mir293"
"9971","MIR372","Mir295-1"
"9972","MIR372","Mir295-2"
"9973","MIR298","Mir298"
"9974","MIR29B2","Mir29b-3"
"9975","MIR29B1","Mir29b1"
"9976","MIR301A","Mir301a"
"9977","MIR301B","Mir301b"
"9978","MIR30A","Mir30a"
"9979","MIR30B","Mir30b"
"9980","MIR30C1","Mir30c1"
"9981","MIR30C2","Mir30c2"
"9982","MIR30D","Mir30d"
"9983","MIR32","Mir32"
"9984","MIR320A","Mir320a"
"9985","MIR424","Mir322-2"
"9986","MIR323A","Mir323"
"9987","MIR326","Mir326"
"9988","MIR33A","Mir33"
"9989","MIR330","Mir330"
"9990","MIR331","Mir331"
"9991","MIR337","Mir337"
"9992","MIR339","Mir339"
"9993","MIR340","Mir340-2"
"9994","MIR342","Mir342"
"9995","MIR345","Mir345"
"9996","MIR346","Mir346"
"9997","MIR34A","Mir34a"
"9998","MIR34B","Mir34b"
"9999","MIR34C","Mir34c"
"10000","MIR203B","Mir3545"
"10001","MIR208A","Mir3546"
"10002","MIR200A","Mir3548"
"10003","MIR183","Mir3553"
"10004","MIR31","Mir3554"
"10005","MIR191","Mir3555"
"10006","MIR378A","Mir3557"
"10007","MIR1-2","Mir3571"
"10008","MIR200C","Mir3575"
"10009","MIR409","Mir3581"
"10010","MIR513A2","Mir3585"
"10011","MIR122","Mir3591"
"10012","MIR361","Mir361"
"10013","MIR363","Mir363"
"10014","MIR365A","Mir365-1"
"10015","MIR365B","Mir365b"
"10016","MIR370","Mir370"
"10017","MIR374B","Mir374b"
"10018","MIR375","Mir375"
"10019","MIR383","Mir383"
"10020","MIR410","Mir410"
"10021","MIR411","Mir411"
"10022","MIR412","Mir412"
"10023","MIR423","Mir423"
"10024","MIR425","Mir425"
"10025","MIR431","Mir431"
"10026","MIR433","Mir433"
"10027","MIR448","Mir448"
"10028","MIR449A","Mir449a"
"10029","MIR450A1","Mir450a1"
"10030","MIR450A2","Mir450b-1"
"10031","MIR451A","Mir451a"
"10032","MIR455","Mir455"
"10033","MIR484","Mir484"
"10034","MIR487B","Mir487b"
"10035","MIR488","Mir488"
"10036","MIR489","Mir489"
"10037","MIR490","Mir490"
"10038","MIR494","Mir494"
"10039","MIR496","Mir496"
"10040","MIR497","Mir497"
"10041","MIR502","Mir500"
"10042","MIR504","Mir504"
"10043","MIR514A1","Mir509"
"10044","MIR532","Mir532"
"10045","MIR541","Mir541"
"10046","MIR542","Mir542"
"10047","MIR544A","Mir544"
"10048","MIR582","Mir582"
"10049","MIR592","Mir592"
"10050","MIR598","Mir598"
"10051","MIR628","Mir628"
"10052","MIR652","Mir652"
"10053","MIR653","Mir653"
"10054","MIR665","Mir665"
"10055","MIR671","Mir671"
"10056","MIR675","Mir675"
"10057","MIR676","Mir676"
"10058","MIR7-1","Mir7-1"
"10059","MIR708","Mir708"
"10060","MIR711","Mir711"
"10061","MIR760","Mir760"
"10062","MIR761","Mir761"
"10063","MIR770","Mir770"
"10064","MIR802","Mir802"
"10065","MIR873","Mir873"
"10066","MIR874","Mir874"
"10067","MIR876","Mir876"
"10068","MIR877","Mir877"
"10069","MIR7-3","Mir9"
"10070","MIR92A1","Mir92a1"
"10071","MIR92A2","Mir92a2"
"10072","MIR96","Mir96"
"10073","MIR98","Mir98"
"10074","MIR99A","Mir99a"
"10075","MIR99B","Mir99b"
"10076","MIRLET7A1","Mirlet7a1"
"10077","MIRLET7C","Mirlet7c1"
"10078","MIRLET7A3","Mirlet7c2"
"10079","MIRLET7D","Mirlet7d"
"10080","MIRLET7F2","Mirlet7f2"
"10081","MIRLET7G","Mirlet7g"
"10082","MIRLET7I","Mirlet7i"
"10083","MIS12","Mis12"
"10084","MIS18A","Mis18a"
"10085","MIS18BP1","Mis18bp1"
"10086","MISP","Misp"
"10087","MISP3","Misp3"
"10088","MITD1","Mitd1"
"10089","MITF","Mitf"
"10090","MIX23","Mix23"
"10091","MIXL1","Mixl1"
"10092","MKI67","Mki67"
"10093","MKKS","Mkks"
"10094","MKLN1","Mkln1"
"10095","MKNK2","Mknk2"
"10096","MKRN1","Mkrn1"
"10097","MKRN2","Mkrn2"
"10098","MKRN2OS","Mkrn2os"
"10099","MKRN3","Mkrn3"
"10100","MKS1","Mks1"
"10101","MKX","Mkx"
"10102","MLANA","Mlana"
"10103","MLC1","Mlc1"
"10104","MLEC","Mlec"
"10105","MLF1","Mlf1"
"10106","MLF2","Mlf2"
"10107","MLH1","Mlh1"
"10108","MLH3","Mlh3"
"10109","MLIP","Mlip"
"10110","MLKL","Mlkl"
"10111","MLLT1","Mllt1"
"10112","MLLT10","Mllt10"
"10113","MLLT3","Mllt3"
"10114","MLLT6","Mllt6"
"10115","MLPH","Mlph"
"10116","MLST8","Mlst8"
"10117","MLX","Mlx"
"10118","MLXIP","Mlxip"
"10119","MLYCD","Mlycd"
"10120","MMAA","Mmaa"
"10121","MMAB","Mmab"
"10122","MMACHC","Mmachc"
"10123","MMADHC","Mmadhc"
"10124","MMD","Mmd"
"10125","MMD2","Mmd2"
"10126","MME","Mme"
"10127","MMEL1","Mmel1"
"10128","MMGT1","Mmgt1"
"10129","MMP1","Mmp1"
"10130","MMP11","Mmp11"
"10131","MMP12","Mmp12"
"10132","MMP13","Mmp13"
"10133","MMP14","Mmp14"
"10134","MMP15","Mmp15"
"10135","MMP16","Mmp16"
"10136","MMP17","Mmp17"
"10137","MMP19","Mmp19"
"10138","MMP1","Mmp1b"
"10139","MMP2","Mmp2"
"10140","MMP20","Mmp20"
"10141","MMP21","Mmp21"
"10142","MMP23B","Mmp23"
"10143","MMP24","Mmp24"
"10144","MMP25","Mmp25"
"10145","MMP27","Mmp27"
"10146","MMP28","Mmp28"
"10147","MMP3","Mmp3"
"10148","MMP7","Mmp7"
"10149","MMP8","Mmp8"
"10150","MMP9","Mmp9"
"10151","MMRN1","Mmrn1"
"10152","MMRN2","Mmrn2"
"10153","MMS19","Mms19"
"10154","MMS22L","Mms22l"
"10155","MMUT","Mmut"
"10156","MN1","Mn1"
"10157","MNAT1","Mnat1"
"10158","MND1","Mnd1"
"10159","MNDA","Mnda"
"10160","MNS1","Mns1"
"10161","MNT","Mnt"
"10162","MNX1","Mnx1"
"10163","MOAP1","Moap1"
"10164","MOAP1","Moap1-ps1"
"10165","MOB1A","Mob1a"
"10166","MOB1A","Mob1a-ps1"
"10167","MOB1B","Mob1b"
"10168","MOB2","Mob2"
"10169","MOB3A","Mob3a"
"10170","MOB3B","Mob3b"
"10171","MOB3C","Mob3c"
"10172","MOB4","Mob4"
"10173","MOBP","Mobp"
"10174","MOCOS","Mocos"
"10175","MOCS1","Mocs1"
"10176","MOCS2","Mocs2"
"10177","MOCS3","Mocs3"
"10178","MOG","Mog"
"10179","MOGAT1","Mogat1"
"10180","MOGAT2","Mogat2"
"10181","MOGS","Mogs"
"10182","MOK","Mok"
"10183","MON1A","Mon1a"
"10184","MON1B","Mon1b"
"10185","MON2","Mon2"
"10186","MORC1","Morc1"
"10187","MORC2","Morc2"
"10188","MORC2","Morc2b"
"10189","MORC3","Morc3"
"10190","MORC4","Morc4"
"10191","MORF4L1","Morf4l1"
"10192","MORF4L2","Morf4l2"
"10193","MORN1","Morn1"
"10194","MORN3","Morn3"
"10195","MORN4","Morn4"
"10196","MORN5","Morn5"
"10197","MOS","Mos"
"10198","MOSMO","Mosmo"
"10199","MOSPD1","Mospd1"
"10200","MOSPD2","Mospd2"
"10201","MOSPD3","Mospd3"
"10202","MOV10","Mov10"
"10203","MOV10L1","Mov10l1"
"10204","MOXD1","Moxd1"
"10205","MPC1","Mpc1"
"10206","MPC1","Mpc1l-ps3"
"10207","MPC2","Mpc2"
"10208","MPDU1","Mpdu1"
"10209","MPDZ","Mpdz"
"10210","MPEG1","Mpeg1"
"10211","MPG","Mpg"
"10212","MPHOSPH10","Mphosph10"
"10213","MPHOSPH9","Mphosph9"
"10214","MPI","Mpi"
"10215","MPIG6B","Mpig6b"
"10216","MPL","Mpl"
"10217","MPLKIP","Mplkip"
"10218","MPND","Mpnd"
"10219","MPO","Mpo"
"10220","MPP2","Mpp2"
"10221","MPP3","Mpp3"
"10222","MPP4","Mpp4"
"10223","MPP7","Mpp7"
"10224","MPPE1","Mppe1"
